Block	Cultivar	SowTreat	SowingD	Plot	Depth	Date	Round	InitialSeedlotR1Number	SeedNumber	Soft	SoftGerm	SoftUngerm	SoftAbn	SoftDead	HardUngermFinal
2	Woogenellup	S3	15/09/2015	43	up	1/09/2016	5	50	39	1	1	0	0	0	0
2	Leura	S3	15/09/2015	44	up	1/09/2016	5	50	44	4	3	0	0	1	0
2	Narrikup	S3	15/09/2015	45	up	1/09/2016	5	50	37	3	1	0	0	2	0
2	Antas 	S3	15/09/2015	46	up	1/09/2016	5	50	23	6	5	0	0	1	0
2	Denmark	S3	15/09/2015	47	up	1/09/2016	5	50	41	1	0	0	0	1	0
2	Monti	S3	15/09/2015	48	up	1/09/2016	5	50	26	7	2	0	1	4	0
3	Leura	S3	15/09/2015	49	up	1/09/2016	5	50	42	3	0	0	1	2	0
3	Woogenellup	S3	15/09/2015	50	up	1/09/2016	5	50	39	1	1	0	0	0	0
3	Antas 	S3	15/09/2015	51	up	1/09/2016	5	50	24	2	1	0	0	1	0
3	Monti	S3	15/09/2015	52	up	1/09/2016	5	50	23	3	0	0	1	2	0
3	Narrikup	S3	15/09/2015	53	up	1/09/2016	5	50	36	4	1	0	0	3	0
3	Denmark	S3	15/09/2015	54	up	1/09/2016	5	50	40	8	7	0	0	1	0
1	Denmark	S3	15/09/2015	37	down	1/09/2016	5	50	32	1	1	0	0	0	0
1	Antas 	S3	15/09/2015	38	down	1/09/2016	5	50	13	4	4	0	0	0	0
1	Woogenellup	S3	15/09/2015	39	down	1/09/2016	5	50	30	1	1	0	0	0	0
1	Leura	S3	15/09/2015	40	down	1/09/2016	5	50	40	3	3	0	0	0	0
1	Narrikup	S3	15/09/2015	41	down	1/09/2016	5	50	30	9	9	0	0	0	0
1	Monti	S3	15/09/2015	42	down	1/09/2016	5	50	29	8	4	0	0	4	0
2	Woogenellup	S3	15/09/2015	43	down	1/09/2016	5	50	35	3	1	0	0	2	0
2	Leura	S3	15/09/2015	44	down	1/09/2016	5	50	36	2	2	0	0	0	0
2	Narrikup	S3	15/09/2015	45	down	1/09/2016	5	50	28	4	0	0	0	4	0
2	Antas 	S3	15/09/2015	46	down	1/09/2016	5	50	16	1	1	0	0	0	0
2	Denmark	S3	15/09/2015	47	down	1/09/2016	5	50	38	6	6	0	0	0	0
2	Monti	S3	15/09/2015	48	down	1/09/2016	5	50	21	8	3	0	0	5	0
3	Leura	S3	15/09/2015	49	down	1/09/2016	5	50	40	2	0	0	0	2	0
3	Woogenellup	S3	15/09/2015	50	down	1/09/2016	5	50	35	3	2	0	0	1	0
3	Antas 	S3	15/09/2015	51	down	1/09/2016	5	50	17	3	1	0	0	2	0
3	Monti	S3	15/09/2015	52	down	1/09/2016	5	50	28	8	2	0	0	6	0
3	Narrikup	S3	15/09/2015	53	down	1/09/2016	5	50	27	9	1	0	2	6	0
3	Denmark	S3	15/09/2015	54	down	1/09/2016	5	50	43	3	3	0	0	0	0
1	Narrikup	S2	28/07/2015	19	up	15/09/16	6	50	22	22	19	1	1	1	0
1	Monti	S2	28/07/2015	20	up	15/09/16	6	50	41	39	37	0	1	1	2
1	Woogenellup	S2	28/07/2015	21	up	15/09/16	6	50	36	36	36	0	0	0	0
1	Leura	S2	28/07/2015	22	up	15/09/16	6	50	42	42	41	0	0	1	0
1	Denmark	S2	28/07/2015	23	up	15/09/16	6	50	24	24	20	1	1	2	0
1	Antas 	S2	28/07/2015	24	up	15/09/16	6	50	31	27	23	1	1	2	4
2	Leura	S2	28/07/2015	25	up	15/09/16	6	50	25	25	24	0	1	0	0
2	Woogenellup	S2	28/07/2015	26	up	15/09/16	6	50	23	23	19	1	1	2	0
2	Denmark	S2	28/07/2015	27	up	15/09/16	6	50	29	29	26	0	0	3	0
2	Narrikup	S2	28/07/2015	28	up	15/09/16	6	50	18	18	17	0	0	1	0
2	Antas 	S2	28/07/2015	29	up	15/09/16	6	50	8	8	7	0	1	0	0
2	Monti	S2	28/07/2015	30	up	15/09/16	6	50	30	30	27	1	1	1	0
3	Denmark	S2	28/07/2015	31	up	15/09/16	6	50	35	35	34	0	1	0	0
3	Antas 	S2	28/07/2015	32	up	15/09/16	6	50	30	30	28	0	1	1	0
3	Monti	S2	28/07/2015	33	up	15/09/16	6	50	34	24	23	0	0	1	10
3	Woogenellup	S2	28/07/2015	34	up	15/09/16	6	50	18	18	15	0	2	1	0
3	Leura	S2	28/07/2015	35	up	15/09/16	6	50	33	33	28	1	1	3	0
3	Narrikup	S2	28/07/2015	36	up	15/09/16	6	50	11	11	8	0	1	2	0
1	Narrikup	S2	28/07/2015	19	down	15/09/16	6	50	28	28	20	2	0	6	0
1	Monti	S2	28/07/2015	20	down	15/09/16	6	50	33	33	30	1	1	1	0
1	Woogenellup	S2	28/07/2015	21	down	15/09/16	6	50	38	38	37	0	1	0	0
1	Leura	S2	28/07/2015	22	down	15/09/16	6	50	42	42	37	0	1	4	0
1	Denmark	S2	28/07/2015	23	down	15/09/16	6	50	29	29	26	0	2	1	0
1	Antas 	S2	28/07/2015	24	down	15/09/16	6	50	26	26	22	0	1	3	0
2	Leura	S2	28/07/2015	25	down	15/09/16	6	50	20	20	19	0	0	1	0
2	Woogenellup	S2	28/07/2015	26	down	15/09/16	6	50	36	26	22	0	1	3	10
2	Denmark	S2	28/07/2015	27	down	15/09/16	6	50	29	29	27	0	0	2	0
2	Narrikup	S2	28/07/2015	28	down	15/09/16	6	50	22	22	18	0	3	1	0
2	Antas 	S2	28/07/2015	29	down	15/09/16	6	50	6	6	6	0	0	0	0
2	Monti	S2	28/07/2015	30	down	15/09/16	6	50	26	26	25	0	0	1	0
3	Denmark	S2	28/07/2015	31	down	15/09/16	6	50	40	40	39	0	1	0	0
3	Antas 	S2	28/07/2015	32	down	15/09/16	6	50	25	25	22	0	1	2	0
3	Monti	S2	28/07/2015	33	down	15/09/16	6	50	28	28	28	0	0	0	0
3	Woogenellup	S2	28/07/2015	34	down	15/09/16	6	50	7	7	3	0	2	2	0
3	Leura	S2	28/07/2015	35	down	15/09/16	6	50	28	28	25	0	1	2	0
3	Narrikup	S2	28/07/2015	36	down	15/09/16	6	50	11	11	10	0	1	0	0
1	Denmark	S3	15/09/2015	37	up	25/09/2016	6	50	32	32	30	0	2	0	0
1	Antas 	S3	15/09/2015	38	up	25/09/2016	6	50	22	22	13	0	4	5	0
1	Woogenellup	S3	15/09/2015	39	up	25/09/2016	6	50	35	35	31	0	0	4	0
1	Leura	S3	15/09/2015	40	up	25/09/2016	6	50	48	48	41	1	1	5	0
1	Narrikup	S3	15/09/2015	41	up	25/09/2016	6	50	32	32	27	1	1	3	0
1	Monti	S3	15/09/2015	42	up	25/09/2016	6	50	16	16	13	1	1	1	0
2	Woogenellup	S3	15/09/2015	43	up	25/09/2016	6	50	38	38	32	1	2	3	0
2	Leura	S3	15/09/2015	44	up	25/09/2016	6	50	40	40	34	1	1	4	0
2	Narrikup	S3	15/09/2015	45	up	25/09/2016	6	50	34	33	30	0	1	2	1
2	Antas 	S3	15/09/2015	46	up	25/09/2016	6	50	17	17	14	0	2	1	0
2	Denmark	S3	15/09/2015	47	up	25/09/2016	6	50	40	40	37	0	1	2	0
2	Monti	S3	15/09/2015	48	up	25/09/2016	6	50	19	19	16	0	2	1	0
3	Leura	S3	15/09/2015	49	up	25/09/2016	6	50	39	39	33	1	3	2	0
3	Woogenellup	S3	15/09/2015	50	up	25/09/2016	6	50	38	38	34	0	1	3	0
3	Antas 	S3	15/09/2015	51	up	25/09/2016	6	50	22	22	18	0	1	3	0
3	Monti	S3	15/09/2015	52	up	25/09/2016	6	50	20	20	13	1	2	4	0
3	Narrikup	S3	15/09/2015	53	up	25/09/2016	6	50	32	32	29	0	2	1	0
3	Denmark	S3	15/09/2015	54	up	25/09/2016	6	50	32	32	25	0	4	3	0
1	Denmark	S3	15/09/2015	37	down	25/09/2016	6	50	31	31	30	0	1	0	0
1	Antas 	S3	15/09/2015	38	down	25/09/2016	6	50	9	9	9	0	0	0	0
1	Woogenellup	S3	15/09/2015	39	down	25/09/2016	6	50	29	29	26	0	0	3	0
1	Leura	S3	15/09/2015	40	down	25/09/2016	6	50	37	36	30	1	2	3	1
1	Narrikup	S3	15/09/2015	41	down	25/09/2016	6	50	21	21	19	0	1	1	0
1	Monti	S3	15/09/2015	42	down	25/09/2016	6	50	21	21	19	0	1	1	0
2	Woogenellup	S3	15/09/2015	43	down	25/09/2016	6	50	32	32	29	1	1	1	0
2	Leura	S3	15/09/2015	44	down	25/09/2016	6	50	34	34	34	0	0	0	0
2	Narrikup	S3	15/09/2015	45	down	25/09/2016	6	50	24	24	20	0	2	2	0
2	Antas 	S3	15/09/2015	46	down	25/09/2016	6	50	15	15	10	1	2	2	0
2	Denmark	S3	15/09/2015	47	down	25/09/2016	6	50	32	32	31	0	1	0	0
2	Monti	S3	15/09/2015	48	down	25/09/2016	6	50	13	13	10	0	3	0	0
3	Leura	S3	15/09/2015	49	down	25/09/2016	6	50	38	38	33	1	2	2	0
3	Woogenellup	S3	15/09/2015	50	down	25/09/2016	6	50	32	32	29	0	1	2	0
3	Antas 	S3	15/09/2015	51	down	25/09/2016	6	50	14	14	11	0	2	1	0
3	Monti	S3	15/09/2015	52	down	25/09/2016	6	50	20	20	12	1	5	2	0
3	Narrikup	S3	15/09/2015	53	down	25/09/2016	6	50	18	18	17	0	1	0	0
3	Denmark	S3	15/09/2015	54	down	25/09/2016	6	50	40	40	38	0	1	1	0
1	Narrikup	S4	5/11/2015	55	up	06/07/16	2	50	43	5	4	0	0	1	0
1	Antas 	S4	5/11/2015	56	up	06/07/16	2	50	22	2	1	0	1	0	0
1	Denmark	S4	5/11/2015	57	up	06/07/16	2	50	39	4	4	0	0	0	0
1	Leura	S4	5/11/2015	58	up	06/07/16	2	50	41	1	0	0	1	0	0
1	Monti	S4	5/11/2015	59	up	06/07/16	2	50	44	1	1	0	0	0	0
1	Woogenellup	S4	5/11/2015	60	up	06/07/16	2	50	39	1	1	0	0	0	0
2	Antas 	S4	5/11/2015	61	up	06/07/16	2	50	16	2	1	0	1	0	0
2	Woogenellup	S4	5/11/2015	62	up	06/07/16	2	50	44	0	0	0	0	0	0
2	Narrikup	S4	5/11/2015	63	up	06/07/16	2	50	32	2	2	0	0	0	0
2	Leura	S4	5/11/2015	64	up	06/07/16	2	50	36	1	1	0	0	0	0
2	Denmark	S4	5/11/2015	65	up	06/07/16	2	50	48	2	2	0	0	0	0
2	Monti	S4	5/11/2015	66	up	06/07/16	2	50	38	5	3	0	1	1	0
3	Leura	S4	5/11/2015	67	up	06/07/16	2	50	34	2	1	0	1	0	0
3	Monti	S4	5/11/2015	68	up	06/07/16	2	50	22	6	3	0	1	2	0
3	Narrikup	S4	5/11/2015	69	up	06/07/16	2	50	42	2	2	0	0	0	0
3	Antas 	S4	5/11/2015	70	up	06/07/16	2	50	24	0	0	0	0	0	0
3	Woogenellup	S4	5/11/2015	71	up	06/07/16	2	50	43	3	3	0	0	0	0
3	Denmark	S4	5/11/2015	72	up	06/07/16	2	50	40	1	1	0	0	0	0
1	Narrikup	S4	5/11/2015	55	down	06/07/16	2	50	30	1	1	0	0	0	0
1	Antas 	S4	5/11/2015	56	down	06/07/16	2	50	12	1	1	0	0	0	0
1	Denmark	S4	5/11/2015	57	down	06/07/16	2	50	45	6	4	0	1	1	0
1	Leura	S4	5/11/2015	58	down	06/07/16	2	50	13	0	0	0	0	0	0
1	Monti	S4	5/11/2015	59	down	06/07/16	2	50	44	6	5	0	1	0	0
1	Woogenellup	S4	5/11/2015	60	down	06/07/16	2	50	34	8	6	0	2	0	0
2	Antas 	S4	5/11/2015	61	down	06/07/16	2	50	29	2	1	0	0	1	0
2	Woogenellup	S4	5/11/2015	62	down	06/07/16	2	50	32	6	6	0	0	0	0
2	Narrikup	S4	5/11/2015	63	down	06/07/16	2	50	35	3	2	0	0	1	0
2	Leura	S4	5/11/2015	64	down	06/07/16	2	50	1	0	0	0	0	0	0
2	Denmark	S4	5/11/2015	65	down	06/07/16	2	50	49	2	2	0	0	0	0
2	Monti	S4	5/11/2015	66	down	06/07/16	2	50	37	4	4	0	0	0	0
3	Leura	S4	5/11/2015	67	down	06/07/16	2	50	35	0	0	0	0	0	0
3	Monti	S4	5/11/2015	68	down	06/07/16	2	50	35	3	3	0	0	0	0
3	Narrikup	S4	5/11/2015	69	down	06/07/16	2	50	37	2	2	0	0	0	0
3	Antas 	S4	5/11/2015	70	down	06/07/16	2	50	29	1	1	0	0	0	0
3	Woogenellup	S4	5/11/2015	71	down	06/07/16	2	50	42	3	3	0	0	0	0
3	Denmark	S4	5/11/2015	72	down	06/07/16	2	50	32	2	2	0	0	0	0
1	Narrikup	S4	5/11/2015	55	up	06/07/16	3	50	38	6	6	0	0	0	0
1	Antas 	S4	5/11/2015	56	up	06/07/16	3	50	20	1	1	0	0	0	0
1	Denmark	S4	5/11/2015	57	up	06/07/16	3	50	35	2	1	0	1	0	0
1	Leura	S4	5/11/2015	58	up	06/07/16	3	50	40	3	2	0	0	1	0
1	Monti	S4	5/11/2015	59	up	06/07/16	3	50	43	9	4	0	4	1	0
1	Woogenellup	S4	5/11/2015	60	up	06/07/16	3	50	38	2	0	0	1	1	0
2	Antas 	S4	5/11/2015	61	up	06/07/16	3	50	14	5	5	0	0	0	0
2	Woogenellup	S4	5/11/2015	62	up	06/07/16	3	50	44	0	0	0	0	0	0
2	Narrikup	S4	5/11/2015	63	up	06/07/16	3	50	30	3	2	0	0	1	0
2	Leura	S4	5/11/2015	64	up	06/07/16	3	50	35	2	2	0	0	0	0
2	Denmark	S4	5/11/2015	65	up	06/07/16	3	50	46	0	0	0	0	0	0
2	Monti	S4	5/11/2015	66	up	06/07/16	3	50	33	15	10	0	4	1	0
3	Leura	S4	5/11/2015	67	up	06/07/16	3	50	32	2	2	0	0	0	0
3	Monti	S4	5/11/2015	68	up	06/07/16	3	50	16	8	4	0	3	1	0
3	Narrikup	S4	5/11/2015	69	up	06/07/16	3	50	40	7	5	0	0	2	0
3	Antas 	S4	5/11/2015	70	up	06/07/16	3	50	24	0	0	0	0	0	0
3	Woogenellup	S4	5/11/2015	71	up	06/07/16	3	50	40	0	0	0	0	0	0
3	Denmark	S4	5/11/2015	72	up	06/07/16	3	50	39	0	0	0	0	0	0
1	Narrikup	S4	5/11/2015	55	down	06/07/16	3	50	29	3	2	0	1	0	0
1	Antas 	S4	5/11/2015	56	down	06/07/16	3	50	11	1	1	0	0	0	0
1	Denmark	S4	5/11/2015	57	down	06/07/16	3	50	39	2	0	0	0	2	0
1	Leura	S4	5/11/2015	58	down	06/07/16	3	50	13	0	0	0	0	0	0
1	Monti	S4	5/11/2015	59	down	06/07/16	3	50	38	13	9	0	1	3	0
1	Woogenellup	S4	5/11/2015	60	down	06/07/16	3	50	26	2	0	0	1	1	0
2	Antas 	S4	5/11/2015	61	down	06/07/16	3	50	27	6	4	0	1	1	0
2	Woogenellup	S4	5/11/2015	62	down	06/07/16	3	50	26	0	0	0	0	0	0
2	Narrikup	S4	5/11/2015	63	down	06/07/16	3	50	32	3	3	0	0	0	0
2	Leura	S4	5/11/2015	64	down	06/07/16	3	50	1	1	1	0	0	0	0
2	Denmark	S4	5/11/2015	65	down	06/07/16	3	50	47	0	0	0	0	0	0
2	Monti	S4	5/11/2015	66	down	06/07/16	3	50	33	10	8	0	2	0	0
3	Leura	S4	5/11/2015	67	down	06/07/16	3	50	35	0	0	0	0	0	0
3	Monti	S4	5/11/2015	68	down	06/07/16	3	50	32	7	3	0	4	0	0
3	Narrikup	S4	5/11/2015	69	down	06/07/16	3	50	35	6	4	0	2	0	0
3	Antas 	S4	5/11/2015	70	down	06/07/16	3	50	28	1	1	0	0	0	0
3	Woogenellup	S4	5/11/2015	71	down	06/07/16	3	50	39	0	0	0	0	0	0
3	Denmark	S4	5/11/2015	72	down	06/07/16	3	50	30	1	0	0	0	1	0
1	Narrikup	S4	5/11/2015	55	up	06/07/16	4	50	32	12	7	0	1	4	0
1	Antas 	S4	5/11/2015	56	up	06/07/16	4	50	19	2	2	0	0	0	0
1	Denmark	S4	5/11/2015	57	up	06/07/16	4	50	33	3	3	0	0	0	0
1	Leura	S4	5/11/2015	58	up	06/07/16	4	50	37	6	4	0	0	2	0
1	Monti	S4	5/11/2015	59	up	06/07/16	4	50	34	8	5	0	2	1	0
1	Woogenellup	S4	5/11/2015	60	up	06/07/16	4	50	36	0	0	0	0	0	0
2	Antas 	S4	5/11/2015	61	up	06/07/16	4	50	9	7	7	0	0	0	0
2	Woogenellup	S4	5/11/2015	62	up	06/07/16	4	50	44	0	0	0	0	0	0
2	Narrikup	S4	5/11/2015	63	up	06/07/16	4	50	27	10	9	0	1	0	0
2	Leura	S4	5/11/2015	64	up	06/07/16	4	50	33	4	2	0	1	1	0
2	Denmark	S4	5/11/2015	65	up	06/07/16	4	50	46	2	2	0	0	0	0
2	Monti	S4	5/11/2015	66	up	06/07/16	4	50	18	10	6	0	1	3	0
3	Leura	S4	5/11/2015	67	up	06/07/16	4	50	30	9	9	0	0	0	0
3	Monti	S4	5/11/2015	68	up	06/07/16	4	50	8	6	3	0	1	2	0
3	Narrikup	S4	5/11/2015	69	up	06/07/16	4	50	33	7	5	0	2	0	0
3	Antas 	S4	5/11/2015	70	up	06/07/16	4	50	24	2	2	0	0	0	0
3	Woogenellup	S4	5/11/2015	71	up	06/07/16	4	50	40	1	1	0	0	0	0
3	Denmark	S4	5/11/2015	72	up	06/07/16	4	50	39	6	6	0	0	0	0
1	Narrikup	S4	5/11/2015	55	down	06/07/16	4	50	26	11	2	0	2	7	0
1	Antas 	S4	5/11/2015	56	down	06/07/16	4	50	10	0	0	0	0	0	0
1	Denmark	S4	5/11/2015	57	down	06/07/16	4	50	37	5	5	0	0	0	0
1	Leura	S4	5/11/2015	58	down	06/07/16	4	50	13	2	2	0	0	0	0
1	Monti	S4	5/11/2015	59	down	06/07/16	4	50	25	20	15	0	4	1	0
1	Woogenellup	S4	5/11/2015	60	down	06/07/16	4	50	24	5	2	0	0	3	0
2	Antas 	S4	5/11/2015	61	down	06/07/16	4	50	21	7	7	0	0	0	0
2	Woogenellup	S4	5/11/2015	62	down	06/07/16	4	50	26	2	2	0	0	0	0
2	Narrikup	S4	5/11/2015	63	down	06/07/16	4	50	29	15	11	0	2	2	0
2	Leura	S4	5/11/2015	64	down	06/07/16	4	50	0	0	0	0	0	0	0
2	Denmark	S4	5/11/2015	65	down	06/07/16	4	50	47	1	1	0	0	0	0
2	Monti	S4	5/11/2015	66	down	06/07/16	4	50	23	10	4	0	0	6	0
3	Leura	S4	5/11/2015	67	down	06/07/16	4	50	35	6	6	0	0	0	0
3	Monti	S4	5/11/2015	68	down	06/07/16	4	50	25	8	4	0	2	2	0
3	Narrikup	S4	5/11/2015	69	down	06/07/16	4	50	29	11	10	0	1	0	0
3	Antas 	S4	5/11/2015	70	down	06/07/16	4	50	27	11	10	0	1	0	0
3	Woogenellup	S4	5/11/2015	71	down	06/07/16	4	50	39	2	2	0	0	0	0
3	Denmark	S4	5/11/2015	72	down	06/07/16	4	50	29	11	8	0	0	3	0
1	Narrikup	S4	5/11/2015	55	up	06/07/16	5	50	20	3	3	0	0	0	0
1	Antas 	S4	5/11/2015	56	up	06/07/16	5	50	17	2	1	0	0	1	0
1	Denmark	S4	5/11/2015	57	up	06/07/16	5	50	30	2	2	0	0	0	0
1	Leura	S4	5/11/2015	58	up	06/07/16	5	50	31	5	1	0	1	3	0
1	Monti	S4	5/11/2015	59	up	06/07/16	5	50	26	6	3	0	2	1	0
1	Woogenellup	S4	5/11/2015	60	up	06/07/16	5	50	36	0	0	0	0	0	0
2	Antas 	S4	5/11/2015	61	up	06/07/16	5	50	2	0	0	0	0	0	0
2	Woogenellup	S4	5/11/2015	62	up	06/07/16	5	50	44	1	1	0	0	0	0
2	Narrikup	S4	5/11/2015	63	up	06/07/16	5	50	17	4	2	0	1	1	0
2	Leura	S4	5/11/2015	64	up	06/07/16	5	50	29	3	3	0	0	0	0
2	Denmark	S4	5/11/2015	65	up	06/07/16	5	50	44	0	0	0	0	0	0
2	Monti	S4	5/11/2015	66	up	06/07/16	5	50	8	6	0	0	2	4	0
3	Leura	S4	5/11/2015	67	up	06/07/16	5	50	21	2	1	0	1	0	0
3	Monti	S4	5/11/2015	68	up	06/07/16	5	50	2	2	0	0	0	2	0
3	Narrikup	S4	5/11/2015	69	up	06/07/16	5	50	26	3	2	0	0	1	0
3	Antas 	S4	5/11/2015	70	up	06/07/16	5	50	22	0	0	0	0	0	0
3	Woogenellup	S4	5/11/2015	71	up	06/07/16	5	50	39	3	1	0	1	1	0
3	Denmark	S4	5/11/2015	72	up	06/07/16	5	50	33	0	0	0	0	0	0
1	Narrikup	S4	5/11/2015	55	down	06/07/16	5	50	15	3	0	1	0	2	0
1	Antas 	S4	5/11/2015	56	down	06/07/16	5	50	10	0	0	0	0	0	0
1	Denmark	S4	5/11/2015	57	down	06/07/16	5	50	32	0	0	0	0	0	0
1	Leura	S4	5/11/2015	58	down	06/07/16	5	50	11	3	0	0	1	2	0
1	Monti	S4	5/11/2015	59	down	06/07/16	5	50	5	5	1	0	1	3	0
1	Woogenellup	S4	5/11/2015	60	down	06/07/16	5	50	19	0	0	0	0	0	0
2	Antas 	S4	5/11/2015	61	down	06/07/16	5	50	14	2	2	0	0	0	0
2	Woogenellup	S4	5/11/2015	62	down	06/07/16	5	50	24	3	2	0	0	1	0
2	Narrikup	S4	5/11/2015	63	down	06/07/16	5	50	14	4	1	0	1	2	0
2	Leura	S4	5/11/2015	64	down	06/07/16	5	50	0	0	0	0	0	0	0
2	Denmark	S4	5/11/2015	65	down	06/07/16	5	50	46	0	0	0	0	0	0
2	Monti	S4	5/11/2015	66	down	06/07/16	5	50	13	2	0	0	0	2	0
3	Leura	S4	5/11/2015	67	down	06/07/16	5	50	29	3	3	0	0	0	0
3	Monti	S4	5/11/2015	68	down	06/07/16	5	50	17	3	0	0	1	0	0
3	Narrikup	S4	5/11/2015	69	down	06/07/16	5	50	18	5	3	0	0	2	0
3	Antas 	S4	5/11/2015	70	down	06/07/16	5	50	16	4	4	0	0	0	0
3	Woogenellup	S4	5/11/2015	71	down	06/07/16	5	50	37	1	1	0	0	0	0
3	Denmark	S4	5/11/2015	72	down	06/07/16	5	50	18	2	1	0	1	0	0
1	Narrikup	S4	5/11/2015	55	up	06/07/16	6	50	17	16	10	0	2	4	1
1	Antas 	S4	5/11/2015	56	up	06/07/16	6	50	15	15	8	0	5	2	0
1	Denmark	S4	5/11/2015	57	up	06/07/16	6	50	28	27	12	0	8	7	1
1	Leura	S4	5/11/2015	58	up	06/07/16	6	50	26	26	15	0	5	6	0
1	Monti	S4	5/11/2015	59	up	06/07/16	6	50	20	20	19	0	0	1	1
1	Woogenellup	S4	5/11/2015	60	up	06/07/16	6	50	36	36	29	0	5	2	0
2	Antas 	S4	5/11/2015	61	up	06/07/16	6	50	2	2	1	0	0	1	0
2	Woogenellup	S4	5/11/2015	62	up	06/07/16	6	50	43	42	40	0	0	2	1
2	Narrikup	S4	5/11/2015	63	up	06/07/16	6	50	13	13	10	0	0	3	0
2	Leura	S4	5/11/2015	64	up	06/07/16	6	50	26	26	20	0	2	4	0
2	Denmark	S4	5/11/2015	65	up	06/07/16	6	50	44	44	38	0	4	2	0
2	Monti	S4	5/11/2015	66	up	06/07/16	6	50	2	2	0	0	1	1	0
3	Leura	S4	5/11/2015	67	up	06/07/16	6	50	19	19	14	0	3	2	0
3	Monti	S4	5/11/2015	68	up	06/07/16	6	50	0	0	0	0	0	0	0
3	Narrikup	S4	5/11/2015	69	up	06/07/16	6	50	23	23	8	0	4	4	0
3	Antas 	S4	5/11/2015	70	up	06/07/16	6	50	22	22	19	0	0	3	0
3	Woogenellup	S4	5/11/2015	71	up	06/07/16	6	50	36	27	0	0	4	5	0
3	Denmark	S4	5/11/2015	72	up	06/07/16	6	50	33	31	26	0	3	3	2
1	Narrikup	S4	5/11/2015	55	down	06/07/16	6	50	12	12	9	0	1	2	0
1	Antas 	S4	5/11/2015	56	down	06/07/16	6	50	10	10	6	0	3	1	0
1	Denmark	S4	5/11/2015	57	down	06/07/16	6	50	32	32	12	0	10	8	2
1	Leura	S4	5/11/2015	58	down	06/07/16	6	50	8	8	4	0	3	1	0
1	Monti	S4	5/11/2015	59	down	06/07/16	6	50	0	0	0	0	0	0	0
1	Woogenellup	S4	5/11/2015	60	down	06/07/16	6	50	19	19	17	0	0	2	0
2	Antas 	S4	5/11/2015	61	down	06/07/16	6	50	12	12	7	0	4	1	0
2	Woogenellup	S4	5/11/2015	62	down	06/07/16	6	50	21	21	20	0	1	0	0
2	Narrikup	S4	5/11/2015	63	down	06/07/16	6	50	10	10	6	0	3	1	0
2	Leura	S4	5/11/2015	64	down	06/07/16	6	50	0	0	0	0	0	0	0
2	Denmark	S4	5/11/2015	65	down	06/07/16	6	50	46	46	40	0	5	1	0
2	Monti	S4	5/11/2015	66	down	06/07/16	6	50	11	11	8	0	1	2	0
3	Leura	S4	5/11/2015	67	down	06/07/16	6	50	26	25	19	0	2	4	1
3	Monti	S4	5/11/2015	68	down	06/07/16	6	50	14	14	10	0	4	0	0
3	Narrikup	S4	5/11/2015	69	down	06/07/16	6	50	13	13	6	0	5	2	0
3	Antas 	S4	5/11/2015	70	down	06/07/16	6	50	12	12	6	0	2	4	0
3	Woogenellup	S4	5/11/2015	71	down	06/07/16	6	50	36	36	28	0	4	3	0
3	Denmark	S4	5/11/2015	72	down	06/07/16	6	50	16	14	11	0	0	1	2
