Block	Cultivar	SowTreat	SowingD	Plot	Depth	Date	Round	InitialSeedlotR1Number	SeedNumber	Soft
1	Leura	S4	5/11/2015	58	Below	06/07/16	56	50	13	0
1	Monti	S4	5/11/2015	59	Below	06/07/16	56	50	38	13
1	Woogenellup	S4	5/11/2015	60	Below	06/07/16	56	50	26	2
2	Antas 	S4	5/11/2015	61	Below	06/07/16	56	50	27	6
2	Woogenellup	S4	5/11/2015	62	Below	06/07/16	56	50	26	0
2	Narrikup	S4	5/11/2015	63	Below	06/07/16	56	50	32	3
2	Leura	S4	5/11/2015	64	Below	06/07/16	56	50	1	1
2	Denmark	S4	5/11/2015	65	Below	06/07/16	56	50	47	0
2	Monti	S4	5/11/2015	66	Below	06/07/16	56	50	33	10
3	Leura	S4	5/11/2015	67	Below	06/07/16	56	50	35	0
3	Monti	S4	5/11/2015	68	Below	06/07/16	56	50	32	7
3	Narrikup	S4	5/11/2015	69	Below	06/07/16	56	50	35	6
3	Antas 	S4	5/11/2015	70	Below	06/07/16	56	50	28	1
3	Woogenellup	S4	5/11/2015	71	Below	06/07/16	56	50	39	0
3	Denmark	S4	5/11/2015	72	Below	06/07/16	56	50	30	1
1	Narrikup	S4	5/11/2015	55	Above	06/07/16	77	50	32	12
1	Antas 	S4	5/11/2015	56	Above	06/07/16	77	50	19	2
1	Denmark	S4	5/11/2015	57	Above	06/07/16	77	50	33	3
1	Leura	S4	5/11/2015	58	Above	06/07/16	77	50	37	6
1	Monti	S4	5/11/2015	59	Above	06/07/16	77	50	34	8
1	Woogenellup	S4	5/11/2015	60	Above	06/07/16	77	50	36	0
2	Antas 	S4	5/11/2015	61	Above	06/07/16	77	50	9	7
2	Woogenellup	S4	5/11/2015	62	Above	06/07/16	77	50	44	0
2	Narrikup	S4	5/11/2015	63	Above	06/07/16	77	50	27	10
2	Leura	S4	5/11/2015	64	Above	06/07/16	77	50	33	4
2	Denmark	S4	5/11/2015	65	Above	06/07/16	77	50	46	2
2	Monti	S4	5/11/2015	66	Above	06/07/16	77	50	18	10
3	Leura	S4	5/11/2015	67	Above	06/07/16	77	50	30	9
3	Monti	S4	5/11/2015	68	Above	06/07/16	77	50	8	6
3	Narrikup	S4	5/11/2015	69	Above	06/07/16	77	50	33	7
3	Antas 	S4	5/11/2015	70	Above	06/07/16	77	50	24	2
3	Woogenellup	S4	5/11/2015	71	Above	06/07/16	77	50	40	1
3	Denmark	S4	5/11/2015	72	Above	06/07/16	77	50	39	6
1	Narrikup	S4	5/11/2015	55	Below	06/07/16	77	50	26	11
1	Antas 	S4	5/11/2015	56	Below	06/07/16	77	50	10	0
1	Denmark	S4	5/11/2015	57	Below	06/07/16	77	50	37	5
1	Leura	S4	5/11/2015	58	Below	06/07/16	77	50	13	2
1	Monti	S4	5/11/2015	59	Below	06/07/16	77	50	25	20
1	Woogenellup	S4	5/11/2015	60	Below	06/07/16	77	50	24	5
2	Antas 	S4	5/11/2015	61	Below	06/07/16	77	50	21	7
2	Woogenellup	S4	5/11/2015	62	Below	06/07/16	77	50	26	2
2	Narrikup	S4	5/11/2015	63	Below	06/07/16	77	50	29	15
2	Leura	S4	5/11/2015	64	Below	06/07/16	77	50	0	0
2	Denmark	S4	5/11/2015	65	Below	06/07/16	77	50	47	1
2	Monti	S4	5/11/2015	66	Below	06/07/16	77	50	23	10
3	Leura	S4	5/11/2015	67	Below	06/07/16	77	50	35	6
3	Monti	S4	5/11/2015	68	Below	06/07/16	77	50	25	8
3	Narrikup	S4	5/11/2015	69	Below	06/07/16	77	50	29	11
3	Antas 	S4	5/11/2015	70	Below	06/07/16	77	50	27	11
3	Woogenellup	S4	5/11/2015	71	Below	06/07/16	77	50	39	2
3	Denmark	S4	5/11/2015	72	Below	06/07/16	77	50	29	11
1	Narrikup	S4	5/11/2015	55	Above	06/07/16	98	50	20	3
1	Antas 	S4	5/11/2015	56	Above	06/07/16	98	50	17	2
1	Denmark	S4	5/11/2015	57	Above	06/07/16	98	50	30	2
1	Leura	S4	5/11/2015	58	Above	06/07/16	98	50	31	5
1	Monti	S4	5/11/2015	59	Above	06/07/16	98	50	26	6
1	Woogenellup	S4	5/11/2015	60	Above	06/07/16	98	50	36	0
2	Antas 	S4	5/11/2015	61	Above	06/07/16	98	50	2	0
2	Woogenellup	S4	5/11/2015	62	Above	06/07/16	98	50	44	1
2	Narrikup	S4	5/11/2015	63	Above	06/07/16	98	50	17	4
2	Leura	S4	5/11/2015	64	Above	06/07/16	98	50	29	3
2	Denmark	S4	5/11/2015	65	Above	06/07/16	98	50	44	0
2	Monti	S4	5/11/2015	66	Above	06/07/16	98	50	8	6
3	Leura	S4	5/11/2015	67	Above	06/07/16	98	50	21	2
3	Monti	S4	5/11/2015	68	Above	06/07/16	98	50	2	2
3	Narrikup	S4	5/11/2015	69	Above	06/07/16	98	50	26	3
3	Antas 	S4	5/11/2015	70	Above	06/07/16	98	50	22	0
3	Woogenellup	S4	5/11/2015	71	Above	06/07/16	98	50	39	3
3	Denmark	S4	5/11/2015	72	Above	06/07/16	98	50	33	0
1	Narrikup	S4	5/11/2015	55	Below	06/07/16	98	50	15	3
1	Antas 	S4	5/11/2015	56	Below	06/07/16	98	50	10	0
1	Denmark	S4	5/11/2015	57	Below	06/07/16	98	50	32	0
1	Leura	S4	5/11/2015	58	Below	06/07/16	98	50	11	3
1	Monti	S4	5/11/2015	59	Below	06/07/16	98	50	5	5
1	Woogenellup	S4	5/11/2015	60	Below	06/07/16	98	50	19	0
2	Antas 	S4	5/11/2015	61	Below	06/07/16	98	50	14	2
2	Woogenellup	S4	5/11/2015	62	Below	06/07/16	98	50	24	3
2	Narrikup	S4	5/11/2015	63	Below	06/07/16	98	50	14	4
2	Leura	S4	5/11/2015	64	Below	06/07/16	98	50	0	0
2	Denmark	S4	5/11/2015	65	Below	06/07/16	98	50	46	0
2	Monti	S4	5/11/2015	66	Below	06/07/16	98	50	13	2
3	Leura	S4	5/11/2015	67	Below	06/07/16	98	50	29	3
3	Monti	S4	5/11/2015	68	Below	06/07/16	98	50	17	3
3	Narrikup	S4	5/11/2015	69	Below	06/07/16	98	50	18	5
3	Antas 	S4	5/11/2015	70	Below	06/07/16	98	50	16	4
3	Woogenellup	S4	5/11/2015	71	Below	06/07/16	98	50	37	1
3	Denmark	S4	5/11/2015	72	Below	06/07/16	98	50	18	2
1	Narrikup	S4	5/11/2015	55	Above	06/07/16	119	50	17	16
1	Antas 	S4	5/11/2015	56	Above	06/07/16	119	50	15	15
1	Denmark	S4	5/11/2015	57	Above	06/07/16	119	50	28	27
1	Leura	S4	5/11/2015	58	Above	06/07/16	119	50	26	26
1	Monti	S4	5/11/2015	59	Above	06/07/16	119	50	20	20
1	Woogenellup	S4	5/11/2015	60	Above	06/07/16	119	50	36	36
2	Antas 	S4	5/11/2015	61	Above	06/07/16	119	50	2	2
2	Woogenellup	S4	5/11/2015	62	Above	06/07/16	119	50	43	42
2	Narrikup	S4	5/11/2015	63	Above	06/07/16	119	50	13	13
2	Leura	S4	5/11/2015	64	Above	06/07/16	119	50	26	26
2	Denmark	S4	5/11/2015	65	Above	06/07/16	119	50	44	44
2	Monti	S4	5/11/2015	66	Above	06/07/16	119	50	2	2
3	Leura	S4	5/11/2015	67	Above	06/07/16	119	50	19	19
3	Monti	S4	5/11/2015	68	Above	06/07/16	119	50	0	0
3	Narrikup	S4	5/11/2015	69	Above	06/07/16	119	50	23	23
3	Antas 	S4	5/11/2015	70	Above	06/07/16	119	50	22	22
3	Woogenellup	S4	5/11/2015	71	Above	06/07/16	119	50	36	27
3	Denmark	S4	5/11/2015	72	Above	06/07/16	119	50	33	31
1	Narrikup	S4	5/11/2015	55	Below	06/07/16	119	50	12	12
1	Antas 	S4	5/11/2015	56	Below	06/07/16	119	50	10	10
1	Denmark	S4	5/11/2015	57	Below	06/07/16	119	50	32	32
1	Leura	S4	5/11/2015	58	Below	06/07/16	119	50	8	8
1	Monti	S4	5/11/2015	59	Below	06/07/16	119	50	0	0
1	Woogenellup	S4	5/11/2015	60	Below	06/07/16	119	50	19	19
2	Antas 	S4	5/11/2015	61	Below	06/07/16	119	50	12	12
2	Woogenellup	S4	5/11/2015	62	Below	06/07/16	119	50	21	21
2	Narrikup	S4	5/11/2015	63	Below	06/07/16	119	50	10	10
2	Leura	S4	5/11/2015	64	Below	06/07/16	119	50	0	0
2	Denmark	S4	5/11/2015	65	Below	06/07/16	119	50	46	46
2	Monti	S4	5/11/2015	66	Below	06/07/16	119	50	11	11
3	Leura	S4	5/11/2015	67	Below	06/07/16	119	50	26	25
3	Monti	S4	5/11/2015	68	Below	06/07/16	119	50	14	14
3	Narrikup	S4	5/11/2015	69	Below	06/07/16	119	50	13	13
3	Antas 	S4	5/11/2015	70	Below	06/07/16	119	50	12	12
3	Woogenellup	S4	5/11/2015	71	Below	06/07/16	119	50	36	36
3	Denmark	S4	5/11/2015	72	Below	06/07/16	119	50	16	14
1	Denmark	S6	17/02/2016	91	Above	26/01/17	14	50	50	17
1	Monti	S6	17/02/2016	92	Above	26/01/17	14	50	50	8
1	Woogenellup	S6	17/02/2016	93	Above	26/01/17	14	50	50	16
1	Leura	S6	17/02/2016	94	Above	26/01/17	14	50	50	25
1	Antas 	S6	17/02/2016	95	Above	26/01/17	14	50	50	25
1	Narrikup	S6	17/02/2016	96	Above	26/01/17	14	50	50	18
2	Leura	S6	17/02/2016	97	Above	26/01/17	14	50	50	17
2	Monti	S6	17/02/2016	98	Above	26/01/17	14	50	50	13
2	Woogenellup	S6	17/02/2016	99	Above	26/01/17	14	50	50	31
2	Denmark	S6	17/02/2016	100	Above	26/01/17	14	50	50	21
2	Narrikup	S6	17/02/2016	101	Above	26/01/17	14	50	50	28
2	Antas 	S6	17/02/2016	102	Above	26/01/17	14	50	50	13
3	Woogenellup	S6	17/02/2016	103	Above	26/01/17	14	44	44	36
3	Leura	S6	17/02/2016	104	Above	26/01/17	14	47	47	19
3	Antas 	S6	17/02/2016	105	Above	26/01/17	14	50	50	32
3	Denmark	S6	17/02/2016	106	Above	26/01/17	14	50	50	12
3	Narrikup	S6	17/02/2016	107	Above	26/01/17	14	50	50	22
3	Monti	S6	17/02/2016	108	Above	26/01/17	14	50	50	8
1	Denmark	S6	17/02/2016	91	Below	26/01/17	14	50	50	21
1	Monti	S6	17/02/2016	92	Below	26/01/17	14	49	49	9
1	Woogenellup	S6	17/02/2016	93	Below	26/01/17	14	50	50	35
1	Leura	S6	17/02/2016	94	Below	26/01/17	14	37	37	24
1	Antas 	S6	17/02/2016	95	Below	26/01/17	14	37	37	28
1	Narrikup	S6	17/02/2016	96	Below	26/01/17	14	29	29	12
2	Leura	S6	17/02/2016	97	Below	26/01/17	14	41	41	21
2	Monti	S6	17/02/2016	98	Below	26/01/17	14	33	33	6
2	Woogenellup	S6	17/02/2016	99	Below	26/01/17	14	22	22	16
2	Denmark	S6	17/02/2016	100	Below	26/01/17	14	50	50	16
2	Narrikup	S6	17/02/2016	101	Below	26/01/17	14	37	37	29
2	Antas 	S6	17/02/2016	102	Below	26/01/17	14	50	50	31
3	Woogenellup	S6	17/02/2016	103	Below	26/01/17	14	30	30	17
3	Leura	S6	17/02/2016	104	Below	26/01/17	14	5	5	4
3	Antas 	S6	17/02/2016	105	Below	26/01/17	14	28	28	26
3	Denmark	S6	17/02/2016	106	Below	26/01/17	14	15	15	9
3	Narrikup	S6	17/02/2016	107	Below	26/01/17	14	50	50	12
3	Monti	S6	17/02/2016	108	Below	26/01/17	14	50	50	16
1	Denmark	S7	15/03/2016	109	Above	01/02/17	14	50	50	4
1	Antas 	S7	15/03/2016	110	Above	01/02/17	14	50	50	37
1	Woogenellup	S7	15/03/2016	111	Above	01/02/17	14	50	50	29
1	Leura	S7	15/03/2016	112	Above	01/02/17	14	50	50	18
1	Narrikup	S7	15/03/2016	113	Above	01/02/17	14	48	48	26
1	Monti	S7	15/03/2016	114	Above	01/02/17	14	50	50	2
2	Woogenellup	S7	15/03/2016	115	Above	01/02/17	14	50	50	33
2	Leura	S7	15/03/2016	116	Above	01/02/17	14	50	50	12
2	Narrikup	S7	15/03/2016	117	Above	01/02/17	14	34	34	8
2	Antas 	S7	15/03/2016	118	Above	01/02/17	14	50	50	34
2	Denmark	S7	15/03/2016	119	Above	01/02/17	14	50	50	9
2	Monti	S7	15/03/2016	120	Above	01/02/17	14	50	50	2
3	Leura	S7	15/03/2016	121	Above	01/02/17	14	50	50	11
3	Woogenellup	S7	15/03/2016	122	Above	01/02/17	14	50	50	9
3	Antas 	S7	15/03/2016	123	Above	01/02/17	14	50	50	19
3	Monti	S7	15/03/2016	124	Above	01/02/17	14	50	50	1
3	Narrikup	S7	15/03/2016	125	Above	01/02/17	14	40	40	14
3	Denmark	S7	15/03/2016	126	Above	01/02/17	14	50	50	6
1	Denmark	S7	15/03/2016	109	Below	01/02/17	14	50	50	10
1	Antas 	S7	15/03/2016	110	Below	01/02/17	14	50	50	45
1	Woogenellup	S7	15/03/2016	111	Below	01/02/17	14	41	41	32
1	Leura	S7	15/03/2016	112	Below	01/02/17	14	50	50	25
1	Narrikup	S7	15/03/2016	113	Below	01/02/17	14	47	47	35
1	Monti	S7	15/03/2016	114	Below	01/02/17	14	50	50	6
2	Woogenellup	S7	15/03/2016	115	Below	01/02/17	14	50	50	25
2	Leura	S7	15/03/2016	116	Below	01/02/17	14	50	50	12
2	Narrikup	S7	15/03/2016	117	Below	01/02/17	14	50	50	12
2	Antas 	S7	15/03/2016	118	Below	01/02/17	14	39	39	15
2	Denmark	S7	15/03/2016	119	Below	01/02/17	14	50	50	9
2	Monti	S7	15/03/2016	120	Below	01/02/17	14	50	50	3
3	Leura	S7	15/03/2016	121	Below	01/02/17	14	50	50	9
3	Woogenellup	S7	15/03/2016	122	Below	01/02/17	14	50	50	21
3	Antas 	S7	15/03/2016	123	Below	01/02/17	14	50	50	22
3	Monti	S7	15/03/2016	124	Below	01/02/17	14	50	50	0
3	Narrikup	S7	15/03/2016	125	Below	01/02/17	14	45	45	12
3	Denmark	S7	15/03/2016	126	Below	01/02/17	14	28	28	4
1	Denmark	S6	17/02/2016	91	Above	26/01/17	35	50	33	0
1	Monti	S6	17/02/2016	92	Above	26/01/17	35	50	42	11
1	Woogenellup	S6	17/02/2016	93	Above	26/01/17	35	50	34	6
1	Leura	S6	17/02/2016	94	Above	26/01/17	35	50	25	0
1	Antas 	S6	17/02/2016	95	Above	26/01/17	35	50	25	7
1	Narrikup	S6	17/02/2016	96	Above	26/01/17	35	50	32	8
2	Leura	S6	17/02/2016	97	Above	26/01/17	35	50	33	15
2	Monti	S6	17/02/2016	98	Above	26/01/17	35	50	37	11
2	Woogenellup	S6	17/02/2016	99	Above	26/01/17	35	50	19	10
2	Denmark	S6	17/02/2016	100	Above	26/01/17	35	50	29	15
2	Narrikup	S6	17/02/2016	101	Above	26/01/17	35	50	22	8
2	Antas 	S6	17/02/2016	102	Above	26/01/17	35	50	37	12
3	Woogenellup	S6	17/02/2016	103	Above	26/01/17	35	44	8	2
3	Leura	S6	17/02/2016	104	Above	26/01/17	35	47	28	19
3	Antas 	S6	17/02/2016	105	Above	26/01/17	35	50	18	5
3	Denmark	S6	17/02/2016	106	Above	26/01/17	35	50	38	11
3	Narrikup	S6	17/02/2016	107	Above	26/01/17	35	50	28	17
3	Monti	S6	17/02/2016	108	Above	26/01/17	35	50	42	9
1	Denmark	S6	17/02/2016	91	Below	26/01/17	35	38	29	2
1	Monti	S6	17/02/2016	92	Below	26/01/17	35	28	40	14
1	Woogenellup	S6	17/02/2016	93	Below	26/01/17	35	42	15	2
1	Leura	S6	17/02/2016	94	Below	26/01/17	35	50	13	4
1	Antas 	S6	17/02/2016	95	Below	26/01/17	35	50	9	3
1	Narrikup	S6	17/02/2016	96	Below	26/01/17	35	50	17	6
2	Leura	S6	17/02/2016	97	Below	26/01/17	35	50	20	4
2	Monti	S6	17/02/2016	98	Below	26/01/17	35	50	27	7
2	Woogenellup	S6	17/02/2016	99	Below	26/01/17	35	50	6	2
2	Denmark	S6	17/02/2016	100	Below	26/01/17	35	50	34	30
2	Narrikup	S6	17/02/2016	101	Below	26/01/17	35	50	8	7
2	Antas 	S6	17/02/2016	102	Below	26/01/17	35	50	19	7
3	Woogenellup	S6	17/02/2016	103	Below	26/01/17	35	50	13	2
3	Leura	S6	17/02/2016	104	Below	26/01/17	35	50	1	1
3	Antas 	S6	17/02/2016	105	Below	26/01/17	35	50	2	2
3	Denmark	S6	17/02/2016	106	Below	26/01/17	35	50	6	6
3	Narrikup	S6	17/02/2016	107	Below	26/01/17	35	50	38	28
3	Monti	S6	17/02/2016	108	Below	26/01/17	35	50	34	10
1	Denmark	S7	15/03/2016	109	Above	01/02/17	35	50	46	2
1	Antas 	S7	15/03/2016	110	Above	01/02/17	35	50	13	2
1	Woogenellup	S7	15/03/2016	111	Above	01/02/17	35	50	21	3
1	Leura	S7	15/03/2016	112	Above	01/02/17	35	50	32	1
1	Narrikup	S7	15/03/2016	113	Above	01/02/17	35	48	22	5
1	Monti	S7	15/03/2016	114	Above	01/02/17	35	50	48	2
2	Woogenellup	S7	15/03/2016	115	Above	01/02/17	35	50	17	3
2	Leura	S7	15/03/2016	116	Above	01/02/17	35	50	38	3
2	Narrikup	S7	15/03/2016	117	Above	01/02/17	35	34	26	3
2	Antas 	S7	15/03/2016	118	Above	01/02/17	35	50	16	3
2	Denmark	S7	15/03/2016	119	Above	01/02/17	35	50	41	2
2	Monti	S7	15/03/2016	120	Above	01/02/17	35	50	48	4
3	Leura	S7	15/03/2016	121	Above	01/02/17	35	50	39	2
3	Woogenellup	S7	15/03/2016	122	Above	01/02/17	35	50	41	3
3	Antas 	S7	15/03/2016	123	Above	01/02/17	35	50	31	3
3	Monti	S7	15/03/2016	124	Above	01/02/17	35	50	49	1
3	Narrikup	S7	15/03/2016	125	Above	01/02/17	35	40	26	2
3	Denmark	S7	15/03/2016	126	Above	01/02/17	35	50	44	1
1	Denmark	S7	15/03/2016	109	Below	01/02/17	35	50	40	1
1	Antas 	S7	15/03/2016	110	Below	01/02/17	35	50	5	2
1	Woogenellup	S7	15/03/2016	111	Below	01/02/17	35	41	9	1
1	Leura	S7	15/03/2016	112	Below	01/02/17	35	50	25	1
1	Narrikup	S7	15/03/2016	113	Below	01/02/17	35	47	12	5
1	Monti	S7	15/03/2016	114	Below	01/02/17	35	50	44	4
2	Woogenellup	S7	15/03/2016	115	Below	01/02/17	35	50	25	8
2	Leura	S7	15/03/2016	116	Below	01/02/17	35	50	38	1
2	Narrikup	S7	15/03/2016	117	Below	01/02/17	35	50	38	6
2	Antas 	S7	15/03/2016	118	Below	01/02/17	35	39	24	6
2	Denmark	S7	15/03/2016	119	Below	01/02/17	35	50	41	1
2	Monti	S7	15/03/2016	120	Below	01/02/17	35	50	47	2
3	Leura	S7	15/03/2016	121	Below	01/02/17	35	50	41	3
3	Woogenellup	S7	15/03/2016	122	Below	01/02/17	35	50	29	1
3	Antas 	S7	15/03/2016	123	Below	01/02/17	35	50	28	7
3	Monti	S7	15/03/2016	124	Below	01/02/17	35	50	50	4
3	Narrikup	S7	15/03/2016	125	Below	01/02/17	35	45	33	8
3	Denmark	S7	15/03/2016	126	Below	01/02/17	35	28	24	2
1	Denmark	S6	17/02/2016	91	Above	26/01/17	56	50	33	3
1	Monti	S6	17/02/2016	92	Above	26/01/17	56	50	31	11
1	Woogenellup	S6	17/02/2016	93	Above	26/01/17	56	50	28	12
1	Leura	S6	17/02/2016	94	Above	26/01/17	56	50	25	6
1	Antas 	S6	17/02/2016	95	Above	26/01/17	56	50	18	3
1	Narrikup	S6	17/02/2016	96	Above	26/01/17	56	50	24	14
2	Leura	S6	17/02/2016	97	Above	26/01/17	56	50	18	4
2	Monti	S6	17/02/2016	98	Above	26/01/17	56	50	26	3
2	Woogenellup	S6	17/02/2016	99	Above	26/01/17	56	50	9	2
2	Denmark	S6	17/02/2016	100	Above	26/01/17	56	50	14	2
2	Narrikup	S6	17/02/2016	101	Above	26/01/17	56	50	14	4
2	Antas 	S6	17/02/2016	102	Above	26/01/17	56	50	25	8
3	Woogenellup	S6	17/02/2016	103	Above	26/01/17	56	50	6	0
3	Leura	S6	17/02/2016	104	Above	26/01/17	56	50	9	3
3	Antas 	S6	17/02/2016	105	Above	26/01/17	56	50	13	3
3	Denmark	S6	17/02/2016	106	Above	26/01/17	56	50	27	6
3	Narrikup	S6	17/02/2016	107	Above	26/01/17	56	50	11	6
3	Monti	S6	17/02/2016	108	Above	26/01/17	56	50	33	7
1	Denmark	S6	17/02/2016	91	Below	26/01/17	56	50	27	1
1	Monti	S6	17/02/2016	92	Below	26/01/17	56	50	26	11
1	Woogenellup	S6	17/02/2016	93	Below	26/01/17	56	50	13	1
1	Leura	S6	17/02/2016	94	Below	26/01/17	56	50	9	1
1	Antas 	S6	17/02/2016	95	Below	26/01/17	56	50	6	1
1	Narrikup	S6	17/02/2016	96	Below	26/01/17	56	50	11	3
2	Leura	S6	17/02/2016	97	Below	26/01/17	56	50	16	2
2	Monti	S6	17/02/2016	98	Below	26/01/17	56	50	20	7
2	Woogenellup	S6	17/02/2016	99	Below	26/01/17	56	50	4	3
2	Denmark	S6	17/02/2016	100	Below	26/01/17	56	50	4	4
2	Narrikup	S6	17/02/2016	101	Below	26/01/17	56	50	1	1
2	Antas 	S6	17/02/2016	102	Below	26/01/17	56	50	12	4
3	Woogenellup	S6	17/02/2016	103	Below	26/01/17	56	50	11	0
3	Leura	S6	17/02/2016	104	Below	26/01/17	56	50	0	0
3	Antas 	S6	17/02/2016	105	Below	26/01/17	56	50	0	0
3	Denmark	S6	17/02/2016	106	Below	26/01/17	56	50	0	0
3	Narrikup	S6	17/02/2016	107	Below	26/01/17	56	50	10	2
3	Monti	S6	17/02/2016	108	Below	26/01/17	56	50	24	6
1	Denmark	S7	15/03/2016	109	Above	01/02/17	56	50	44	9
1	Antas 	S7	15/03/2016	110	Above	01/02/17	56	50	11	6
1	Woogenellup	S7	15/03/2016	111	Above	01/02/17	56	50	18	8
1	Leura	S7	15/03/2016	112	Above	01/02/17	56	50	31	9
1	Narrikup	S7	15/03/2016	113	Above	01/02/17	56	48	17	11
1	Monti	S7	15/03/2016	114	Above	01/02/17	56	50	46	14
2	Woogenellup	S7	15/03/2016	115	Above	01/02/17	56	50	14	6
2	Leura	S7	15/03/2016	116	Above	01/02/17	56	50	35	6
2	Narrikup	S7	15/03/2016	117	Above	01/02/17	56	34	23	6
2	Antas 	S7	15/03/2016	118	Above	01/02/17	56	50	13	6
2	Denmark	S7	15/03/2016	119	Above	01/02/17	56	50	39	5
2	Monti	S7	15/03/2016	120	Above	01/02/17	56	50	44	12
3	Leura	S7	15/03/2016	121	Above	01/02/17	56	50	37	3
3	Woogenellup	S7	15/03/2016	122	Above	01/02/17	56	50	38	4
3	Antas 	S7	15/03/2016	123	Above	01/02/17	56	50	28	7
3	Monti	S7	15/03/2016	124	Above	01/02/17	56	50	48	7
3	Narrikup	S7	15/03/2016	125	Above	01/02/17	56	40	24	6
3	Denmark	S7	15/03/2016	126	Above	01/02/17	56	50	43	1
1	Denmark	S7	15/03/2016	109	Below	01/02/17	56	50	39	4
1	Antas 	S7	15/03/2016	110	Below	01/02/17	56	50	3	0
1	Woogenellup	S7	15/03/2016	111	Below	01/02/17	56	41	8	3
1	Leura	S7	15/03/2016	112	Below	01/02/17	56	50	24	6
1	Narrikup	S7	15/03/2016	113	Below	01/02/17	56	47	7	4
1	Monti	S7	15/03/2016	114	Below	01/02/17	56	50	40	4
2	Woogenellup	S7	15/03/2016	115	Below	01/02/17	56	50	17	10
2	Leura	S7	15/03/2016	116	Below	01/02/17	56	50	37	8
2	Narrikup	S7	15/03/2016	117	Below	01/02/17	56	50	32	20
2	Antas 	S7	15/03/2016	118	Below	01/02/17	56	39	18	3
2	Denmark	S7	15/03/2016	119	Below	01/02/17	56	50	40	4
2	Monti	S7	15/03/2016	120	Below	01/02/17	56	50	45	15
3	Leura	S7	15/03/2016	121	Below	01/02/17	56	50	38	4
3	Woogenellup	S7	15/03/2016	122	Below	01/02/17	56	50	28	9
3	Antas 	S7	15/03/2016	123	Below	01/02/17	56	50	21	8
3	Monti	S7	15/03/2016	124	Below	01/02/17	56	50	46	13
3	Narrikup	S7	15/03/2016	125	Below	01/02/17	56	45	25	6
3	Denmark	S7	15/03/2016	126	Below	01/02/17	56	28	22	0
1	Denmark	S6	17/02/2016	91	Above	26/01/17	77	50	30	1
1	Monti	S6	17/02/2016	92	Above	26/01/17	77	50	20	3
1	Woogenellup	S6	17/02/2016	93	Above	26/01/17	77	50	16	3
1	Leura	S6	17/02/2016	94	Above	26/01/17	77	50	19	1
1	Antas 	S6	17/02/2016	95	Above	26/01/17	77	50	15	2
1	Narrikup	S6	17/02/2016	96	Above	26/01/17	77	50	10	4
2	Leura	S6	17/02/2016	97	Above	26/01/17	77	50	14	1
2	Monti	S6	17/02/2016	98	Above	26/01/17	77	50	23	3
2	Woogenellup	S6	17/02/2016	99	Above	26/01/17	77	50	7	1
2	Denmark	S6	17/02/2016	100	Above	26/01/17	77	50	12	1
2	Narrikup	S6	17/02/2016	101	Above	26/01/17	77	50	10	1
2	Antas 	S6	17/02/2016	102	Above	26/01/17	77	50	17	3
3	Woogenellup	S6	17/02/2016	103	Above	26/01/17	77	50	6	1
3	Leura	S6	17/02/2016	104	Above	26/01/17	77	50	6	1
3	Antas 	S6	17/02/2016	105	Above	26/01/17	77	50	10	2
3	Denmark	S6	17/02/2016	106	Above	26/01/17	77	50	21	1
3	Narrikup	S6	17/02/2016	107	Above	26/01/17	77	50	5	1
3	Monti	S6	17/02/2016	108	Above	26/01/17	77	50	26	4
1	Denmark	S6	17/02/2016	91	Below	26/01/17	77	50	26	2
1	Monti	S6	17/02/2016	92	Below	26/01/17	77	50	15	2
1	Woogenellup	S6	17/02/2016	93	Below	26/01/17	77	50	12	1
1	Leura	S6	17/02/2016	94	Below	26/01/17	77	50	8	0
1	Antas 	S6	17/02/2016	95	Below	26/01/17	77	50	5	0
1	Narrikup	S6	17/02/2016	96	Below	26/01/17	77	50	8	1
2	Leura	S6	17/02/2016	97	Below	26/01/17	77	50	14	1
2	Monti	S6	17/02/2016	98	Below	26/01/17	77	50	13	2
2	Woogenellup	S6	17/02/2016	99	Below	26/01/17	77	50	1	1
2	Denmark	S6	17/02/2016	100	Below	26/01/17	77	50	0	0
2	Narrikup	S6	17/02/2016	101	Below	26/01/17	77	50	0	0
2	Antas 	S6	17/02/2016	102	Below	26/01/17	77	50	8	1
3	Woogenellup	S6	17/02/2016	103	Below	26/01/17	77	50	11	0
3	Leura	S6	17/02/2016	104	Below	26/01/17	77	50	0	0
3	Antas 	S6	17/02/2016	105	Below	26/01/17	77	50	0	0
3	Denmark	S6	17/02/2016	106	Below	26/01/17	77	50	0	0
3	Narrikup	S6	17/02/2016	107	Below	26/01/17	77	50	8	1
3	Monti	S6	17/02/2016	108	Below	26/01/17	77	50	18	1
1	Denmark	S7	15/03/2016	109	Above	01/02/17	77	50	35	4
1	Antas 	S7	15/03/2016	110	Above	01/02/17	77	50	5	2
1	Woogenellup	S7	15/03/2016	111	Above	01/02/17	77	50	10	1
1	Leura	S7	15/03/2016	112	Above	01/02/17	77	50	22	2
1	Narrikup	S7	15/03/2016	113	Above	01/02/17	77	48	6	1
1	Monti	S7	15/03/2016	114	Above	01/02/17	77	50	32	5
2	Woogenellup	S7	15/03/2016	115	Above	01/02/17	77	50	8	1
2	Leura	S7	15/03/2016	116	Above	01/02/17	77	50	29	3
2	Narrikup	S7	15/03/2016	117	Above	01/02/17	77	34	17	1
2	Antas 	S7	15/03/2016	118	Above	01/02/17	77	50	7	3
