"Cultivar" "SowTreat" "Variable" "DateMeasure" "SowingD" "avP" "avTT"
"1368" "Narrikup" "S3" "Open" 2015-12-27 2015-09-15 66.6666666666667 NA
"1369" "Narrikup" "S3" "Open" 2015-12-31 2015-09-15 66.6666666666667 NA
"1370" "Narrikup" "S3" "Petal" 2015-11-12 2015-09-15 0 NA
"1371" "Narrikup" "S3" "Petal" 2015-11-16 2015-09-15 0 NA
"1372" "Narrikup" "S3" "Petal" 2015-11-20 2015-09-15 0 NA
"1373" "Narrikup" "S3" "Petal" 2015-11-27 2015-09-15 0 NA
"1374" "Narrikup" "S3" "Petal" 2015-12-02 2015-09-15 20 NA
"1375" "Narrikup" "S3" "Petal" 2015-12-07 2015-09-15 60 NA
"1376" "Narrikup" "S3" "Petal" 2015-12-10 2015-09-15 80 NA
"1377" "Narrikup" "S3" "Petal" 2015-12-14 2015-09-15 93.3333333333333 NA
"1378" "Narrikup" "S3" "Petal" 2015-12-18 2015-09-15 80 NA
"1379" "Narrikup" "S3" "Petal" 2015-12-21 2015-09-15 93.3333333333333 NA
"1380" "Narrikup" "S3" "Petal" 2015-12-24 2015-09-15 86.6666666666667 NA
"1381" "Narrikup" "S3" "Petal" 2015-12-27 2015-09-15 100 NA
"1382" "Narrikup" "S3" "Petal" 2015-12-31 2015-09-15 93.3333333333333 NA
"1383" "Narrikup" "S4" "Bud" 2015-12-24 2015-11-05 0 NA
"1384" "Narrikup" "S4" "Bud" 2015-12-27 2015-11-05 0 NA
"1385" "Narrikup" "S4" "Bud" 2015-12-31 2015-11-05 6.66666666666667 NA
"1386" "Narrikup" "S4" "Bur1" 2015-12-24 2015-11-05 0 NA
"1387" "Narrikup" "S4" "Bur1" 2015-12-27 2015-11-05 0 NA
"1388" "Narrikup" "S4" "Bur1" 2015-12-31 2015-11-05 0 NA
"1389" "Narrikup" "S4" "Bur2" 2015-12-24 2015-11-05 0 NA
"1390" "Narrikup" "S4" "Bur2" 2015-12-27 2015-11-05 0 NA
"1391" "Narrikup" "S4" "Bur2" 2015-12-31 2015-11-05 0 NA
"1392" "Narrikup" "S4" "Bur3" 2015-12-24 2015-11-05 0 NA
"1393" "Narrikup" "S4" "Bur3" 2015-12-27 2015-11-05 0 NA
"1394" "Narrikup" "S4" "Bur3" 2015-12-31 2015-11-05 0 NA
"1395" "Narrikup" "S4" "Bur4" 2015-12-24 2015-11-05 0 NA
"1396" "Narrikup" "S4" "Bur4" 2015-12-27 2015-11-05 0 NA
"1397" "Narrikup" "S4" "Bur4" 2015-12-31 2015-11-05 0 NA
"1398" "Narrikup" "S4" "Early" 2015-12-24 2015-11-05 0 NA
"1399" "Narrikup" "S4" "Early" 2015-12-27 2015-11-05 0 NA
"1400" "Narrikup" "S4" "Early" 2015-12-31 2015-11-05 0 NA
"1401" "Narrikup" "S4" "Open" 2015-12-24 2015-11-05 0 NA
"1402" "Narrikup" "S4" "Open" 2015-12-27 2015-11-05 0 NA
"1403" "Narrikup" "S4" "Open" 2015-12-31 2015-11-05 0 NA
"1404" "Narrikup" "S4" "Petal" 2015-12-24 2015-11-05 0 NA
"1405" "Narrikup" "S4" "Petal" 2015-12-27 2015-11-05 0 NA
"1406" "Narrikup" "S4" "Petal" 2015-12-31 2015-11-05 0 NA
"1407" "Woogenellup" "S1" "Bud" 2015-10-12 2015-06-24 0 NA
"1408" "Woogenellup" "S1" "Bud" 2015-10-16 2015-06-24 0 NA
"1409" "Woogenellup" "S1" "Bud" 2015-10-19 2015-06-24 0 NA
"1410" "Woogenellup" "S1" "Bud" 2015-10-27 2015-06-24 33.3333333333333 NA
"1411" "Woogenellup" "S1" "Bud" 2015-11-02 2015-06-24 80 NA
"1412" "Woogenellup" "S1" "Bud" 2015-11-04 2015-06-24 53.3333333333333 NA
"1413" "Woogenellup" "S1" "Bud" 2015-11-09 2015-06-24 53.3333333333333 NA
"1414" "Woogenellup" "S1" "Bud" 2015-11-13 2015-06-24 80 NA
"1415" "Woogenellup" "S1" "Bud" 2015-11-18 2015-06-24 66.6666666666667 NA
"1416" "Woogenellup" "S1" "Bud" 2015-11-23 2015-06-24 33.3333333333333 NA
"1417" "Woogenellup" "S1" "Bud" 2015-11-27 2015-06-24 53.3333333333333 NA
"1418" "Woogenellup" "S1" "Bud" 2015-12-07 2015-06-24 53.3333333333333 NA
"1419" "Woogenellup" "S1" "Bud" 2015-12-10 2015-06-24 46.6666666666667 NA
"1420" "Woogenellup" "S1" "Bud" 2015-12-18 2015-06-24 13.3333333333333 NA
"1421" "Woogenellup" "S1" "Bud" 2015-12-29 2015-06-24 0 NA
"1422" "Woogenellup" "S1" "Bur1" 2015-11-09 2015-06-24 33.3333333333333 NA
"1423" "Woogenellup" "S1" "Bur1" 2015-11-13 2015-06-24 60 NA
"1424" "Woogenellup" "S1" "Bur1" 2015-11-18 2015-06-24 80 NA
"1425" "Woogenellup" "S1" "Bur1" 2015-11-23 2015-06-24 40 NA
"1426" "Woogenellup" "S1" "Bur1" 2015-11-27 2015-06-24 93.3333333333333 NA
"1427" "Woogenellup" "S1" "Bur1" 2015-12-07 2015-06-24 93.3333333333333 NA
"1428" "Woogenellup" "S1" "Bur1" 2015-12-10 2015-06-24 100 NA
"1429" "Woogenellup" "S1" "Bur1" 2015-12-18 2015-06-24 100 NA
"1430" "Woogenellup" "S1" "Bur1" 2015-12-29 2015-06-24 20 NA
"1431" "Woogenellup" "S1" "Bur2" 2015-11-09 2015-06-24 0 NA
"1432" "Woogenellup" "S1" "Bur2" 2015-11-13 2015-06-24 0 NA
"1433" "Woogenellup" "S1" "Bur2" 2015-11-18 2015-06-24 66.6666666666667 NA
"1434" "Woogenellup" "S1" "Bur2" 2015-11-23 2015-06-24 73.3333333333333 NA
"1435" "Woogenellup" "S1" "Bur2" 2015-11-27 2015-06-24 60 NA
"1436" "Woogenellup" "S1" "Bur2" 2015-12-07 2015-06-24 100 NA
"1437" "Woogenellup" "S1" "Bur2" 2015-12-10 2015-06-24 93.3333333333333 NA
"1438" "Woogenellup" "S1" "Bur2" 2015-12-18 2015-06-24 93.3333333333333 NA
"1439" "Woogenellup" "S1" "Bur2" 2015-12-29 2015-06-24 53.3333333333333 NA
"1440" "Woogenellup" "S1" "Bur3" 2015-11-18 2015-06-24 20 NA
"1441" "Woogenellup" "S1" "Bur3" 2015-11-27 2015-06-24 0 NA
"1442" "Woogenellup" "S1" "Bur3" 2015-12-07 2015-06-24 40 NA
"1443" "Woogenellup" "S1" "Bur3" 2015-12-10 2015-06-24 26.6666666666667 NA
"1444" "Woogenellup" "S1" "Bur3" 2015-12-18 2015-06-24 40 NA
"1445" "Woogenellup" "S1" "Bur3" 2015-12-29 2015-06-24 93.3333333333333 NA
"1446" "Woogenellup" "S1" "Bur4" 2015-12-10 2015-06-24 0 NA
"1447" "Woogenellup" "S1" "Bur4" 2015-12-18 2015-06-24 0 NA
"1448" "Woogenellup" "S1" "Bur4" 2015-12-29 2015-06-24 60 NA
"1449" "Woogenellup" "S1" "Early" 2015-10-27 2015-06-24 60 NA
"1450" "Woogenellup" "S1" "Early" 2015-11-02 2015-06-24 40 NA
"1451" "Woogenellup" "S1" "Early" 2015-11-04 2015-06-24 86.6666666666667 NA
"1452" "Woogenellup" "S1" "Early" 2015-11-09 2015-06-24 26.6666666666667 NA
"1453" "Woogenellup" "S1" "Early" 2015-11-13 2015-06-24 26.6666666666667 NA
"1454" "Woogenellup" "S1" "Early" 2015-11-18 2015-06-24 20 NA
"1455" "Woogenellup" "S1" "Early" 2015-11-23 2015-06-24 53.3333333333333 NA
"1456" "Woogenellup" "S1" "Early" 2015-11-27 2015-06-24 13.3333333333333 NA
"1457" "Woogenellup" "S1" "Early" 2015-12-07 2015-06-24 6.66666666666667 NA
"1458" "Woogenellup" "S1" "Early" 2015-12-10 2015-06-24 20 NA
"1459" "Woogenellup" "S1" "Early" 2015-12-18 2015-06-24 0 NA
"1460" "Woogenellup" "S1" "Early" 2015-12-29 2015-06-24 0 NA
"1461" "Woogenellup" "S1" "Open" 2015-11-02 2015-06-24 80 NA
"1462" "Woogenellup" "S1" "Open" 2015-11-04 2015-06-24 40 NA
"1463" "Woogenellup" "S1" "Open" 2015-11-09 2015-06-24 93.3333333333333 NA
"1464" "Woogenellup" "S1" "Open" 2015-11-13 2015-06-24 66.6666666666667 NA
"1465" "Woogenellup" "S1" "Open" 2015-11-18 2015-06-24 66.6666666666667 NA
"1466" "Woogenellup" "S1" "Open" 2015-11-23 2015-06-24 13.3333333333333 NA
"1467" "Woogenellup" "S1" "Open" 2015-11-27 2015-06-24 33.3333333333333 NA
"1468" "Woogenellup" "S1" "Open" 2015-12-07 2015-06-24 0 NA
"1469" "Woogenellup" "S1" "Open" 2015-12-10 2015-06-24 33.3333333333333 NA
"1470" "Woogenellup" "S1" "Open" 2015-12-18 2015-06-24 0 NA
"1471" "Woogenellup" "S1" "Open" 2015-12-29 2015-06-24 26.6666666666667 NA
"1472" "Woogenellup" "S1" "Petal" 2015-11-09 2015-06-24 93.3333333333333 NA
"1473" "Woogenellup" "S1" "Petal" 2015-11-13 2015-06-24 93.3333333333333 NA
"1474" "Woogenellup" "S1" "Petal" 2015-11-18 2015-06-24 86.6666666666667 NA
"1475" "Woogenellup" "S1" "Petal" 2015-11-23 2015-06-24 60 NA
"1476" "Woogenellup" "S1" "Petal" 2015-11-27 2015-06-24 93.3333333333333 NA
"1477" "Woogenellup" "S1" "Petal" 2015-12-07 2015-06-24 93.3333333333333 NA
"1478" "Woogenellup" "S1" "Petal" 2015-12-10 2015-06-24 100 NA
"1479" "Woogenellup" "S1" "Petal" 2015-12-18 2015-06-24 33.3333333333333 NA
"1480" "Woogenellup" "S1" "Petal" 2015-12-29 2015-06-24 26.6666666666667 NA
"1481" "Woogenellup" "S2" "Bud" 2015-10-24 2015-07-28 0 NA
"1482" "Woogenellup" "S2" "Bud" 2015-10-28 2015-07-28 0 NA
"1483" "Woogenellup" "S2" "Bud" 2015-11-02 2015-07-28 0 NA
"1484" "Woogenellup" "S2" "Bud" 2015-11-04 2015-07-28 0 NA
"1485" "Woogenellup" "S2" "Bud" 2015-11-09 2015-07-28 73.3333333333333 NA
"1486" "Woogenellup" "S2" "Bud" 2015-11-14 2015-07-28 80 NA
"1487" "Woogenellup" "S2" "Bud" 2015-11-19 2015-07-28 60 NA
"1488" "Woogenellup" "S2" "Bud" 2015-11-24 2015-07-28 50 NA
"1489" "Woogenellup" "S2" "Bud" 2015-11-27 2015-07-28 80 NA
"1490" "Woogenellup" "S2" "Bud" 2015-12-02 2015-07-28 33.3333333333333 NA
"1491" "Woogenellup" "S2" "Bud" 2015-12-07 2015-07-28 86.6666666666667 NA
"1492" "Woogenellup" "S2" "Bud" 2015-12-10 2015-07-28 40 NA
"1493" "Woogenellup" "S2" "Bud" 2015-12-14 2015-07-28 13.3333333333333 NA
"1494" "Woogenellup" "S2" "Bud" 2015-12-18 2015-07-28 13.3333333333333 NA
"1495" "Woogenellup" "S2" "Bud" 2015-12-22 2015-07-28 0 NA
"1496" "Woogenellup" "S2" "Bud" 2015-12-29 2015-07-28 0 NA
"1497" "Woogenellup" "S2" "Bur1" 2015-11-09 2015-07-28 0 NA
"1498" "Woogenellup" "S2" "Bur1" 2015-11-14 2015-07-28 0 NA
"1499" "Woogenellup" "S2" "Bur1" 2015-11-19 2015-07-28 13.3333333333333 NA
"1500" "Woogenellup" "S2" "Bur1" 2015-11-24 2015-07-28 23.3333333333333 NA
"1501" "Woogenellup" "S2" "Bur1" 2015-11-27 2015-07-28 86.6666666666667 NA
"1502" "Woogenellup" "S2" "Bur1" 2015-12-02 2015-07-28 93.3333333333333 NA
"1503" "Woogenellup" "S2" "Bur1" 2015-12-07 2015-07-28 93.3333333333333 NA
"1504" "Woogenellup" "S2" "Bur1" 2015-12-10 2015-07-28 93.3333333333333 NA
"1505" "Woogenellup" "S2" "Bur1" 2015-12-14 2015-07-28 100 NA
"1506" "Woogenellup" "S2" "Bur1" 2015-12-18 2015-07-28 100 NA
"1507" "Woogenellup" "S2" "Bur1" 2015-12-22 2015-07-28 100 NA
"1508" "Woogenellup" "S2" "Bur1" 2015-12-29 2015-07-28 53.3333333333333 NA
"1509" "Woogenellup" "S2" "Bur2" 2015-11-09 2015-07-28 0 NA
"1510" "Woogenellup" "S2" "Bur2" 2015-11-14 2015-07-28 0 NA
"1511" "Woogenellup" "S2" "Bur2" 2015-11-19 2015-07-28 0 NA
"1512" "Woogenellup" "S2" "Bur2" 2015-11-24 2015-07-28 3.33333333333333 NA
"1513" "Woogenellup" "S2" "Bur2" 2015-11-27 2015-07-28 0 NA
"1514" "Woogenellup" "S2" "Bur2" 2015-12-02 2015-07-28 6.66666666666667 NA
"1515" "Woogenellup" "S2" "Bur2" 2015-12-07 2015-07-28 13.3333333333333 NA
"1516" "Woogenellup" "S2" "Bur2" 2015-12-10 2015-07-28 53.3333333333333 NA
"1517" "Woogenellup" "S2" "Bur2" 2015-12-14 2015-07-28 80 NA
"1518" "Woogenellup" "S2" "Bur2" 2015-12-18 2015-07-28 86.6666666666667 NA
"1519" "Woogenellup" "S2" "Bur2" 2015-12-22 2015-07-28 100 NA
"1520" "Woogenellup" "S2" "Bur2" 2015-12-29 2015-07-28 80 NA
"1521" "Woogenellup" "S2" "Bur3" 2015-12-10 2015-07-28 0 NA
"1522" "Woogenellup" "S2" "Bur3" 2015-12-14 2015-07-28 6.66666666666667 NA
"1523" "Woogenellup" "S2" "Bur3" 2015-12-18 2015-07-28 0 NA
"1524" "Woogenellup" "S2" "Bur3" 2015-12-22 2015-07-28 20 NA
"1525" "Woogenellup" "S2" "Bur3" 2015-12-29 2015-07-28 60 NA
"1526" "Woogenellup" "S2" "Bur4" 2015-12-10 2015-07-28 0 NA
"1527" "Woogenellup" "S2" "Bur4" 2015-12-14 2015-07-28 0 NA
"1528" "Woogenellup" "S2" "Bur4" 2015-12-18 2015-07-28 0 NA
"1529" "Woogenellup" "S2" "Bur4" 2015-12-22 2015-07-28 0 NA
"1530" "Woogenellup" "S2" "Bur4" 2015-12-29 2015-07-28 13.3333333333333 NA
"1531" "Woogenellup" "S2" "Early" 2015-11-02 2015-07-28 0 NA
"1532" "Woogenellup" "S2" "Early" 2015-11-04 2015-07-28 0 NA
"1533" "Woogenellup" "S2" "Early" 2015-11-09 2015-07-28 60 NA
"1534" "Woogenellup" "S2" "Early" 2015-11-14 2015-07-28 33.3333333333333 NA
"1535" "Woogenellup" "S2" "Early" 2015-11-19 2015-07-28 33.3333333333333 NA
"1536" "Woogenellup" "S2" "Early" 2015-11-24 2015-07-28 26.6666666666667 NA
"1537" "Woogenellup" "S2" "Early" 2015-11-27 2015-07-28 26.6666666666667 NA
"1538" "Woogenellup" "S2" "Early" 2015-12-02 2015-07-28 13.3333333333333 NA
"1539" "Woogenellup" "S2" "Early" 2015-12-07 2015-07-28 6.66666666666667 NA
"1540" "Woogenellup" "S2" "Early" 2015-12-10 2015-07-28 20 NA
"1541" "Woogenellup" "S2" "Early" 2015-12-14 2015-07-28 0 NA
"1542" "Woogenellup" "S2" "Early" 2015-12-18 2015-07-28 13.3333333333333 NA
"1543" "Woogenellup" "S2" "Early" 2015-12-22 2015-07-28 6.66666666666667 NA
"1544" "Woogenellup" "S2" "Early" 2015-12-29 2015-07-28 6.66666666666667 NA
"1545" "Woogenellup" "S2" "Open" 2015-11-09 2015-07-28 13.3333333333333 NA
"1546" "Woogenellup" "S2" "Open" 2015-11-14 2015-07-28 73.3333333333333 NA
"1547" "Woogenellup" "S2" "Open" 2015-11-19 2015-07-28 53.3333333333333 NA
"1548" "Woogenellup" "S2" "Open" 2015-11-24 2015-07-28 26.6666666666667 NA
"1549" "Woogenellup" "S2" "Open" 2015-11-27 2015-07-28 26.6666666666667 NA
"1550" "Woogenellup" "S2" "Open" 2015-12-02 2015-07-28 33.3333333333333 NA
"1551" "Woogenellup" "S2" "Open" 2015-12-07 2015-07-28 26.6666666666667 NA
"1552" "Woogenellup" "S2" "Open" 2015-12-10 2015-07-28 26.6666666666667 NA
"1553" "Woogenellup" "S2" "Open" 2015-12-14 2015-07-28 6.66666666666667 NA
"1554" "Woogenellup" "S2" "Open" 2015-12-18 2015-07-28 6.66666666666667 NA
"1555" "Woogenellup" "S2" "Open" 2015-12-22 2015-07-28 0 NA
"1556" "Woogenellup" "S2" "Open" 2015-12-29 2015-07-28 13.3333333333333 NA
"1557" "Woogenellup" "S2" "Petal" 2015-11-09 2015-07-28 0 NA
"1558" "Woogenellup" "S2" "Petal" 2015-11-14 2015-07-28 33.3333333333333 NA
"1559" "Woogenellup" "S2" "Petal" 2015-11-19 2015-07-28 46.6666666666667 NA
"1560" "Woogenellup" "S2" "Petal" 2015-11-24 2015-07-28 30 NA
"1561" "Woogenellup" "S2" "Petal" 2015-11-27 2015-07-28 86.6666666666667 NA
"1562" "Woogenellup" "S2" "Petal" 2015-12-02 2015-07-28 100 NA
"1563" "Woogenellup" "S2" "Petal" 2015-12-07 2015-07-28 93.3333333333333 NA
"1564" "Woogenellup" "S2" "Petal" 2015-12-10 2015-07-28 100 NA
"1565" "Woogenellup" "S2" "Petal" 2015-12-14 2015-07-28 80 NA
"1566" "Woogenellup" "S2" "Petal" 2015-12-18 2015-07-28 66.6666666666667 NA
"1567" "Woogenellup" "S2" "Petal" 2015-12-22 2015-07-28 53.3333333333333 NA
"1568" "Woogenellup" "S2" "Petal" 2015-12-29 2015-07-28 40 NA
"1569" "Woogenellup" "S3" "Bud" 2015-11-12 2015-09-15 0 NA
"1570" "Woogenellup" "S3" "Bud" 2015-11-16 2015-09-15 0 NA
"1571" "Woogenellup" "S3" "Bud" 2015-11-20 2015-09-15 0 NA
"1572" "Woogenellup" "S3" "Bud" 2015-11-27 2015-09-15 0 NA
"1573" "Woogenellup" "S3" "Bud" 2015-12-02 2015-09-15 73.3333333333333 NA
"1574" "Woogenellup" "S3" "Bud" 2015-12-07 2015-09-15 53.3333333333333 NA
"1575" "Woogenellup" "S3" "Bud" 2015-12-10 2015-09-15 20 NA
"1576" "Woogenellup" "S3" "Bud" 2015-12-14 2015-09-15 80 NA
"1577" "Woogenellup" "S3" "Bud" 2015-12-18 2015-09-15 66.6666666666667 NA
"1578" "Woogenellup" "S3" "Bud" 2015-12-21 2015-09-15 73.3333333333333 NA
"1579" "Woogenellup" "S3" "Bud" 2015-12-24 2015-09-15 53.3333333333333 NA
"1580" "Woogenellup" "S3" "Bud" 2015-12-27 2015-09-15 53.3333333333333 NA
"1581" "Woogenellup" "S3" "Bud" 2015-12-31 2015-09-15 86.6666666666667 NA
"1582" "Woogenellup" "S3" "Bur1" 2015-11-12 2015-09-15 0 NA
"1583" "Woogenellup" "S3" "Bur1" 2015-11-16 2015-09-15 0 NA
"1584" "Woogenellup" "S3" "Bur1" 2015-11-20 2015-09-15 0 NA
"1585" "Woogenellup" "S3" "Bur1" 2015-11-27 2015-09-15 0 NA
"1586" "Woogenellup" "S3" "Bur1" 2015-12-02 2015-09-15 0 NA
"1587" "Woogenellup" "S3" "Bur1" 2015-12-07 2015-09-15 0 NA
"1588" "Woogenellup" "S3" "Bur1" 2015-12-10 2015-09-15 0 NA
"1589" "Woogenellup" "S3" "Bur1" 2015-12-14 2015-09-15 0 NA
"1590" "Woogenellup" "S3" "Bur1" 2015-12-18 2015-09-15 0 NA
"1591" "Woogenellup" "S3" "Bur1" 2015-12-21 2015-09-15 13.3333333333333 NA
"1592" "Woogenellup" "S3" "Bur1" 2015-12-24 2015-09-15 33.3333333333333 NA
"1593" "Woogenellup" "S3" "Bur1" 2015-12-27 2015-09-15 40 NA
"1594" "Woogenellup" "S3" "Bur1" 2015-12-31 2015-09-15 46.6666666666667 NA
"1595" "Woogenellup" "S3" "Bur2" 2015-11-12 2015-09-15 0 NA
"1596" "Woogenellup" "S3" "Bur2" 2015-11-16 2015-09-15 0 NA
"1597" "Woogenellup" "S3" "Bur2" 2015-11-20 2015-09-15 0 NA
"1598" "Woogenellup" "S3" "Bur2" 2015-11-27 2015-09-15 0 NA
"1599" "Woogenellup" "S3" "Bur2" 2015-12-02 2015-09-15 0 NA
"1600" "Woogenellup" "S3" "Bur2" 2015-12-07 2015-09-15 0 NA
"1601" "Woogenellup" "S3" "Bur2" 2015-12-10 2015-09-15 0 NA
"1602" "Woogenellup" "S3" "Bur2" 2015-12-14 2015-09-15 0 NA
"1603" "Woogenellup" "S3" "Bur2" 2015-12-18 2015-09-15 0 NA
"1604" "Woogenellup" "S3" "Bur2" 2015-12-21 2015-09-15 0 NA
"1605" "Woogenellup" "S3" "Bur2" 2015-12-24 2015-09-15 6.66666666666667 NA
"1606" "Woogenellup" "S3" "Bur2" 2015-12-27 2015-09-15 0 NA
"1607" "Woogenellup" "S3" "Bur2" 2015-12-31 2015-09-15 6.66666666666667 NA
"1608" "Woogenellup" "S3" "Bur3" 2015-11-27 2015-09-15 0 NA
"1609" "Woogenellup" "S3" "Bur3" 2015-12-02 2015-09-15 0 NA
"1610" "Woogenellup" "S3" "Bur3" 2015-12-07 2015-09-15 0 NA
"1611" "Woogenellup" "S3" "Bur3" 2015-12-10 2015-09-15 0 NA
"1612" "Woogenellup" "S3" "Bur3" 2015-12-14 2015-09-15 0 NA
"1613" "Woogenellup" "S3" "Bur3" 2015-12-18 2015-09-15 0 NA
"1614" "Woogenellup" "S3" "Bur3" 2015-12-21 2015-09-15 0 NA
"1615" "Woogenellup" "S3" "Bur3" 2015-12-24 2015-09-15 0 NA
"1616" "Woogenellup" "S3" "Bur3" 2015-12-27 2015-09-15 0 NA
"1617" "Woogenellup" "S3" "Bur3" 2015-12-31 2015-09-15 0 NA
"1618" "Woogenellup" "S3" "Bur4" 2015-12-10 2015-09-15 0 NA
"1619" "Woogenellup" "S3" "Bur4" 2015-12-14 2015-09-15 0 NA
"1620" "Woogenellup" "S3" "Bur4" 2015-12-18 2015-09-15 0 NA
"1621" "Woogenellup" "S3" "Bur4" 2015-12-21 2015-09-15 0 NA
"1622" "Woogenellup" "S3" "Bur4" 2015-12-24 2015-09-15 0 NA
"1623" "Woogenellup" "S3" "Bur4" 2015-12-27 2015-09-15 0 NA
"1624" "Woogenellup" "S3" "Bur4" 2015-12-31 2015-09-15 0 NA
"1625" "Woogenellup" "S3" "Early" 2015-11-12 2015-09-15 0 NA
"1626" "Woogenellup" "S3" "Early" 2015-11-16 2015-09-15 0 NA
"1627" "Woogenellup" "S3" "Early" 2015-11-20 2015-09-15 0 NA
"1628" "Woogenellup" "S3" "Early" 2015-11-27 2015-09-15 0 NA
"1629" "Woogenellup" "S3" "Early" 2015-12-02 2015-09-15 0 NA
"1630" "Woogenellup" "S3" "Early" 2015-12-07 2015-09-15 20 NA
"1631" "Woogenellup" "S3" "Early" 2015-12-10 2015-09-15 33.3333333333333 NA
"1632" "Woogenellup" "S3" "Early" 2015-12-14 2015-09-15 13.3333333333333 NA
"1633" "Woogenellup" "S3" "Early" 2015-12-18 2015-09-15 33.3333333333333 NA
"1634" "Woogenellup" "S3" "Early" 2015-12-21 2015-09-15 53.3333333333333 NA
"1635" "Woogenellup" "S3" "Early" 2015-12-24 2015-09-15 60 NA
"1636" "Woogenellup" "S3" "Early" 2015-12-27 2015-09-15 53.3333333333333 NA
"1637" "Woogenellup" "S3" "Early" 2015-12-31 2015-09-15 20 NA
"1638" "Woogenellup" "S3" "Open" 2015-11-12 2015-09-15 0 NA
"1639" "Woogenellup" "S3" "Open" 2015-11-16 2015-09-15 0 NA
"1640" "Woogenellup" "S3" "Open" 2015-11-20 2015-09-15 0 NA
"1641" "Woogenellup" "S3" "Open" 2015-11-27 2015-09-15 0 NA
"1642" "Woogenellup" "S3" "Open" 2015-12-02 2015-09-15 6.66666666666667 NA
"1643" "Woogenellup" "S3" "Open" 2015-12-07 2015-09-15 6.66666666666667 NA
"1644" "Woogenellup" "S3" "Open" 2015-12-10 2015-09-15 13.3333333333333 NA
"1645" "Woogenellup" "S3" "Open" 2015-12-14 2015-09-15 13.3333333333333 NA
"1646" "Woogenellup" "S3" "Open" 2015-12-18 2015-09-15 60 NA
"1647" "Woogenellup" "S3" "Open" 2015-12-21 2015-09-15 53.3333333333333 NA
"1648" "Woogenellup" "S3" "Open" 2015-12-24 2015-09-15 60 NA
"1649" "Woogenellup" "S3" "Open" 2015-12-27 2015-09-15 80 NA
"1650" "Woogenellup" "S3" "Open" 2015-12-31 2015-09-15 73.3333333333333 NA
"1651" "Woogenellup" "S3" "Petal" 2015-11-12 2015-09-15 0 NA
"1652" "Woogenellup" "S3" "Petal" 2015-11-16 2015-09-15 0 NA
"1653" "Woogenellup" "S3" "Petal" 2015-11-20 2015-09-15 0 NA
"1654" "Woogenellup" "S3" "Petal" 2015-11-27 2015-09-15 0 NA
"1655" "Woogenellup" "S3" "Petal" 2015-12-02 2015-09-15 0 NA
"1656" "Woogenellup" "S3" "Petal" 2015-12-07 2015-09-15 0 NA
"1657" "Woogenellup" "S3" "Petal" 2015-12-10 2015-09-15 0 NA
"1658" "Woogenellup" "S3" "Petal" 2015-12-14 2015-09-15 20 NA
"1659" "Woogenellup" "S3" "Petal" 2015-12-18 2015-09-15 26.6666666666667 NA
"1660" "Woogenellup" "S3" "Petal" 2015-12-21 2015-09-15 66.6666666666667 NA
"1661" "Woogenellup" "S3" "Petal" 2015-12-24 2015-09-15 66.6666666666667 NA
"1662" "Woogenellup" "S3" "Petal" 2015-12-27 2015-09-15 86.6666666666667 NA
"1663" "Woogenellup" "S3" "Petal" 2015-12-31 2015-09-15 100 NA
"1664" "Woogenellup" "S4" "Bud" 2015-12-24 2015-11-05 0 NA
"1665" "Woogenellup" "S4" "Bud" 2015-12-27 2015-11-05 0 NA
"1666" "Woogenellup" "S4" "Bud" 2015-12-31 2015-11-05 0 NA
"1667" "Woogenellup" "S4" "Bur1" 2015-12-24 2015-11-05 0 NA
"1668" "Woogenellup" "S4" "Bur1" 2015-12-27 2015-11-05 0 NA
"1669" "Woogenellup" "S4" "Bur1" 2015-12-31 2015-11-05 0 NA
"1670" "Woogenellup" "S4" "Bur2" 2015-12-24 2015-11-05 0 NA
"1671" "Woogenellup" "S4" "Bur2" 2015-12-27 2015-11-05 0 NA
"1672" "Woogenellup" "S4" "Bur2" 2015-12-31 2015-11-05 0 NA
"1673" "Woogenellup" "S4" "Bur3" 2015-12-24 2015-11-05 0 NA
"1674" "Woogenellup" "S4" "Bur3" 2015-12-27 2015-11-05 0 NA
"1675" "Woogenellup" "S4" "Bur3" 2015-12-31 2015-11-05 0 NA
"1676" "Woogenellup" "S4" "Bur4" 2015-12-24 2015-11-05 0 NA
"1677" "Woogenellup" "S4" "Bur4" 2015-12-27 2015-11-05 0 NA
"1678" "Woogenellup" "S4" "Bur4" 2015-12-31 2015-11-05 0 NA
"1679" "Woogenellup" "S4" "Early" 2015-12-24 2015-11-05 0 NA
"1680" "Woogenellup" "S4" "Early" 2015-12-27 2015-11-05 0 NA
"1681" "Woogenellup" "S4" "Early" 2015-12-31 2015-11-05 0 NA
"1682" "Woogenellup" "S4" "Open" 2015-12-24 2015-11-05 0 NA
"1683" "Woogenellup" "S4" "Open" 2015-12-27 2015-11-05 0 NA
"1684" "Woogenellup" "S4" "Open" 2015-12-31 2015-11-05 0 NA
"1685" "Woogenellup" "S4" "Petal" 2015-12-24 2015-11-05 0 NA
"1686" "Woogenellup" "S4" "Petal" 2015-12-27 2015-11-05 0 NA
"1687" "Woogenellup" "S4" "Petal" 2015-12-31 2015-11-05 0 NA
