"Cultivar" "SowTreat" "Variable" "DateMeasure" "SowingD" "avP" "avTT"
"691" "Leura" "S2" "Early" 2015-12-10 2015-07-28 20 NA
"692" "Leura" "S2" "Early" 2015-12-14 2015-07-28 6.66666666666667 NA
"693" "Leura" "S2" "Early" 2015-12-18 2015-07-28 0 NA
"694" "Leura" "S2" "Early" 2015-12-22 2015-07-28 13.3333333333333 NA
"695" "Leura" "S2" "Early" 2015-12-29 2015-07-28 13.3333333333333 NA
"696" "Leura" "S2" "Open" 2015-11-09 2015-07-28 26.6666666666667 NA
"697" "Leura" "S2" "Open" 2015-11-14 2015-07-28 40 NA
"698" "Leura" "S2" "Open" 2015-11-19 2015-07-28 33.3333333333333 NA
"699" "Leura" "S2" "Open" 2015-11-24 2015-07-28 13.3333333333333 NA
"700" "Leura" "S2" "Open" 2015-11-27 2015-07-28 26.6666666666667 NA
"701" "Leura" "S2" "Open" 2015-12-02 2015-07-28 46.6666666666667 NA
"702" "Leura" "S2" "Open" 2015-12-07 2015-07-28 26.6666666666667 NA
"703" "Leura" "S2" "Open" 2015-12-10 2015-07-28 26.6666666666667 NA
"704" "Leura" "S2" "Open" 2015-12-14 2015-07-28 20 NA
"705" "Leura" "S2" "Open" 2015-12-18 2015-07-28 20 NA
"706" "Leura" "S2" "Open" 2015-12-22 2015-07-28 6.66666666666667 NA
"707" "Leura" "S2" "Open" 2015-12-29 2015-07-28 0 NA
"708" "Leura" "S2" "Petal" 2015-11-09 2015-07-28 0 NA
"709" "Leura" "S2" "Petal" 2015-11-14 2015-07-28 13.3333333333333 NA
"710" "Leura" "S2" "Petal" 2015-11-19 2015-07-28 53.3333333333333 NA
"711" "Leura" "S2" "Petal" 2015-11-24 2015-07-28 46.6666666666667 NA
"712" "Leura" "S2" "Petal" 2015-11-27 2015-07-28 73.3333333333333 NA
"713" "Leura" "S2" "Petal" 2015-12-02 2015-07-28 86.6666666666667 NA
"714" "Leura" "S2" "Petal" 2015-12-07 2015-07-28 93.3333333333333 NA
"715" "Leura" "S2" "Petal" 2015-12-10 2015-07-28 93.3333333333333 NA
"716" "Leura" "S2" "Petal" 2015-12-14 2015-07-28 100 NA
"717" "Leura" "S2" "Petal" 2015-12-18 2015-07-28 60 NA
"718" "Leura" "S2" "Petal" 2015-12-22 2015-07-28 66.6666666666667 NA
"719" "Leura" "S2" "Petal" 2015-12-29 2015-07-28 53.3333333333333 NA
"720" "Leura" "S3" "Bud" 2015-11-12 2015-09-15 0 NA
"721" "Leura" "S3" "Bud" 2015-11-16 2015-09-15 0 NA
"722" "Leura" "S3" "Bud" 2015-11-20 2015-09-15 0 NA
"723" "Leura" "S3" "Bud" 2015-11-27 2015-09-15 20 NA
"724" "Leura" "S3" "Bud" 2015-12-02 2015-09-15 40 NA
"725" "Leura" "S3" "Bud" 2015-12-07 2015-09-15 53.3333333333333 NA
"726" "Leura" "S3" "Bud" 2015-12-10 2015-09-15 60 NA
"727" "Leura" "S3" "Bud" 2015-12-14 2015-09-15 73.3333333333333 NA
"728" "Leura" "S3" "Bud" 2015-12-18 2015-09-15 93.3333333333333 NA
"729" "Leura" "S3" "Bud" 2015-12-21 2015-09-15 93.3333333333333 NA
"730" "Leura" "S3" "Bud" 2015-12-24 2015-09-15 20 NA
"731" "Leura" "S3" "Bud" 2015-12-27 2015-09-15 80 NA
"732" "Leura" "S3" "Bud" 2015-12-31 2015-09-15 73.3333333333333 NA
"733" "Leura" "S3" "Bur1" 2015-11-12 2015-09-15 0 NA
"734" "Leura" "S3" "Bur1" 2015-11-16 2015-09-15 0 NA
"735" "Leura" "S3" "Bur1" 2015-11-20 2015-09-15 0 NA
"736" "Leura" "S3" "Bur1" 2015-11-27 2015-09-15 0 NA
"737" "Leura" "S3" "Bur1" 2015-12-02 2015-09-15 0 NA
"738" "Leura" "S3" "Bur1" 2015-12-07 2015-09-15 0 NA
"739" "Leura" "S3" "Bur1" 2015-12-10 2015-09-15 0 NA
"740" "Leura" "S3" "Bur1" 2015-12-14 2015-09-15 20 NA
"741" "Leura" "S3" "Bur1" 2015-12-18 2015-09-15 6.66666666666667 NA
"742" "Leura" "S3" "Bur1" 2015-12-21 2015-09-15 33.3333333333333 NA
"743" "Leura" "S3" "Bur1" 2015-12-24 2015-09-15 33.3333333333333 NA
"744" "Leura" "S3" "Bur1" 2015-12-27 2015-09-15 46.6666666666667 NA
"745" "Leura" "S3" "Bur1" 2015-12-31 2015-09-15 86.6666666666667 NA
"746" "Leura" "S3" "Bur2" 2015-11-12 2015-09-15 0 NA
"747" "Leura" "S3" "Bur2" 2015-11-16 2015-09-15 0 NA
"748" "Leura" "S3" "Bur2" 2015-11-20 2015-09-15 0 NA
"749" "Leura" "S3" "Bur2" 2015-11-27 2015-09-15 0 NA
"750" "Leura" "S3" "Bur2" 2015-12-02 2015-09-15 0 NA
"751" "Leura" "S3" "Bur2" 2015-12-07 2015-09-15 0 NA
"752" "Leura" "S3" "Bur2" 2015-12-10 2015-09-15 0 NA
"753" "Leura" "S3" "Bur2" 2015-12-14 2015-09-15 0 NA
"754" "Leura" "S3" "Bur2" 2015-12-18 2015-09-15 0 NA
"755" "Leura" "S3" "Bur2" 2015-12-21 2015-09-15 0 NA
"756" "Leura" "S3" "Bur2" 2015-12-24 2015-09-15 6.66666666666667 NA
"757" "Leura" "S3" "Bur2" 2015-12-27 2015-09-15 0 NA
"758" "Leura" "S3" "Bur2" 2015-12-31 2015-09-15 13.3333333333333 NA
"759" "Leura" "S3" "Bur3" 2015-11-27 2015-09-15 0 NA
"760" "Leura" "S3" "Bur3" 2015-12-02 2015-09-15 0 NA
"761" "Leura" "S3" "Bur3" 2015-12-07 2015-09-15 0 NA
"762" "Leura" "S3" "Bur3" 2015-12-10 2015-09-15 0 NA
"763" "Leura" "S3" "Bur3" 2015-12-14 2015-09-15 0 NA
"764" "Leura" "S3" "Bur3" 2015-12-18 2015-09-15 0 NA
"765" "Leura" "S3" "Bur3" 2015-12-21 2015-09-15 0 NA
"766" "Leura" "S3" "Bur3" 2015-12-24 2015-09-15 0 NA
"767" "Leura" "S3" "Bur3" 2015-12-27 2015-09-15 0 NA
"768" "Leura" "S3" "Bur3" 2015-12-31 2015-09-15 0 NA
"769" "Leura" "S3" "Bur4" 2015-12-10 2015-09-15 0 NA
"770" "Leura" "S3" "Bur4" 2015-12-14 2015-09-15 0 NA
"771" "Leura" "S3" "Bur4" 2015-12-18 2015-09-15 0 NA
"772" "Leura" "S3" "Bur4" 2015-12-21 2015-09-15 0 NA
"773" "Leura" "S3" "Bur4" 2015-12-24 2015-09-15 0 NA
"774" "Leura" "S3" "Bur4" 2015-12-27 2015-09-15 0 NA
"775" "Leura" "S3" "Bur4" 2015-12-31 2015-09-15 0 NA
"776" "Leura" "S3" "Early" 2015-11-12 2015-09-15 0 NA
"777" "Leura" "S3" "Early" 2015-11-16 2015-09-15 0 NA
"778" "Leura" "S3" "Early" 2015-11-20 2015-09-15 0 NA
"779" "Leura" "S3" "Early" 2015-11-27 2015-09-15 6.66666666666667 NA
"780" "Leura" "S3" "Early" 2015-12-02 2015-09-15 0 NA
"781" "Leura" "S3" "Early" 2015-12-07 2015-09-15 40 NA
"782" "Leura" "S3" "Early" 2015-12-10 2015-09-15 6.66666666666667 NA
"783" "Leura" "S3" "Early" 2015-12-14 2015-09-15 13.3333333333333 NA
"784" "Leura" "S3" "Early" 2015-12-18 2015-09-15 33.3333333333333 NA
"785" "Leura" "S3" "Early" 2015-12-21 2015-09-15 60 NA
"786" "Leura" "S3" "Early" 2015-12-24 2015-09-15 66.6666666666667 NA
"787" "Leura" "S3" "Early" 2015-12-27 2015-09-15 40 NA
"788" "Leura" "S3" "Early" 2015-12-31 2015-09-15 26.6666666666667 NA
"789" "Leura" "S3" "Open" 2015-11-12 2015-09-15 0 NA
"790" "Leura" "S3" "Open" 2015-11-16 2015-09-15 0 NA
"791" "Leura" "S3" "Open" 2015-11-20 2015-09-15 0 NA
"792" "Leura" "S3" "Open" 2015-11-27 2015-09-15 0 NA
"793" "Leura" "S3" "Open" 2015-12-02 2015-09-15 0 NA
"794" "Leura" "S3" "Open" 2015-12-07 2015-09-15 13.3333333333333 NA
"795" "Leura" "S3" "Open" 2015-12-10 2015-09-15 33.3333333333333 NA
"796" "Leura" "S3" "Open" 2015-12-14 2015-09-15 60 NA
"797" "Leura" "S3" "Open" 2015-12-18 2015-09-15 53.3333333333333 NA
"798" "Leura" "S3" "Open" 2015-12-21 2015-09-15 13.3333333333333 NA
"799" "Leura" "S3" "Open" 2015-12-24 2015-09-15 66.6666666666667 NA
"800" "Leura" "S3" "Open" 2015-12-27 2015-09-15 60 NA
"801" "Leura" "S3" "Open" 2015-12-31 2015-09-15 86.6666666666667 NA
"802" "Leura" "S3" "Petal" 2015-11-12 2015-09-15 0 NA
"803" "Leura" "S3" "Petal" 2015-11-16 2015-09-15 0 NA
"804" "Leura" "S3" "Petal" 2015-11-20 2015-09-15 0 NA
"805" "Leura" "S3" "Petal" 2015-11-27 2015-09-15 0 NA
"806" "Leura" "S3" "Petal" 2015-12-02 2015-09-15 0 NA
"807" "Leura" "S3" "Petal" 2015-12-07 2015-09-15 0 NA
"808" "Leura" "S3" "Petal" 2015-12-10 2015-09-15 33.3333333333333 NA
"809" "Leura" "S3" "Petal" 2015-12-14 2015-09-15 40 NA
"810" "Leura" "S3" "Petal" 2015-12-18 2015-09-15 40 NA
"811" "Leura" "S3" "Petal" 2015-12-21 2015-09-15 73.3333333333333 NA
"812" "Leura" "S3" "Petal" 2015-12-24 2015-09-15 73.3333333333333 NA
"813" "Leura" "S3" "Petal" 2015-12-27 2015-09-15 93.3333333333333 NA
"814" "Leura" "S3" "Petal" 2015-12-31 2015-09-15 100 NA
"815" "Leura" "S4" "Bud" 2015-12-24 2015-11-05 0 NA
"816" "Leura" "S4" "Bud" 2015-12-27 2015-11-05 0 NA
"817" "Leura" "S4" "Bud" 2015-12-31 2015-11-05 0 NA
"818" "Leura" "S4" "Bur1" 2015-12-24 2015-11-05 0 NA
"819" "Leura" "S4" "Bur1" 2015-12-27 2015-11-05 0 NA
"820" "Leura" "S4" "Bur1" 2015-12-31 2015-11-05 0 NA
"821" "Leura" "S4" "Bur2" 2015-12-24 2015-11-05 0 NA
"822" "Leura" "S4" "Bur2" 2015-12-27 2015-11-05 0 NA
"823" "Leura" "S4" "Bur2" 2015-12-31 2015-11-05 0 NA
"824" "Leura" "S4" "Bur3" 2015-12-24 2015-11-05 0 NA
"825" "Leura" "S4" "Bur3" 2015-12-27 2015-11-05 0 NA
"826" "Leura" "S4" "Bur3" 2015-12-31 2015-11-05 0 NA
"827" "Leura" "S4" "Bur4" 2015-12-24 2015-11-05 0 NA
"828" "Leura" "S4" "Bur4" 2015-12-27 2015-11-05 0 NA
"829" "Leura" "S4" "Bur4" 2015-12-31 2015-11-05 0 NA
"830" "Leura" "S4" "Early" 2015-12-24 2015-11-05 0 NA
"831" "Leura" "S4" "Early" 2015-12-27 2015-11-05 0 NA
"832" "Leura" "S4" "Early" 2015-12-31 2015-11-05 0 NA
"833" "Leura" "S4" "Open" 2015-12-24 2015-11-05 0 NA
"834" "Leura" "S4" "Open" 2015-12-27 2015-11-05 0 NA
"835" "Leura" "S4" "Open" 2015-12-31 2015-11-05 0 NA
"836" "Leura" "S4" "Petal" 2015-12-24 2015-11-05 0 NA
"837" "Leura" "S4" "Petal" 2015-12-27 2015-11-05 0 NA
"838" "Leura" "S4" "Petal" 2015-12-31 2015-11-05 0 NA
"839" "Monti" "S1" "Bud" 2015-10-12 2015-06-24 0 NA
"840" "Monti" "S1" "Bud" 2015-10-16 2015-06-24 0 NA
"841" "Monti" "S1" "Bud" 2015-10-19 2015-06-24 0 NA
"842" "Monti" "S1" "Bud" 2015-10-27 2015-06-24 66.6666666666667 NA
"843" "Monti" "S1" "Bud" 2015-11-02 2015-06-24 70 NA
"844" "Monti" "S1" "Bud" 2015-11-04 2015-06-24 53.3333333333333 NA
"845" "Monti" "S1" "Bud" 2015-11-09 2015-06-24 53.3333333333333 NA
"846" "Monti" "S1" "Bud" 2015-11-13 2015-06-24 53.3333333333333 NA
"847" "Monti" "S1" "Bud" 2015-11-18 2015-06-24 53.3333333333333 NA
"848" "Monti" "S1" "Bud" 2015-11-23 2015-06-24 50 NA
"849" "Monti" "S1" "Bud" 2015-11-27 2015-06-24 33.3333333333333 NA
"850" "Monti" "S1" "Bud" 2015-12-07 2015-06-24 26.6666666666667 NA
"851" "Monti" "S1" "Bud" 2015-12-10 2015-06-24 13.3333333333333 NA
"852" "Monti" "S1" "Bud" 2015-12-18 2015-06-24 0 NA
"853" "Monti" "S1" "Bud" 2015-12-29 2015-06-24 0 NA
"854" "Monti" "S1" "Bur1" 2015-11-09 2015-06-24 66.6666666666667 NA
"855" "Monti" "S1" "Bur1" 2015-11-13 2015-06-24 86.6666666666667 NA
"856" "Monti" "S1" "Bur1" 2015-11-18 2015-06-24 86.6666666666667 NA
"857" "Monti" "S1" "Bur1" 2015-11-23 2015-06-24 73.3333333333333 NA
"858" "Monti" "S1" "Bur1" 2015-11-27 2015-06-24 100 NA
"859" "Monti" "S1" "Bur1" 2015-12-07 2015-06-24 93.3333333333333 NA
"860" "Monti" "S1" "Bur1" 2015-12-10 2015-06-24 100 NA
"861" "Monti" "S1" "Bur1" 2015-12-18 2015-06-24 100 NA
"862" "Monti" "S1" "Bur1" 2015-12-29 2015-06-24 13.3333333333333 NA
"863" "Monti" "S1" "Bur2" 2015-11-09 2015-06-24 0 NA
"864" "Monti" "S1" "Bur2" 2015-11-13 2015-06-24 46.6666666666667 NA
"865" "Monti" "S1" "Bur2" 2015-11-18 2015-06-24 100 NA
"866" "Monti" "S1" "Bur2" 2015-11-23 2015-06-24 80 NA
"867" "Monti" "S1" "Bur2" 2015-11-27 2015-06-24 100 NA
"868" "Monti" "S1" "Bur2" 2015-12-07 2015-06-24 93.3333333333333 NA
"869" "Monti" "S1" "Bur2" 2015-12-10 2015-06-24 100 NA
"870" "Monti" "S1" "Bur2" 2015-12-18 2015-06-24 100 NA
"871" "Monti" "S1" "Bur2" 2015-12-29 2015-06-24 33.3333333333333 NA
"872" "Monti" "S1" "Bur3" 2015-11-18 2015-06-24 66.6666666666667 NA
"873" "Monti" "S1" "Bur3" 2015-11-27 2015-06-24 20 NA
"874" "Monti" "S1" "Bur3" 2015-12-07 2015-06-24 46.6666666666667 NA
"875" "Monti" "S1" "Bur3" 2015-12-10 2015-06-24 60 NA
"876" "Monti" "S1" "Bur3" 2015-12-18 2015-06-24 53.3333333333333 NA
"877" "Monti" "S1" "Bur3" 2015-12-29 2015-06-24 100 NA
"878" "Monti" "S1" "Bur4" 2015-11-18 2015-06-24 20 NA
"879" "Monti" "S1" "Bur4" 2015-12-10 2015-06-24 0 NA
"880" "Monti" "S1" "Bur4" 2015-12-18 2015-06-24 0 NA
"881" "Monti" "S1" "Bur4" 2015-12-29 2015-06-24 93.3333333333333 NA
"882" "Monti" "S1" "Early" 2015-10-27 2015-06-24 73.3333333333333 NA
"883" "Monti" "S1" "Early" 2015-11-02 2015-06-24 86.6666666666667 NA
"884" "Monti" "S1" "Early" 2015-11-04 2015-06-24 73.3333333333333 NA
"885" "Monti" "S1" "Early" 2015-11-09 2015-06-24 46.6666666666667 NA
"886" "Monti" "S1" "Early" 2015-11-13 2015-06-24 33.3333333333333 NA
"887" "Monti" "S1" "Early" 2015-11-18 2015-06-24 33.3333333333333 NA
"888" "Monti" "S1" "Early" 2015-11-23 2015-06-24 73.3333333333333 NA
"889" "Monti" "S1" "Early" 2015-11-27 2015-06-24 40 NA
"890" "Monti" "S1" "Early" 2015-12-07 2015-06-24 6.66666666666667 NA
"891" "Monti" "S1" "Early" 2015-12-10 2015-06-24 0 NA
"892" "Monti" "S1" "Early" 2015-12-18 2015-06-24 0 NA
"893" "Monti" "S1" "Early" 2015-12-29 2015-06-24 0 NA
"894" "Monti" "S1" "Open" 2015-10-27 2015-06-24 50 NA
"895" "Monti" "S1" "Open" 2015-11-02 2015-06-24 73.3333333333333 NA
"896" "Monti" "S1" "Open" 2015-11-04 2015-06-24 100 NA
"897" "Monti" "S1" "Open" 2015-11-09 2015-06-24 66.6666666666667 NA
"898" "Monti" "S1" "Open" 2015-11-13 2015-06-24 53.3333333333333 NA
"899" "Monti" "S1" "Open" 2015-11-18 2015-06-24 33.3333333333333 NA
"900" "Monti" "S1" "Open" 2015-11-23 2015-06-24 20 NA
"901" "Monti" "S1" "Open" 2015-11-27 2015-06-24 6.66666666666667 NA
"902" "Monti" "S1" "Open" 2015-12-07 2015-06-24 6.66666666666667 NA
"903" "Monti" "S1" "Open" 2015-12-10 2015-06-24 0 NA
"904" "Monti" "S1" "Open" 2015-12-18 2015-06-24 0 NA
"905" "Monti" "S1" "Open" 2015-12-29 2015-06-24 0 NA
"906" "Monti" "S1" "Petal" 2015-11-09 2015-06-24 100 NA
"907" "Monti" "S1" "Petal" 2015-11-13 2015-06-24 100 NA
"908" "Monti" "S1" "Petal" 2015-11-18 2015-06-24 66.6666666666667 NA
"909" "Monti" "S1" "Petal" 2015-11-23 2015-06-24 13.3333333333333 NA
"910" "Monti" "S1" "Petal" 2015-11-27 2015-06-24 73.3333333333333 NA
"911" "Monti" "S1" "Petal" 2015-12-07 2015-06-24 66.6666666666667 NA
"912" "Monti" "S1" "Petal" 2015-12-10 2015-06-24 60 NA
"913" "Monti" "S1" "Petal" 2015-12-18 2015-06-24 20 NA
"914" "Monti" "S1" "Petal" 2015-12-29 2015-06-24 13.3333333333333 NA
"915" "Monti" "S2" "Bud" 2015-10-24 2015-07-28 0 NA
"916" "Monti" "S2" "Bud" 2015-10-28 2015-07-28 26.6666666666667 NA
"917" "Monti" "S2" "Bud" 2015-11-02 2015-07-28 60 NA
"918" "Monti" "S2" "Bud" 2015-11-04 2015-07-28 60 NA
"919" "Monti" "S2" "Bud" 2015-11-09 2015-07-28 60 NA
"920" "Monti" "S2" "Bud" 2015-11-14 2015-07-28 60 NA
"921" "Monti" "S2" "Bud" 2015-11-19 2015-07-28 73.3333333333333 NA
"922" "Monti" "S2" "Bud" 2015-11-24 2015-07-28 33.3333333333333 NA
"923" "Monti" "S2" "Bud" 2015-11-27 2015-07-28 53.3333333333333 NA
"924" "Monti" "S2" "Bud" 2015-12-02 2015-07-28 60 NA
"925" "Monti" "S2" "Bud" 2015-12-07 2015-07-28 26.6666666666667 NA
"926" "Monti" "S2" "Bud" 2015-12-10 2015-07-28 6.66666666666667 NA
"927" "Monti" "S2" "Bud" 2015-12-14 2015-07-28 13.3333333333333 NA
"928" "Monti" "S2" "Bud" 2015-12-18 2015-07-28 6.66666666666667 NA
"929" "Monti" "S2" "Bud" 2015-12-22 2015-07-28 6.66666666666667 NA
"930" "Monti" "S2" "Bud" 2015-12-29 2015-07-28 0 NA
"931" "Monti" "S2" "Bur1" 2015-11-09 2015-07-28 0 NA
"932" "Monti" "S2" "Bur1" 2015-11-14 2015-07-28 53.3333333333333 NA
"933" "Monti" "S2" "Bur1" 2015-11-19 2015-07-28 80 NA
"934" "Monti" "S2" "Bur1" 2015-11-24 2015-07-28 33.3333333333333 NA
"935" "Monti" "S2" "Bur1" 2015-11-27 2015-07-28 100 NA
"936" "Monti" "S2" "Bur1" 2015-12-02 2015-07-28 93.3333333333333 NA
"937" "Monti" "S2" "Bur1" 2015-12-07 2015-07-28 100 NA
"938" "Monti" "S2" "Bur1" 2015-12-10 2015-07-28 100 NA
"939" "Monti" "S2" "Bur1" 2015-12-14 2015-07-28 100 NA
"940" "Monti" "S2" "Bur1" 2015-12-18 2015-07-28 100 NA
"941" "Monti" "S2" "Bur1" 2015-12-22 2015-07-28 100 NA
"942" "Monti" "S2" "Bur1" 2015-12-29 2015-07-28 26.6666666666667 NA
"943" "Monti" "S2" "Bur2" 2015-11-09 2015-07-28 0 NA
"944" "Monti" "S2" "Bur2" 2015-11-14 2015-07-28 6.66666666666667 NA
"945" "Monti" "S2" "Bur2" 2015-11-19 2015-07-28 6.66666666666667 NA
"946" "Monti" "S2" "Bur2" 2015-11-24 2015-07-28 3.33333333333333 NA
"947" "Monti" "S2" "Bur2" 2015-11-27 2015-07-28 20 NA
"948" "Monti" "S2" "Bur2" 2015-12-02 2015-07-28 73.3333333333333 NA
"949" "Monti" "S2" "Bur2" 2015-12-07 2015-07-28 46.6666666666667 NA
"950" "Monti" "S2" "Bur2" 2015-12-10 2015-07-28 80 NA
"951" "Monti" "S2" "Bur2" 2015-12-14 2015-07-28 100 NA
"952" "Monti" "S2" "Bur2" 2015-12-18 2015-07-28 100 NA
"953" "Monti" "S2" "Bur2" 2015-12-22 2015-07-28 100 NA
"954" "Monti" "S2" "Bur2" 2015-12-29 2015-07-28 53.3333333333333 NA
"955" "Monti" "S2" "Bur3" 2015-12-10 2015-07-28 0 NA
"956" "Monti" "S2" "Bur3" 2015-12-14 2015-07-28 13.3333333333333 NA
"957" "Monti" "S2" "Bur3" 2015-12-18 2015-07-28 0 NA
"958" "Monti" "S2" "Bur3" 2015-12-22 2015-07-28 33.3333333333333 NA
"959" "Monti" "S2" "Bur3" 2015-12-29 2015-07-28 93.3333333333333 NA
"960" "Monti" "S2" "Bur4" 2015-12-10 2015-07-28 0 NA
"961" "Monti" "S2" "Bur4" 2015-12-14 2015-07-28 0 NA
"962" "Monti" "S2" "Bur4" 2015-12-18 2015-07-28 0 NA
"963" "Monti" "S2" "Bur4" 2015-12-22 2015-07-28 0 NA
"964" "Monti" "S2" "Bur4" 2015-12-29 2015-07-28 33.3333333333333 NA
"965" "Monti" "S2" "Early" 2015-11-02 2015-07-28 26.6666666666667 NA
"966" "Monti" "S2" "Early" 2015-11-04 2015-07-28 26.6666666666667 NA
"967" "Monti" "S2" "Early" 2015-11-09 2015-07-28 66.6666666666667 NA
"968" "Monti" "S2" "Early" 2015-11-14 2015-07-28 73.3333333333333 NA
"969" "Monti" "S2" "Early" 2015-11-19 2015-07-28 26.6666666666667 NA
"970" "Monti" "S2" "Early" 2015-11-24 2015-07-28 33.3333333333333 NA
"971" "Monti" "S2" "Early" 2015-11-27 2015-07-28 6.66666666666667 NA
"972" "Monti" "S2" "Early" 2015-12-02 2015-07-28 13.3333333333333 NA
"973" "Monti" "S2" "Early" 2015-12-07 2015-07-28 13.3333333333333 NA
"974" "Monti" "S2" "Early" 2015-12-10 2015-07-28 6.66666666666667 NA
"975" "Monti" "S2" "Early" 2015-12-14 2015-07-28 0 NA
"976" "Monti" "S2" "Early" 2015-12-18 2015-07-28 0 NA
"977" "Monti" "S2" "Early" 2015-12-22 2015-07-28 0 NA
"978" "Monti" "S2" "Early" 2015-12-29 2015-07-28 0 NA
"979" "Monti" "S2" "Open" 2015-11-09 2015-07-28 46.6666666666667 NA
"980" "Monti" "S2" "Open" 2015-11-14 2015-07-28 26.6666666666667 NA
"981" "Monti" "S2" "Open" 2015-11-19 2015-07-28 20 NA
"982" "Monti" "S2" "Open" 2015-11-24 2015-07-28 13.3333333333333 NA
"983" "Monti" "S2" "Open" 2015-11-27 2015-07-28 6.66666666666667 NA
"984" "Monti" "S2" "Open" 2015-12-02 2015-07-28 13.3333333333333 NA
"985" "Monti" "S2" "Open" 2015-12-07 2015-07-28 26.6666666666667 NA
"986" "Monti" "S2" "Open" 2015-12-10 2015-07-28 6.66666666666667 NA
"987" "Monti" "S2" "Open" 2015-12-14 2015-07-28 0 NA
"988" "Monti" "S2" "Open" 2015-12-18 2015-07-28 0 NA
"989" "Monti" "S2" "Open" 2015-12-22 2015-07-28 0 NA
"990" "Monti" "S2" "Open" 2015-12-29 2015-07-28 0 NA
"991" "Monti" "S2" "Petal" 2015-11-09 2015-07-28 40 NA
"992" "Monti" "S2" "Petal" 2015-11-14 2015-07-28 86.6666666666667 NA
"993" "Monti" "S2" "Petal" 2015-11-19 2015-07-28 73.3333333333333 NA
"994" "Monti" "S2" "Petal" 2015-11-24 2015-07-28 36.6666666666667 NA
"995" "Monti" "S2" "Petal" 2015-11-27 2015-07-28 60 NA
"996" "Monti" "S2" "Petal" 2015-12-02 2015-07-28 53.3333333333333 NA
"997" "Monti" "S2" "Petal" 2015-12-07 2015-07-28 80 NA
"998" "Monti" "S2" "Petal" 2015-12-10 2015-07-28 86.6666666666667 NA
"999" "Monti" "S2" "Petal" 2015-12-14 2015-07-28 46.6666666666667 NA
"1000" "Monti" "S2" "Petal" 2015-12-18 2015-07-28 40 NA
"1001" "Monti" "S2" "Petal" 2015-12-22 2015-07-28 40 NA
"1002" "Monti" "S2" "Petal" 2015-12-29 2015-07-28 6.66666666666667 NA
"1003" "Monti" "S3" "Bud" 2015-11-12 2015-09-15 0 NA
"1004" "Monti" "S3" "Bud" 2015-11-16 2015-09-15 40 NA
"1005" "Monti" "S3" "Bud" 2015-11-20 2015-09-15 53.3333333333333 NA
"1006" "Monti" "S3" "Bud" 2015-11-27 2015-09-15 60 NA
"1007" "Monti" "S3" "Bud" 2015-12-02 2015-09-15 100 NA
"1008" "Monti" "S3" "Bud" 2015-12-07 2015-09-15 66.6666666666667 NA
"1009" "Monti" "S3" "Bud" 2015-12-10 2015-09-15 53.3333333333333 NA
"1010" "Monti" "S3" "Bud" 2015-12-14 2015-09-15 60 NA
"1011" "Monti" "S3" "Bud" 2015-12-18 2015-09-15 53.3333333333333 NA
"1012" "Monti" "S3" "Bud" 2015-12-21 2015-09-15 33.3333333333333 NA
"1013" "Monti" "S3" "Bud" 2015-12-24 2015-09-15 53.3333333333333 NA
"1014" "Monti" "S3" "Bud" 2015-12-27 2015-09-15 33.3333333333333 NA
"1015" "Monti" "S3" "Bud" 2015-12-31 2015-09-15 6.66666666666667 NA
"1016" "Monti" "S3" "Bur1" 2015-11-12 2015-09-15 0 NA
"1017" "Monti" "S3" "Bur1" 2015-11-16 2015-09-15 0 NA
"1018" "Monti" "S3" "Bur1" 2015-11-20 2015-09-15 0 NA
"1019" "Monti" "S3" "Bur1" 2015-11-27 2015-09-15 0 NA
"1020" "Monti" "S3" "Bur1" 2015-12-02 2015-09-15 26.6666666666667 NA
"1021" "Monti" "S3" "Bur1" 2015-12-07 2015-09-15 86.6666666666667 NA
"1022" "Monti" "S3" "Bur1" 2015-12-10 2015-09-15 86.6666666666667 NA
"1023" "Monti" "S3" "Bur1" 2015-12-14 2015-09-15 86.6666666666667 NA
"1024" "Monti" "S3" "Bur1" 2015-12-18 2015-09-15 93.3333333333333 NA
"1025" "Monti" "S3" "Bur1" 2015-12-21 2015-09-15 100 NA
"1026" "Monti" "S3" "Bur1" 2015-12-24 2015-09-15 86.6666666666667 NA
"1027" "Monti" "S3" "Bur1" 2015-12-27 2015-09-15 86.6666666666667 NA
"1028" "Monti" "S3" "Bur1" 2015-12-31 2015-09-15 66.6666666666667 NA
"1029" "Monti" "S3" "Bur2" 2015-11-12 2015-09-15 0 NA
"1030" "Monti" "S3" "Bur2" 2015-11-16 2015-09-15 0 NA
"1031" "Monti" "S3" "Bur2" 2015-11-20 2015-09-15 0 NA
"1032" "Monti" "S3" "Bur2" 2015-11-27 2015-09-15 0 NA
"1033" "Monti" "S3" "Bur2" 2015-12-02 2015-09-15 0 NA
"1034" "Monti" "S3" "Bur2" 2015-12-07 2015-09-15 6.66666666666667 NA
"1035" "Monti" "S3" "Bur2" 2015-12-10 2015-09-15 6.66666666666667 NA
"1036" "Monti" "S3" "Bur2" 2015-12-14 2015-09-15 20 NA
"1037" "Monti" "S3" "Bur2" 2015-12-18 2015-09-15 73.3333333333333 NA
"1038" "Monti" "S3" "Bur2" 2015-12-21 2015-09-15 73.3333333333333 NA
"1039" "Monti" "S3" "Bur2" 2015-12-24 2015-09-15 80 NA
