"SowingD" "Date" "Cultivar" "SowTreat" "DAS" "Plot" "Variable" "S1" "S2" "S3" "S4" "S5" "Percent" "TT_meas" "TT_sow" "Pp_sow" "TTAS"
"134" "2015-06-24" "2015-11-02" "Narrikup" "S1" 131 5 "Bud" 1 1 1 0 1 80 1276.68327174 13.055375 10.022 1263.62789674
"135" "2015-06-24" "2015-11-02" "Woogenellup" "S1" 131 6 "Bud" 1 1 1 1 0 80 1276.68327174 13.055375 10.022 1263.62789674
"136" "2015-06-24" "2015-11-02" "Antas" "S1" 131 7 "Bud" 0 0 0 0 0 0 1276.68327174 13.055375 10.022 1263.62789674
"137" "2015-06-24" "2015-11-02" "Woogenellup" "S1" 131 8 "Bud" 1 1 1 1 1 100 1276.68327174 13.055375 10.022 1263.62789674
"138" "2015-06-24" "2015-11-02" "Denmark" "S1" 131 9 "Bud" 1 1 1 1 1 100 1276.68327174 13.055375 10.022 1263.62789674
"139" "2015-06-24" "2015-11-02" "Monti" "S1" 131 10 "Bud" 0 0 0 0 0 0 1276.68327174 13.055375 10.022 1263.62789674
"140" "2015-06-24" "2015-11-02" "Monti" "S1" 131 2 "Bud" 1 1 1 1 1 100 1276.68327174 13.055375 10.022 1263.62789674
"141" "2015-06-24" "2015-11-18" "Denmark" "S1" 147 17 "Bud" 1 1 1 1 1 100 1460.08877174 13.055375 10.022 1447.03339674
"142" "2015-06-24" "2015-11-18" "Leura" "S1" 147 18 "Bud" 1 1 1 1 1 100 1460.08877174 13.055375 10.022 1447.03339674
"143" "2015-06-24" "2015-11-18" "Denmark" "S1" 147 9 "Bud" 1 1 0 1 0 60 1460.08877174 13.055375 10.022 1447.03339674
"144" "2015-06-24" "2015-11-18" "Monti" "S1" 147 10 "Bud" 0 1 0 0 0 20 1460.08877174 13.055375 10.022 1447.03339674
"145" "2015-06-24" "2015-11-04" "Denmark" "S1" 133 9 "Bud" 0 1 1 1 0 60 1295.65927174 13.055375 10.022 1282.60389674
"146" "2015-06-24" "2015-11-04" "Monti" "S1" 133 10 "Bud" 1 0 0 0 1 40 1295.65927174 13.055375 10.022 1282.60389674
"147" "2015-06-24" "2015-11-04" "Narrikup" "S1" 133 11 "Bud" 0 0 0 0 1 20 1295.65927174 13.055375 10.022 1282.60389674
"148" "2015-06-24" "2015-11-04" "Antas" "S1" 133 1 "Bud" 0 0 0 0 0 0 1295.65927174 13.055375 10.022 1282.60389674
"149" "2015-06-24" "2015-11-04" "Monti" "S1" 133 2 "Bud" 1 1 1 1 1 100 1295.65927174 13.055375 10.022 1282.60389674
"150" "2015-06-24" "2015-11-04" "Denmark" "S1" 133 3 "Bud" 0 1 0 1 0 40 1295.65927174 13.055375 10.022 1282.60389674
"151" "2015-06-24" "2015-11-04" "Leura" "S1" 133 4 "Bud" 0 0 0 0 0 0 1295.65927174 13.055375 10.022 1282.60389674
"152" "2015-06-24" "2015-11-04" "Narrikup" "S1" 133 5 "Bud" 0 1 0 0 1 40 1295.65927174 13.055375 10.022 1282.60389674
"153" "2015-06-24" "2015-11-04" "Woogenellup" "S1" 133 6 "Bud" 0 1 1 1 1 80 1295.65927174 13.055375 10.022 1282.60389674
"154" "2015-06-24" "2015-11-04" "Antas" "S1" 133 7 "Bud" 0 0 0 0 0 0 1295.65927174 13.055375 10.022 1282.60389674
"155" "2015-06-24" "2015-11-18" "Narrikup" "S1" 147 16 "Bud" 1 1 1 1 0 80 1460.08877174 13.055375 10.022 1447.03339674
"156" "2015-06-24" "2016-01-04" "Leura" "S1" 194 4 "Bud" 0 0 0 0 1 20 2169.74927174 13.055375 10.022 2156.69389674
"157" "2015-06-24" "2016-01-15" "Antas" "S1" 205 7 "Bud" NA NA NA NA NA NA 2334.16827174 13.055375 10.022 2321.11289674
"158" "2015-06-24" "2016-01-15" "Leura" "S1" 205 12 "Bud" NA NA NA NA NA NA 2334.16827174 13.055375 10.022 2321.11289674
"159" "2015-06-24" "2015-11-18" "Narrikup" "S1" 147 11 "Bud" 1 1 1 1 0 80 1460.08877174 13.055375 10.022 1447.03339674
"160" "2015-06-24" "2015-11-04" "Antas" "S1" 133 14 "Bud" 0 0 0 0 1 20 1295.65927174 13.055375 10.022 1282.60389674
"161" "2015-06-24" "2015-11-04" "Monti" "S1" 133 15 "Bud" 0 1 0 0 0 20 1295.65927174 13.055375 10.022 1282.60389674
"162" "2015-06-24" "2015-11-04" "Narrikup" "S1" 133 16 "Bud" 1 0 0 1 0 40 1295.65927174 13.055375 10.022 1282.60389674
"163" "2015-06-24" "2015-11-04" "Denmark" "S1" 133 17 "Bud" 1 1 0 0 0 40 1295.65927174 13.055375 10.022 1282.60389674
"164" "2015-06-24" "2015-11-04" "Leura" "S1" 133 18 "Bud" 0 1 0 0 0 20 1295.65927174 13.055375 10.022 1282.60389674
"165" "2015-06-24" "2015-11-18" "Woogenellup" "S1" 147 13 "Bud" 0 1 1 1 1 80 1460.08877174 13.055375 10.022 1447.03339674
"166" "2015-06-24" "2015-11-23" "Leura" "S1" 152 4 "Bud" 1 0 0 0 0 20 1522.88177174 13.055375 10.022 1509.82639674
