Exp	DateMeasure	DOY	Tx	Tm	MeanTt	Pp	Ttsum	Ppsum	Pp
4	1/01/15	1	25.5	12	18.75	16.5742744	18.75	16.57	16.57
4	2/01/15	2	20.6	12.6	16.6	16.56024599	35.35	33.13	16.56
4	3/01/15	3	26.4	10.3	18.35	16.54494625	53.7	49.68	16.54
4	4/01/15	4	21	14.4	17.7	16.52839003	71.4	66.21	16.53
4	5/01/15	5	30.4	17	23.7	16.51059324	95.1	82.72	16.51
4	6/01/15	6	26.7	12.2	19.45	16.49157282	114.55	99.21	16.49
4	7/01/15	7	20.1	11.3	15.7	16.47134663	130.25	115.68	16.47
4	8/01/15	8	20.2	12.2	16.2	16.44993345	146.45	132.13	16.45
4	9/01/15	9	17.4	12.7	15.05	16.42735288	161.5	148.56	16.43
4	10/01/15	10	22.4	10.4	16.4	16.40362533	177.9	164.96	16.4
4	11/01/15	11	29.4	10.1	19.75	16.3787719	197.65	181.34	16.38
4	12/01/15	12	26	14.2	20.1	16.35281437	217.75	197.69	16.35
4	13/01/15	13	17	13.9	15.45	16.32577513	233.2	214.02	16.33
4	14/01/15	14	21	14.6	17.8	16.29767709	251	230.32	16.3
4	15/01/15	15	19.4	15	17.2	16.26854368	268.2	246.59	16.27
4	16/01/15	16	22	16.5	19.25	16.2383987	287.45	262.82	16.24
4	17/01/15	17	28	9.2	18.6	16.20726638	306.05	279.03	16.21
4	18/01/15	18	25.5	16.7	21.1	16.1751712	327.15	295.21	16.18
4	19/01/15	19	30.8	15.3	23.05	16.14213794	350.2	311.35	16.14
4	20/01/15	20	27.9	7.3	17.6	16.10819156	367.8	327.46	16.11
4	21/01/15	21	18.9	11.6	15.25	16.07335717	383.05	343.53	16.07
4	22/01/15	22	17.1	4.1	10.6	16.03765998	393.65	359.57	16.04
4	23/01/15	23	21.3	8.1	14.7	16.00112525	408.35	375.57	16
4	24/01/15	24	22.7	14.9	18.8	15.96377825	427.15	391.53	15.96
4	25/01/15	25	24.2	13.8	19	15.9256442	446.15	407.46	15.93
4	26/01/15	26	23.2	16.2	19.7	15.88674825	465.85	423.35	15.89
4	27/01/15	27	23.3	15.9	19.6	15.84711541	485.45	439.19	15.85
4	28/01/15	28	22.5	15.4	18.95	15.80677055	504.4	455	15.81
4	29/01/15	29	24.1	17.4	20.75	15.76573835	525.15	470.76	15.77
4	30/01/15	30	24.7	16.5	20.6	15.72404325	545.75	486.49	15.72
4	31/01/15	31	20.4	16.4	18.4	15.68170945	564.15	502.17	15.68
4	1/02/15	32	22.8	17	19.9	15.63876086	584.05	517.81	15.64
4	2/02/15	33	30	14.8	22.4	15.59522109	606.45	533.4	15.6
4	3/02/15	34	30.3	15.6	22.95	15.55111341	629.4	548.96	15.55
4	4/02/15	35	20	10.5	15.25	15.50646074	644.65	564.46	15.51
4	5/02/15	36	26.8	3.9	15.35	15.46128564	660	579.92	15.46
4	6/02/15	37	22.8	5.9	14.35	15.41561029	674.35	595.34	15.42
4	7/02/15	38	16.6	8.5	12.55	15.36945645	686.9	610.71	15.37
4	8/02/15	39	22.8	8.5	15.65	15.32284549	702.55	626.03	15.32
4	9/02/15	40	26.9	12.7	19.8	15.27579834	722.35	641.31	15.28
4	10/02/15	41	24.2	4.6	14.4	15.22833549	736.75	656.54	15.23
4	11/02/15	42	20	7.2	13.6	15.18047703	750.35	671.72	15.18
4	12/02/15	43	20.1	14.8	17.45	15.13224257	767.8	686.85	15.13
4	13/02/15	44	23.2	11.5	17.35	15.08365128	785.15	701.93	15.08
4	14/02/15	45	17.4	9.9	13.65	15.03472188	798.8	716.97	15.03
4	15/02/15	46	14.4	9.4	11.9	14.98547266	810.7	731.95	14.99
4	16/02/15	47	17.1	8	12.55	14.93592142	823.25	746.89	14.94
4	17/02/15	48	19.7	8.2	13.95	14.88608554	837.2	761.77	14.89
4	18/02/15	49	21.5	13.7	17.6	14.83598194	854.8	776.61	14.84
4	19/02/15	50	28	10.8	19.4	14.7856271	874.2	791.4	14.79
4	20/02/15	51	26.4	14.4	20.4	14.73503706	894.6	806.13	14.74
4	21/02/15	52	23.7	11.6	17.65	14.68422743	912.25	820.82	14.68
4	22/02/15	53	20.7	14.8	17.75	14.63321338	930	835.45	14.63
4	23/02/15	54	19.4	14.5	16.95	14.58200969	946.95	850.03	14.58
4	24/02/15	55	22	15.5	18.75	14.53063069	965.7	864.56	14.53
4	25/02/15	56	25.2	14.5	19.85	14.47909034	985.55	879.04	14.48
4	26/02/15	57	27.2	9.7	18.45	14.42740219	1004	893.47	14.43
4	27/02/15	58	18.2	6.8	12.5	14.3755794	1016.5	907.84	14.38
4	28/02/15	59	23.6	13.6	18.6	14.32363478	1035.1	922.17	14.32
4	1/03/15	60	28.6	9.3	18.95	14.27158074	1054.05	936.44	14.27
4	2/03/15	61	25.2	14.6	19.9	14.21942937	1073.95	950.66	14.22
4	3/03/15	62	29.2	14.5	21.85	14.16719242	1095.8	964.82	14.17
4	4/03/15	63	20.1	13.9	17	14.11488128	1112.8	978.94	14.11
4	5/03/15	64	23.6	14.4	19	14.06250706	1131.8	993	14.06
4	6/03/15	65	25.9	15.7	20.8	14.01008055	1152.6	1007.01	14.01
4	7/03/15	66	25.2	12.1	18.65	13.95761223	1171.25	1020.97	13.96
4	8/03/15	67	20.1	11.2	15.65	13.90511234	1186.9	1034.88	13.91
4	9/03/15	68	17.9	7.7	12.8	13.85259082	1199.7	1048.73	13.85
4	10/03/15	69	20.2	10.4	15.3	13.80005737	1215	1062.53	13.8
4	11/03/15	70	22.8	12.7	17.75	13.74752146	1232.75	1076.28	13.75
4	12/03/15	71	18	10.9	14.45	13.69499231	1247.2	1089.97	13.69
4	13/03/15	72	19.6	14	16.8	13.64247895	1264	1103.61	13.64
4	14/03/15	73	28	11.8	19.9	13.5899902	1283.9	1117.2	13.59
4	15/03/15	74	18.5	13.4	15.95	13.53753468	1299.85	1130.74	13.54
4	16/03/15	75	21.8	14.1	17.95	13.48512086	1317.8	1144.23	13.49
4	17/03/15	76	15.8	9.9	12.85	13.43275704	1330.65	1157.66	13.43
4	18/03/15	77	14.7	6.3	10.5	13.38045136	1341.15	1171.04	13.38
4	19/03/15	78	15.7	6.9	11.3	13.32821185	1352.45	1184.37	13.33
4	20/03/15	79	13.9	4.9	9.4	13.27604639	1361.85	1197.64	13.28
4	21/03/15	80	16	9.3	12.65	13.22396278	1374.5	1210.87	13.22
4	22/03/15	81	22.4	11.4	16.9	13.17196871	1391.4	1224.04	13.17
4	23/03/15	82	13.8	11	12.4	13.12007178	1403.8	1237.16	13.12
4	24/03/15	83	15.8	11.6	13.7	13.06827955	1417.5	1250.23	13.07
4	25/03/15	84	25	8.5	16.75	13.0165995	1434.25	1263.24	13.02
4	26/03/15	85	22.2	9.3	15.75	12.96503906	1450	1276.21	12.97
4	27/03/15	86	18.7	10.8	14.75	12.91360565	1464.75	1289.12	12.91
4	28/03/15	87	19.4	11.8	15.6	12.86230664	1480.35	1301.98	12.86
4	29/03/15	88	19.8	12.6	16.2	12.81114943	1496.55	1314.8	12.81
4	30/03/15	89	22.6	9.4	16	12.7601414	1512.55	1327.56	12.76
4	31/03/15	90	18.6	11.5	15.05	12.70928994	1527.6	1340.27	12.71
4	1/04/15	91	18.7	6	12.35	12.65860248	1539.95	1352.92	12.66
4	2/04/15	92	19.5	10.5	15	12.6080865	1554.95	1365.53	12.61
4	3/04/15	93	23.1	9.3	16.2	12.55774949	1571.15	1378.09	12.56
4	4/04/15	94	22.7	11.5	17.1	12.50759904	1588.25	1390.6	12.51
4	5/04/15	95	27.4	12.2	19.8	12.45764279	1608.05	1403.05	12.46
4	6/04/15	96	16.8	13.3	15.05	12.40788847	1623.1	1415.46	12.41
4	7/04/15	97	24.5	15.8	20.15	12.35834389	1643.25	1427.82	12.36
4	8/04/15	98	26.2	11.2	18.7	12.30901697	1661.95	1440.13	12.31
4	9/04/15	99	21.5	10.4	15.95	12.25991575	1677.9	1452.39	12.26
4	10/04/15	100	15.3	10.5	12.9	12.21104835	1690.8	1464.6	12.21
4	11/04/15	101	15.8	8.7	12.25	12.16242307	1703.05	1476.76	12.16
4	12/04/15	102	16.6	9.5	13.05	12.1140483	1716.1	1488.88	12.11
4	13/04/15	103	20.9	6.1	13.5	12.06593261	1729.6	1500.94	12.07
4	14/04/15	104	12.3	1.9	7.1	12.0180847	1736.7	1512.96	12.02
4	15/04/15	105	11.6	3.9	7.75	11.97051345	1744.45	1524.93	11.97
4	16/04/15	106	13.5	2	7.75	11.92322787	1752.2	1536.86	11.92
4	17/04/15	107	14.2	7.2	10.7	11.87623719	1762.9	1548.73	11.88
4	18/04/15	108	20.2	10.6	15.4	11.82955078	1778.3	1560.56	11.83
4	19/04/15	109	15	6.7	10.85	11.78317821	1789.15	1572.34	11.78
4	20/04/15	110	16.5	7.9	12.2	11.73712925	1801.35	1584.08	11.74
4	21/04/15	111	17.5	12.1	14.8	11.69141384	1816.15	1595.77	11.69
4	22/04/15	112	14	11.8	12.9	11.64604213	1829.05	1607.42	11.65
4	23/04/15	113	13.8	11.5	12.65	11.60102448	1841.7	1619.02	11.6
4	24/04/15	114	16	10.5	13.25	11.55637144	1854.95	1630.58	11.56
4	25/04/15	115	16.3	11.2	13.75	11.51209376	1868.7	1642.09	11.51
4	26/04/15	116	24	13.9	18.95	11.46820241	1887.65	1653.56	11.47
4	27/04/15	117	23.2	14.2	18.7	11.42470858	1906.35	1664.98	11.42
4	28/04/15	118	15.8	8	11.9	11.38162364	1918.25	1676.36	11.38
4	29/04/15	119	13.1	2.2	7.65	11.33895917	1925.9	1687.7	11.34
4	30/04/15	120	19.9	4.2	12.05	11.29672699	1937.95	1699	11.3
4	1/05/15	121	13.5	1.1	7.3	11.25493908	1945.25	1710.25	11.25
4	2/05/15	122	16.9	4.4	10.65	11.21360764	1955.9	1721.47	11.21
4	3/05/15	123	17.4	3.2	10.3	11.17274507	1966.2	1732.64	11.17
4	4/05/15	124	14.5	7.2	10.85	11.13236396	1977.05	1743.77	11.13
4	5/05/15	125	17.8	8.2	13	11.09247708	1990.05	1754.86	11.09
4	6/05/15	126	22.4	11.2	16.8	11.05309738	2006.85	1765.92	11.05
4	7/05/15	127	25.4	13.8	19.6	11.014238	2026.45	1776.93	11.01
4	8/05/15	128	24.7	8.7	16.7	10.97591222	2043.15	1787.91	10.98
4	9/05/15	129	19.5	4.3	11.9	10.93813349	2055.05	1798.85	10.94
4	10/05/15	130	19.2	4.3	11.75	10.9009154	2066.8	1809.75	10.9
4	11/05/15	131	18.4	7.8	13.1	10.86427167	2079.9	1820.61	10.86
4	12/05/15	132	20.3	8.9	14.6	10.82821616	2094.5	1831.44	10.83
4	13/05/15	133	18.6	2.1	10.35	10.79276281	2104.85	1842.23	10.79
4	14/05/15	134	20.3	6	13.15	10.75792568	2118	1852.99	10.76
4	15/05/15	135	17.3	5.1	11.2	10.72371889	2129.2	1863.71	10.72
4	16/05/15	136	11.6	8	9.8	10.69015665	2139	1874.4	10.69
4	17/05/15	137	12.4	3	7.7	10.6572532	2146.7	1885.06	10.66
4	18/05/15	138	13.8	6.4	10.1	10.6250228	2156.8	1895.69	10.63
4	19/05/15	139	19.2	6.8	13	10.59347975	2169.8	1906.28	10.59
4	20/05/15	140	12.9	0.9	6.9	10.56263831	2176.7	1916.84	10.56
4	21/05/15	141	14.9	5.4	10.15	10.53251274	2186.85	1927.37	10.53
4	22/05/15	142	22.3	1.7	12	10.50311723	2198.85	1937.88	10.5
4	23/05/15	143	11.6	-3.4	4.1	10.47446591	2202.95	1948.35	10.47
4	24/05/15	144	14.5	-1.4	6.55	10.44657282	2209.5	1958.8	10.45
4	25/05/15	145	15.1	1.4	8.25	10.41945188	2217.75	1969.22	10.42
4	26/05/15	146	8.9	-0.3	4.3	10.39311686	2222.05	1979.61	10.39
4	27/05/15	147	11.7	5.2	8.45	10.36758138	2230.5	1989.98	10.37
4	28/05/15	148	11.3	-3.4	3.95	10.34285888	2234.45	2000.32	10.34
4	29/05/15	149	12.4	-3.6	4.4	10.31896256	2238.85	2010.64	10.32
4	30/05/15	150	11.5	0.1	5.8	10.29590541	2244.65	2020.94	10.3
4	31/05/15	151	11.9	-3.8	4.05	10.27370014	2248.7	2031.21	10.27
4	1/06/15	152	16.2	0.5	8.35	10.25235917	2257.05	2041.46	10.25
4	2/06/15	153	18.7	9.8	14.25	10.23189462	2271.3	2051.69	10.23
4	3/06/15	154	14.8	9.2	12	10.21231827	2283.3	2061.91	10.21
4	4/06/15	155	11.8	6.3	9.05	10.19364152	2292.35	2072.1	10.19
4	5/06/15	156	9	-0.9	4.05	10.1758754	2296.4	2082.28	10.18
4	6/06/15	157	8.7	-2.4	3.15	10.15903051	2299.55	2092.44	10.16
4	7/06/15	158	9.1	1.2	5.15	10.14311703	2304.7	2102.58	10.14
4	8/06/15	159	13.5	3	8.25	10.12814467	2312.95	2112.71	10.13
4	9/06/15	160	17.8	8.6	13.2	10.11412265	2326.15	2122.82	10.11
4	10/06/15	161	19.6	9.8	14.7	10.1010597	2340.85	2132.92	10.1
4	11/06/15	162	16.3	0.2	8.25	10.08896401	2349.1	2143.01	10.09
4	12/06/15	163	12.2	0.8	6.5	10.07784325	2355.6	2153.09	10.08
4	13/06/15	164	18.1	-0.7	8.7	10.06770449	2364.3	2163.16	10.07
4	14/06/15	165	12.6	1.1	6.85	10.05855425	2371.15	2173.22	10.06
4	15/06/15	166	12.7	3	7.85	10.05039844	2379	2183.27	10.05
4	16/06/15	167	9.4	3	6.2	10.04324234	2385.2	2193.31	10.04
4	17/06/15	168	10.9	-1.8	4.55	10.03709063	2389.75	2203.35	10.04
4	18/06/15	169	14.6	2.5	8.55	10.03194735	2398.3	2213.38	10.03
4	19/06/15	170	17.2	1	9.1	10.02781587	2407.4	2223.41	10.03
4	20/06/15	171	6.5	2.2	4.35	10.02469892	2411.75	2233.43	10.02
4	21/06/15	172	9.4	1.7	5.55	10.02259856	2417.3	2243.45	10.02
4	22/06/15	173	13.3	2	7.65	10.02151618	2424.95	2253.47	10.02
4	23/06/15	174	5.2	-3.1	1.05	10.02145251	2426	2263.5	10.02
4	24/06/15	175	7.3	-1.8	2.75	10.02240757	2428.75	2273.52	10.02
4	25/06/15	176	6.9	-3.9	1.5	10.02438074	2430.25	2283.54	10.02
4	26/06/15	177	12.8	-0.7	6.05	10.02737072	2436.3	2293.57	10.03
4	27/06/15	178	17.4	-1.3	8.05	10.03137552	2444.35	2303.6	10.03
4	28/06/15	179	10.3	-1.7	4.3	10.0363925	2448.65	2313.64	10.04
4	29/06/15	180	17.3	3.7	10.5	10.04241836	2459.15	2323.68	10.04
4	30/06/15	181	13.06	13.06	13.06	10.04944915	2472.21	2333.73	10.05
4	1/07/15	182	12.44	12.44	12.44	10.05748028	2484.65	2343.79	10.06
4	2/07/15	183	10.65	10.65	10.65	10.06650653	2495.3	2353.85	10.07
4	3/07/15	184	10.05	10.05	10.05	10.07652206	2505.35	2363.93	10.08
4	4/07/15	185	6.95	6.95	6.95	10.08752045	2512.3	2374.02	10.09
4	5/07/15	186	9.38	9.38	9.38	10.09949468	2521.68	2384.12	10.1
4	6/07/15	187	5.75	5.75	5.75	10.11243716	2527.43	2394.23	10.11
4	7/07/15	188	1.92	1.92	1.92	10.12633976	2529.35	2404.36	10.13
4	8/07/15	189	2.93	2.93	2.93	10.14119383	2532.28	2414.5	10.14
4	9/07/15	190	4.71	4.71	4.71	10.15699019	2536.99	2424.65	10.16
4	10/07/15	191	4.12	4.12	4.12	10.1737192	2541.11	2434.83	10.17
4	11/07/15	192	0.62	0.62	0.62	10.19137074	2541.73	2445.02	10.19
4	12/07/15	193	0.32	0.32	0.32	10.20993425	2542.05	2455.23	10.21
4	13/07/15	194	4.31	4.31	4.31	10.22939877	2546.36	2465.46	10.23
4	14/07/15	195	8.69	8.69	8.69	10.24975293	2555.04	2475.71	10.25
4	15/07/15	196	12.33	12.33	12.33	10.270985	2567.38	2485.98	10.27
4	16/07/15	197	7.86	7.86	7.86	10.2930829	2575.24	2496.27	10.29
4	17/07/15	198	6.43	6.43	6.43	10.31603426	2581.67	2506.59	10.32
4	18/07/15	199	5.07	5.07	5.07	10.33982639	2586.74	2516.93	10.34
4	19/07/15	200	5.09	5.09	5.09	10.36444634	2591.83	2527.29	10.36
4	20/07/15	201	4.53	4.53	4.53	10.38988092	2596.36	2537.68	10.39
4	21/07/15	202	5.25	5.25	5.25	10.41611674	2601.61	2548.1	10.42
4	22/07/15	203	6.41	6.41	6.41	10.44314019	2608.02	2558.54	10.44
4	23/07/15	204	9.01	9.01	9.01	10.47093752	2617.03	2569.01	10.47
4	24/07/15	205	9.88	9.88	9.88	10.49949483	2626.91	2579.51	10.5
4	25/07/15	206	9.69	9.69	9.69	10.52879808	2636.6	2590.04	10.53
4	26/07/15	207	13.82	13.82	13.82	10.55883317	2650.41	2600.6	10.56
4	27/07/15	208	11.49	11.49	11.49	10.58958591	2661.9	2611.19	10.59
4	28/07/15	209	9.67	9.67	9.67	10.62104204	2671.57	2621.81	10.62
4	29/07/15	210	6.2	6.2	6.2	10.6531873	2677.77	2632.46	10.65
4	30/07/15	211	4.19	4.19	4.19	10.6860074	2681.96	2643.15	10.69
4	31/07/15	212	6.51	6.51	6.51	10.71948807	2688.47	2653.87	10.72
4	1/08/15	213	8.98	8.98	8.98	10.75361507	2697.45	2664.62	10.75
4	2/08/15	214	10.01	10.01	10.01	10.78837418	2707.46	2675.41	10.79
4	3/08/15	215	13.65	13.65	13.65	10.82375127	2721.11	2686.24	10.82
4	4/08/15	216	12.04	12.04	12.04	10.85973228	2733.15	2697.09	10.86
4	5/08/15	217	6.34	6.34	6.34	10.89630324	2739.49	2707.99	10.9
4	6/08/15	218	5.79	5.79	5.79	10.93345029	2745.28	2718.92	10.93
4	7/08/15	219	6.8	6.8	6.8	10.97115968	2752.08	2729.9	10.97
4	8/08/15	220	4.12	4.12	4.12	11.00941782	2756.2	2740.91	11.01
4	9/08/15	221	1.5	1.5	1.5	11.04821123	2757.7	2751.95	11.05
4	10/08/15	222	3.5	3.5	3.5	11.08752661	2761.2	2763.04	11.09
4	11/08/15	223	3.33	3.33	3.33	11.1273508	2764.52	2774.17	11.13
4	12/08/15	224	4.23	4.23	4.23	11.16767084	2768.76	2785.34	11.17
4	13/08/15	225	8.64	8.64	8.64	11.20847392	2777.4	2796.54	11.21
4	14/08/15	226	10.3	10.3	10.3	11.24974743	2787.7	2807.79	11.25
4	15/08/15	227	10.68	10.68	10.68	11.29147895	2798.38	2819.09	11.29
4	16/08/15	228	7.56	7.56	7.56	11.33365627	2805.94	2830.42	11.33
4	17/08/15	229	7.37	7.37	7.37	11.37626734	2813.32	2841.8	11.38
4	18/08/15	230	11.32	11.32	11.32	11.41930037	2824.64	2853.21	11.42
4	19/08/15	231	9.1	9.1	9.1	11.46274372	2833.73	2864.68	11.46
4	20/08/15	232	6.86	6.86	6.86	11.50658599	2840.59	2876.18	11.51
4	21/08/15	233	1.4	1.4	1.4	11.55081597	2841.99	2887.74	11.55
4	22/08/15	234	6.88	6.88	6.88	11.59542269	2848.88	2899.33	11.6
4	23/08/15	235	6.31	6.31	6.31	11.64039535	2855.19	2910.97	11.64
4	24/08/15	236	8.77	8.77	8.77	11.68572337	2863.96	2922.66	11.69
4	25/08/15	237	5.41	5.41	5.41	11.73139638	2869.37	2934.39	11.73
4	26/08/15	238	6.31	6.31	6.31	11.77740419	2875.68	2946.17	11.78
4	27/08/15	239	6.73	6.73	6.73	11.82373685	2882.41	2957.99	11.82
4	28/08/15	240	3.67	3.67	3.67	11.87038455	2886.08	2969.86	11.87
4	29/08/15	241	8.43	8.43	8.43	11.91733772	2894.51	2981.78	11.92
4	30/08/15	242	6.61	6.61	6.61	11.96458694	2901.12	2993.74	11.96
4	31/08/15	243	6.54	6.54	6.54	12.01212298	2907.65	3005.75	12.01
4	1/09/15	244	6.37	6.37	6.37	12.0599368	2914.03	3017.81	12.06
4	2/09/15	245	10.64	10.64	10.64	12.10801949	2924.67	3029.92	12.11
4	3/09/15	246	8.3	8.3	8.3	12.15636235	2932.96	3042.08	12.16
4	4/09/15	247	7.31	7.31	7.31	12.20495678	2940.27	3054.28	12.2
4	5/09/15	248	7.86	7.86	7.86	12.25379436	2948.13	3066.54	12.25
4	6/09/15	249	6.19	6.19	6.19	12.30286681	2954.32	3078.84	12.3
4	7/09/15	250	6.69	6.69	6.69	12.35216596	2961.01	3091.19	12.35
4	8/09/15	251	5.41	5.41	5.41	12.40168377	2966.42	3103.59	12.4
4	9/09/15	252	6.37	6.37	6.37	12.4514123	2972.79	3116.04	12.45
4	10/09/15	253	10.76	10.76	10.76	12.50134373	2983.55	3128.55	12.5
4	11/09/15	254	7.37	7.37	7.37	12.55147033	2990.92	3141.1	12.55
4	12/09/15	255	7.2	7.2	7.2	12.60178443	2998.13	3153.7	12.6
4	13/09/15	256	8.08	8.08	8.08	12.65227846	3006.21	3166.35	12.65
4	14/09/15	257	8.01	8.01	8.01	12.70294489	3014.22	3179.05	12.7
4	15/09/15	258	13.56	13.56	13.56	12.75377625	3027.78	3191.81	12.75
4	16/09/15	259	14.85	14.85	14.85	12.80476512	3042.62	3204.61	12.8
4	17/09/15	260	14.38	14.38	14.38	12.85590409	3057.01	3217.47	12.86
4	18/09/15	261	11.57	11.57	11.57	12.90718577	3068.57	3230.38	12.91
4	19/09/15	262	6.9	6.9	6.9	12.95860279	3075.48	3243.33	12.96
4	20/09/15	263	6.02	6.02	6.02	13.01014775	3081.5	3256.34	13.01
4	21/09/15	264	6.25	6.25	6.25	13.06181326	3087.74	3269.41	13.06
4	22/09/15	265	5.94	5.94	5.94	13.11359188	3093.68	3282.52	13.11
4	23/09/15	266	9.75	9.75	9.75	13.16547612	3103.43	3295.69	13.17
4	24/09/15	267	8.96	8.96	8.96	13.21745847	3112.39	3308.9	13.22
4	25/09/15	268	7.42	7.42	7.42	13.2695313	3119.81	3322.17	13.27
4	26/09/15	269	8.09	8.09	8.09	13.32168695	3127.9	3335.49	13.32
4	27/09/15	270	8.12	8.12	8.12	13.37391764	3136.02	3348.87	13.37
4	28/09/15	271	8.08	8.08	8.08	13.42621549	3144.1	3362.29	13.43
4	29/09/15	272	10.91	10.91	10.91	13.47857248	3155.01	3375.77	13.48
4	30/09/15	273	11.55	11.55	11.55	13.5309805	3166.57	3389.3	13.53
4	1/10/15	274	14.22	14.22	14.22	13.58343127	3180.79	3402.89	13.58
4	2/10/15	275	12.47	12.47	12.47	13.63591633	3193.25	3416.52	13.64
4	3/10/15	276	11.75	11.75	11.75	13.6884271	3205.01	3430.21	13.69
4	4/10/15	277	16.73	16.73	16.73	13.74095476	3221.73	3443.95	13.74
4	5/10/15	278	10.63	10.63	10.63	13.79349033	3232.36	3457.75	13.79
4	6/10/15	279	16.91	16.91	16.91	13.84602459	3249.28	3471.59	13.85
4	7/10/15	280	20.85	20.85	20.85	13.89854813	3270.13	3485.49	13.9
4	8/10/15	281	9.77	9.77	9.77	13.95105127	3279.89	3499.44	13.95
4	9/10/15	282	9.94	9.94	9.94	14.00352408	3289.83	3513.45	14
4	10/10/15	283	11.31	11.31	11.31	14.05595639	3301.14	3527.5	14.06
4	11/10/15	284	14.61	14.61	14.61	14.10833773	3315.75	3541.61	14.11
4	12/10/15	285	16.67	16.67	16.67	14.16065735	3332.42	3555.77	14.16
4	13/10/15	286	10.98	10.98	10.98	14.2129042	3343.41	3569.98	14.21
4	14/10/15	287	10.55	10.55	10.55	14.2650669	3353.96	3584.25	14.27
4	15/10/15	288	10.88	10.88	10.88	14.31713375	3364.83	3598.57	14.32
4	16/10/15	289	16.7	16.7	16.7	14.36909273	3381.53	3612.93	14.37
4	17/10/15	290	12.89	12.89	12.89	14.42093144	3394.42	3627.36	14.42
4	18/10/15	291	15.41	15.41	15.41	14.47263713	3409.83	3641.83	14.47
4	19/10/15	292	10.75	10.75	10.75	14.52419669	3420.59	3656.35	14.52
4	20/10/15	293	11.45	11.45	11.45	14.57559661	3432.04	3670.93	14.58
4	21/10/15	294	17.93	17.93	17.93	14.62682299	3449.97	3685.55	14.63
4	22/10/15	295	10.88	10.88	10.88	14.67786154	3460.85	3700.23	14.68
4	23/10/15	296	11.61	11.61	11.61	14.72869755	3472.46	3714.96	14.73
4	24/10/15	297	11.38	11.38	11.38	14.77931588	3483.83	3729.74	14.78
4	25/10/15	298	10.27	10.27	10.27	14.82970099	3494.1	3744.57	14.83
4	26/10/15	299	14.55	14.55	14.55	14.87983689	3508.65	3759.45	14.88
4	27/10/15	300	10.28	10.28	10.28	14.92970715	3518.94	3774.38	14.93
4	28/10/15	301	10.52	10.52	10.52	14.97929491	3529.46	3789.36	14.98
4	29/10/15	302	8.62	8.62	8.62	15.02858285	3538.08	3804.39	15.03
4	30/10/15	303	10.6	7.42	9.01	15.07755321	3547.09	3819.47	15.08
4	31/10/15	304	10.6	10.6	10.6	15.12618778	3557.69	3834.59	15.13
4	1/11/15	305	12.48	12.48	12.48	15.17446789	3570.18	3849.77	15.17
4	2/11/15	306	15.94	15.94	15.94	15.22237441	3586.12	3864.99	15.22
4	3/11/15	307	12.75	12.75	12.75	15.2698878	3598.87	3880.26	15.27
4	4/11/15	308	7.4	7.4	7.4	15.31698803	3606.28	3895.58	15.32
4	5/11/15	309	8.16	8.16	8.16	15.36365465	3614.43	3910.94	15.36
4	6/11/15	310	11.42	11.42	11.42	15.40986679	3625.85	3926.35	15.41
4	7/11/15	311	12.74	12.74	12.74	15.45560313	3638.59	3941.8	15.46
4	8/11/15	312	13.84	13.84	13.84	15.50084196	3652.43	3957.31	15.5
4	9/11/15	313	13.84	13.84	13.84	15.54556116	3666.27	3972.85	15.55
4	10/11/15	314	15.32	15.32	15.32	15.58973821	3681.6	3988.44	15.59
4	11/11/15	315	10.79	10.79	10.79	15.63335024	3692.38	4004.07	15.63
4	12/11/15	316	8.69	8.69	8.69	15.67637401	3701.08	4019.75	15.68
4	13/11/15	317	10.35	10.35	10.35	15.71878597	3711.42	4035.47	15.72
4	14/11/15	318	13.66	13.66	13.66	15.76056222	3725.08	4051.23	15.76
4	15/11/15	319	10.58	10.58	10.58	15.80167861	3735.66	4067.03	15.8
4	16/11/15	320	11.01	11.01	11.01	15.84211073	3746.68	4082.87	15.84
4	17/11/15	321	11.53	11.53	11.53	15.88183393	3758.2	4098.76	15.88
4	18/11/15	322	9.51	9.51	9.51	15.92082336	3767.71	4114.68	15.92
4	19/11/15	323	9.79	9.79	9.79	15.95905402	3777.5	4130.64	15.96
4	20/11/15	324	17.46	17.46	17.46	15.99650078	3794.96	4146.63	16
4	21/11/15	325	12.1	12.1	12.1	16.03313843	3807.07	4162.66	16.03
4	22/11/15	326	12.31	12.31	12.31	16.06894169	3819.38	4178.73	16.07
4	23/11/15	327	16.82	16.82	16.82	16.10388531	3836.2	4194.84	16.1
4	24/11/15	328	20.9	20.9	20.9	16.13794407	3857.1	4210.98	16.14
4	25/11/15	329	20.99	20.99	20.99	16.17109283	3878.09	4227.15	16.17
4	26/11/15	330	20.97	20.97	20.97	16.20330663	3899.06	4243.35	16.2
4	27/11/15	331	22.95	22.95	22.95	16.23456066	3922.02	4259.58	16.23
4	28/11/15	332	0	0	0	16.26483038	3922.02	4275.85	16.26
4	29/11/15	333	0	0	0	16.29409155	3922.02	4292.14	16.29
4	30/11/15	334	0	0	0	16.3223203	3922.02	4308.47	16.32
4	1/12/15	335	0	0	0	16.34949316	3922.02	4324.82	16.35
4	2/12/15	336	0	0	0	16.37558713	3922.02	4341.19	16.38
4	3/12/15	337	0	0	0	16.40057978	3922.02	4357.59	16.4
