date	hour	Air
26/12/2015	15	19.96
26/12/2015	16	19.27
26/12/2015	17	18.628
26/12/2015	18	17.605
26/12/2015	19	16.392
26/12/2015	20	14.84
26/12/2015	21	14.122
26/12/2015	22	13.497
26/12/2015	23	13.137
27/12/2015	0	13.185
27/12/2015	1	12.871
27/12/2015	2	13.137
27/12/2015	3	13.209
27/12/2015	4	13.281
27/12/2015	5	13.305
27/12/2015	6	14.218
27/12/2015	7	15.031
27/12/2015	8	15.509
27/12/2015	9	16.392
27/12/2015	10	16.439
27/12/2015	11	17.486
27/12/2015	12	17.772
27/12/2015	13	18.699
27/12/2015	14	18.604
27/12/2015	15	18.652
27/12/2015	16	18.461
27/12/2015	17	17.748
27/12/2015	18	16.725
27/12/2015	19	15.843
27/12/2015	20	14.721
27/12/2015	21	14.314
27/12/2015	22	14.098
27/12/2015	23	14.026
28/12/2015	0	14.122
28/12/2015	1	13.906
28/12/2015	2	13.93
28/12/2015	3	13.786
28/12/2015	4	13.882
28/12/2015	5	13.954
28/12/2015	6	14.84
28/12/2015	7	15.748
28/12/2015	8	16.773
28/12/2015	9	17.011
28/12/2015	10	17.962
28/12/2015	11	19.793
28/12/2015	12	20.055
28/12/2015	13	19.698
28/12/2015	14	19.698
28/12/2015	15	18.438
28/12/2015	16	17.772
28/12/2015	17	17.819
28/12/2015	18	17.034
28/12/2015	19	15.414
28/12/2015	20	14.074
28/12/2015	21	13.738
28/12/2015	22	13.305
28/12/2015	23	13.161
29/12/2015	0	12.992
29/12/2015	1	11.904
29/12/2015	2	11.078
29/12/2015	3	7.242
29/12/2015	4	7.318
29/12/2015	5	5.719
29/12/2015	6	9.756
29/12/2015	7	13.93
29/12/2015	8	15.605
29/12/2015	9	16.582
29/12/2015	10	17.51
29/12/2015	11	18.438
29/12/2015	12	18.628
29/12/2015	13	19.151
29/12/2015	14	17.843
29/12/2015	15	18.461
29/12/2015	16	18.438
29/12/2015	17	18.39
29/12/2015	18	16.534
29/12/2015	19	14.984
29/12/2015	20	12.509
29/12/2015	21	10.663
29/12/2015	22	8.519
29/12/2015	23	8.568
30/12/2015	0	6.306
30/12/2015	1	6.408
30/12/2015	2	5.745
30/12/2015	3	5.539
30/12/2015	4	4.532
30/12/2015	5	5.488
30/12/2015	6	7.343
30/12/2015	7	11.807
30/12/2015	8	13.882
30/12/2015	9	16.177
30/12/2015	10	15.079
30/12/2015	11	16.534
30/12/2015	12	15.533
30/12/2015	13	15.151
30/12/2015	14	14.649
30/12/2015	15	14.673
30/12/2015	16	13.401
30/12/2015	17	12.292
30/12/2015	18	11.078
30/12/2015	19	11.856
30/12/2015	20	11.394
30/12/2015	21	11.321
30/12/2015	22	11.443
30/12/2015	23	11.346
31/12/2015	0	11.37
31/12/2015	1	11.053
31/12/2015	2	11.37
31/12/2015	3	11.273
31/12/2015	4	10.614
31/12/2015	5	10.761
31/12/2015	6	11.297
31/12/2015	7	12.823
31/12/2015	8	13.377
31/12/2015	9	14.768
31/12/2015	10	15.366
31/12/2015	11	17.177
31/12/2015	12	18.366
31/12/2015	13	18.485
31/12/2015	14	18.39
31/12/2015	15	18.224
31/12/2015	16	17.962
31/12/2015	17	17.415
31/12/2015	18	16.654
31/12/2015	19	16.034
31/12/2015	20	14.816
31/12/2015	21	14.337
31/12/2015	22	14.314
31/12/2015	23	14.337
1/01/2016	0	14.385
1/01/2016	1	14.385
1/01/2016	2	14.098
1/01/2016	3	14.074
1/01/2016	4	13.714
1/01/2016	5	12.509
1/01/2016	6	13.81
1/01/2016	7	16.534
1/01/2016	8	18.58
1/01/2016	9	19.579
1/01/2016	10	21.39
1/01/2016	11	21.867
1/01/2016	12	22.082
1/01/2016	13	22.417
1/01/2016	14	22.489
1/01/2016	15	22.513
1/01/2016	16	21.628
1/01/2016	17	22.848
1/01/2016	18	22.13
1/01/2016	19	20.126
1/01/2016	20	18.652
1/01/2016	21	17.415
1/01/2016	22	16.654
1/01/2016	23	16.368
2/01/2016	0	15.581
2/01/2016	1	15.629
2/01/2016	2	15.676
2/01/2016	3	15.175
2/01/2016	4	14.936
2/01/2016	5	14.864
2/01/2016	6	14.888
2/01/2016	7	15.199
2/01/2016	8	15.748
2/01/2016	9	16.272
2/01/2016	10	16.844
2/01/2016	11	16.868
2/01/2016	12	17.153
2/01/2016	13	17.225
2/01/2016	14	17.249
2/01/2016	15	17.938
2/01/2016	16	17.772
2/01/2016	17	17.915
2/01/2016	18	17.106
2/01/2016	19	16.368
2/01/2016	20	15.915
2/01/2016	21	15.199
2/01/2016	22	15.318
2/01/2016	23	15.294
3/01/2016	0	15.247
3/01/2016	1	15.247
3/01/2016	2	15.294
3/01/2016	3	15.151
3/01/2016	4	15.031
3/01/2016	5	15.175
3/01/2016	6	15.461
3/01/2016	7	14.601
3/01/2016	8	13.185
3/01/2016	9	13.906
3/01/2016	10	14.577
3/01/2016	11	15.318
3/01/2016	12	15.27
3/01/2016	13	13.088
3/01/2016	14	12.122
3/01/2016	15	11.734
3/01/2016	16	10.443
3/01/2016	17	10.663
3/01/2016	18	10.663
3/01/2016	19	10.59
3/01/2016	20	10.81
3/01/2016	21	10.541
3/01/2016	22	10.663
3/01/2016	23	10.638
4/01/2016	0	9.78
4/01/2016	1	8.891
4/01/2016	2	8.717
4/01/2016	3	8.195
4/01/2016	4	7.97
4/01/2016	5	7.695
4/01/2016	6	8.344
4/01/2016	7	8.767
4/01/2016	8	10.59
4/01/2016	9	12.364
4/01/2016	10	10.858
4/01/2016	11	12.703
4/01/2016	12	13.69
4/01/2016	13	14.673
4/01/2016	14	16.177
4/01/2016	15	14.697
4/01/2016	16	15.223
4/01/2016	17	15.676
4/01/2016	18	14.529
4/01/2016	19	13.57
4/01/2016	20	12.05
4/01/2016	21	10.858
4/01/2016	22	10.541
4/01/2016	23	10.075
5/01/2016	0	9.879
5/01/2016	1	9.386
5/01/2016	2	9.015
5/01/2016	3	8.568
5/01/2016	4	7.645
5/01/2016	5	5.642
5/01/2016	6	8.767
5/01/2016	7	10.565
5/01/2016	8	13.906
5/01/2016	9	15.247
5/01/2016	10	16.201
5/01/2016	11	16.487
5/01/2016	12	17.177
5/01/2016	13	17.677
5/01/2016	14	17.486
5/01/2016	15	17.748
5/01/2016	16	16.844
5/01/2016	17	17.153
5/01/2016	18	16.201
5/01/2016	19	14.266
5/01/2016	20	13.281
5/01/2016	21	13.137
5/01/2016	22	13.064
5/01/2016	23	12.92
6/01/2016	0	13.016
6/01/2016	1	12.823
6/01/2016	2	12.775
6/01/2016	3	10.761
6/01/2016	4	8.792
6/01/2016	5	9.312
6/01/2016	6	12.437
6/01/2016	7	14.984
6/01/2016	8	15.509
6/01/2016	9	16.939
6/01/2016	10	16.82
6/01/2016	11	17.415
6/01/2016	12	18.866
6/01/2016	13	18.533
6/01/2016	14	18.723
6/01/2016	15	18.794
6/01/2016	16	17.962
6/01/2016	17	18.247
6/01/2016	18	17.486
6/01/2016	19	16.32
6/01/2016	20	15.509
6/01/2016	21	15.485
6/01/2016	22	15.39
6/01/2016	23	15.366
7/01/2016	0	14.314
7/01/2016	1	13.738
7/01/2016	2	12.413
7/01/2016	3	14.122
7/01/2016	4	13.954
7/01/2016	5	13.497
7/01/2016	6	13.642
7/01/2016	7	14.625
7/01/2016	8	15.581
7/01/2016	9	18.129
7/01/2016	10	17.819
7/01/2016	11	17.843
7/01/2016	12	18.628
7/01/2016	13	20.555
7/01/2016	14	21.223
7/01/2016	15	21.963
7/01/2016	16	18.366
7/01/2016	17	17.201
7/01/2016	18	16.082
7/01/2016	19	15.533
7/01/2016	20	15.676
7/01/2016	21	15.175
7/01/2016	22	15.079
7/01/2016	23	15.915
8/01/2016	0	16.725
8/01/2016	1	16.892
8/01/2016	2	16.654
8/01/2016	3	17.082
8/01/2016	4	17.463
8/01/2016	5	17.391
8/01/2016	6	18.866
8/01/2016	7	19.912
8/01/2016	8	20.579
8/01/2016	9	23.328
8/01/2016	10	21.056
8/01/2016	11	22.537
8/01/2016	12	22.561
8/01/2016	13	20.269
8/01/2016	14	15.724
8/01/2016	15	14.768
8/01/2016	16	16.963
8/01/2016	17	16.129
8/01/2016	18	16.915
8/01/2016	19	14.553
8/01/2016	20	15.079
8/01/2016	21	14.84
8/01/2016	22	12.92
8/01/2016	23	12.509
9/01/2016	0	12.63
9/01/2016	1	12.413
9/01/2016	2	12.558
9/01/2016	3	11.71
9/01/2016	4	10.492
9/01/2016	5	9.706
9/01/2016	6	12.001
9/01/2016	7	14.577
9/01/2016	8	17.486
9/01/2016	9	16.963
9/01/2016	10	15.963
9/01/2016	11	15.247
9/01/2016	12	16.153
9/01/2016	13	17.534
9/01/2016	14	18.01
9/01/2016	15	16.106
9/01/2016	16	15.247
9/01/2016	17	15.438
9/01/2016	18	14.673
9/01/2016	19	14.84
9/01/2016	20	15.223
9/01/2016	21	15.438
9/01/2016	22	15.676
9/01/2016	23	15.031
10/01/2016	0	17.201
10/01/2016	1	17.843
10/01/2016	2	16.725
10/01/2016	3	18.057
10/01/2016	4	16.534
10/01/2016	5	12.847
10/01/2016	6	15.127
10/01/2016	7	14.314
10/01/2016	8	15.533
10/01/2016	9	14.96
10/01/2016	10	14.529
10/01/2016	11	14.409
10/01/2016	12	15.247
10/01/2016	13	14.433
10/01/2016	14	14.721
10/01/2016	15	14.433
10/01/2016	16	14.194
10/01/2016	17	13.858
10/01/2016	18	13.233
10/01/2016	19	12.582
10/01/2016	20	11.977
10/01/2016	21	11.759
10/01/2016	22	11.589
10/01/2016	23	11.613
11/01/2016	0	11.54
11/01/2016	1	9.682
11/01/2016	2	9.706
11/01/2016	3	10.712
11/01/2016	4	10.883
11/01/2016	5	11.127
11/01/2016	6	11.492
11/01/2016	7	11.832
11/01/2016	8	12.389
11/01/2016	9	13.594
11/01/2016	10	15.223
11/01/2016	11	15.581
11/01/2016	12	16.415
11/01/2016	13	16.511
11/01/2016	14	17.558
11/01/2016	15	16.915
11/01/2016	16	17.177
11/01/2016	17	16.558
11/01/2016	18	15.867
11/01/2016	19	15.318
11/01/2016	20	14.457
11/01/2016	21	14.505
11/01/2016	22	14.409
11/01/2016	23	14.242
12/01/2016	0	14.17
12/01/2016	1	13.954
12/01/2016	2	13.594
12/01/2016	3	11.929
12/01/2016	4	10.761
12/01/2016	5	9.188
12/01/2016	6	11.807
12/01/2016	7	14.673
12/01/2016	8	17.272
12/01/2016	9	19.865
12/01/2016	10	21.39
12/01/2016	11	22.274
12/01/2016	12	24.219
12/01/2016	13	25.283
12/01/2016	14	25.525
12/01/2016	15	25.841
12/01/2016	16	22.968
12/01/2016	17	23.28
12/01/2016	18	20.341
12/01/2016	19	18.961
12/01/2016	20	16.868
12/01/2016	21	15.867
12/01/2016	22	15.223
12/01/2016	23	14.745
13/01/2016	0	14.864
13/01/2016	1	15.031
13/01/2016	2	14.888
13/01/2016	3	14.505
13/01/2016	4	13.834
13/01/2016	5	13.666
13/01/2016	6	13.233
13/01/2016	7	13.161
13/01/2016	8	12.074
13/01/2016	9	11.346
13/01/2016	10	11.71
13/01/2016	11	13.209
13/01/2016	12	14.912
13/01/2016	13	14.337
13/01/2016	14	13.906
13/01/2016	15	13.618
13/01/2016	16	14.098
13/01/2016	17	14.625
13/01/2016	18	12.896
13/01/2016	19	11.977
13/01/2016	20	11.346
13/01/2016	21	11.175
13/01/2016	22	11.175
13/01/2016	23	10.81
14/01/2016	0	10.59
14/01/2016	1	9.139
14/01/2016	2	10.369
14/01/2016	3	10.051
14/01/2016	4	10.173
14/01/2016	5	10.932
14/01/2016	6	11.346
14/01/2016	7	13.522
14/01/2016	8	13.978
14/01/2016	9	15.509
14/01/2016	10	15.819
14/01/2016	11	16.249
14/01/2016	12	16.439
14/01/2016	13	17.891
14/01/2016	14	17.843
14/01/2016	15	17.605
14/01/2016	16	17.486
14/01/2016	17	17.629
14/01/2016	18	17.153
14/01/2016	19	17.986
14/01/2016	20	17.082
14/01/2016	21	16.415
14/01/2016	22	15.986
14/01/2016	23	16.463
15/01/2016	0	14.816
15/01/2016	1	15.438
15/01/2016	2	16.177
15/01/2016	3	16.749
15/01/2016	4	17.629
15/01/2016	5	19.722
15/01/2016	6	20.365
15/01/2016	7	22.154
15/01/2016	8	22.848
15/01/2016	9	20.984
15/01/2016	10	21.223
15/01/2016	11	22.034
15/01/2016	12	24.171
15/01/2016	13	20.65
15/01/2016	14	17.796
15/01/2016	15	16.868
15/01/2016	16	14.84
15/01/2016	17	14.361
15/01/2016	18	12.122
15/01/2016	19	11.953
15/01/2016	20	11.637
15/01/2016	21	11.492
15/01/2016	22	11.662
15/01/2016	23	11.37
16/01/2016	0	11.078
16/01/2016	1	11.321
16/01/2016	2	11.613
16/01/2016	3	11.492
16/01/2016	4	11.467
16/01/2016	5	11.589
16/01/2016	6	11.637
16/01/2016	7	11.565
16/01/2016	8	12.098
16/01/2016	9	13.04
16/01/2016	10	13.449
16/01/2016	11	14.29
16/01/2016	12	15.581
16/01/2016	13	15.27
16/01/2016	14	15.724
16/01/2016	15	16.511
16/01/2016	16	15.27
16/01/2016	17	14.936
16/01/2016	18	14.457
16/01/2016	19	13.666
16/01/2016	20	13.088
16/01/2016	21	13.233
16/01/2016	22	13.594
16/01/2016	23	13.81
17/01/2016	0	13.858
17/01/2016	1	13.642
17/01/2016	2	13.882
17/01/2016	3	13.954
17/01/2016	4	14.17
17/01/2016	5	13.93
17/01/2016	6	14.194
17/01/2016	7	14.649
17/01/2016	8	16.272
17/01/2016	9	16.01
17/01/2016	10	15.008
17/01/2016	11	15.247
17/01/2016	12	17.201
17/01/2016	13	17.915
17/01/2016	14	15.915
17/01/2016	15	15.533
17/01/2016	16	15.676
17/01/2016	17	14.768
17/01/2016	18	14.17
17/01/2016	19	13.93
17/01/2016	20	13.882
17/01/2016	21	13.858
17/01/2016	22	13.906
17/01/2016	23	13.618
18/01/2016	0	13.353
18/01/2016	1	12.92
18/01/2016	2	12.92
18/01/2016	3	12.122
18/01/2016	4	11.832
18/01/2016	5	11.88
18/01/2016	6	12.195
18/01/2016	7	12.413
18/01/2016	8	12.92
18/01/2016	9	13.642
18/01/2016	10	14.194
18/01/2016	11	15.199
18/01/2016	12	14.529
18/01/2016	13	15.366
18/01/2016	14	15.342
18/01/2016	15	15.796
18/01/2016	16	15.055
18/01/2016	17	15.008
18/01/2016	18	14.96
18/01/2016	19	14.481
18/01/2016	20	14.385
18/01/2016	21	14.361
18/01/2016	22	14.361
18/01/2016	23	14.409
19/01/2016	0	14.553
19/01/2016	1	14.529
19/01/2016	2	14.481
19/01/2016	3	14.481
19/01/2016	4	14.409
19/01/2016	5	13.882
19/01/2016	6	13.786
19/01/2016	7	13.882
19/01/2016	8	14.936
19/01/2016	9	14.529
19/01/2016	10	16.82
19/01/2016	11	16.582
19/01/2016	12	16.415
19/01/2016	13	16.915
19/01/2016	14	16.725
19/01/2016	15	17.558
19/01/2016	16	17.201
19/01/2016	17	16.534
19/01/2016	18	16.415
19/01/2016	19	15.223
19/01/2016	20	15.008
19/01/2016	21	14.577
19/01/2016	22	14.242
19/01/2016	23	14.266
20/01/2016	0	14.242
20/01/2016	1	14.242
20/01/2016	2	14.314
20/01/2016	3	14.17
20/01/2016	4	14.146
20/01/2016	5	13.978
20/01/2016	6	14.098
20/01/2016	7	15.605
20/01/2016	8	16.868
20/01/2016	9	18.2
20/01/2016	10	19.436
20/01/2016	11	20.436
20/01/2016	12	20.936
20/01/2016	13	22.058
20/01/2016	14	22.705
20/01/2016	15	22.178
20/01/2016	16	21.318
20/01/2016	17	21.079
20/01/2016	18	20.722
20/01/2016	19	19.793
20/01/2016	20	17.986
20/01/2016	21	16.463
20/01/2016	22	16.344
20/01/2016	23	16.129
21/01/2016	0	15.724
21/01/2016	1	14.697
21/01/2016	2	14.888
21/01/2016	3	14.577
21/01/2016	4	13.882
21/01/2016	5	14.122
21/01/2016	6	15.103
21/01/2016	7	19.294
21/01/2016	8	21.939
21/01/2016	9	23.16
21/01/2016	10	23.905
21/01/2016	11	26.28
21/01/2016	12	26.916
21/01/2016	13	28.692
21/01/2016	14	27.85
21/01/2016	15	27.407
21/01/2016	16	26.231
21/01/2016	17	25.089
21/01/2016	18	23.881
21/01/2016	19	22.705
21/01/2016	20	22.369
21/01/2016	21	20.865
21/01/2016	22	19.127
21/01/2016	23	17.534
22/01/2016	0	15.557
22/01/2016	1	17.201
22/01/2016	2	17.296
22/01/2016	3	16.368
22/01/2016	4	16.939
22/01/2016	5	15.294
22/01/2016	6	16.725
22/01/2016	7	21.437
22/01/2016	8	23.785
22/01/2016	9	25.768
22/01/2016	10	26.451
22/01/2016	11	26.916
22/01/2016	12	29.04
22/01/2016	13	29.69
22/01/2016	14	29.59
22/01/2016	15	29.065
22/01/2016	16	27.949
22/01/2016	17	26.036
22/01/2016	18	25.283
22/01/2016	19	24.46
22/01/2016	20	24.847
22/01/2016	21	23.064
22/01/2016	22	21.318
22/01/2016	23	18.842
23/01/2016	0	18.913
23/01/2016	1	18.675
23/01/2016	2	17.296
23/01/2016	3	17.843
23/01/2016	4	18.271
23/01/2016	5	16.677
23/01/2016	6	18.366
23/01/2016	7	18.913
23/01/2016	8	21.199
23/01/2016	9	24.871
23/01/2016	10	26.378
23/01/2016	11	26.671
23/01/2016	12	29.464
23/01/2016	13	30.95
23/01/2016	14	30.596
23/01/2016	15	28.543
23/01/2016	16	27.801
23/01/2016	17	26.744
23/01/2016	18	26.818
23/01/2016	19	24.823
23/01/2016	20	24.702
23/01/2016	21	23.4
23/01/2016	22	21.843
23/01/2016	23	21.366
24/01/2016	0	19.341
24/01/2016	1	20.841
24/01/2016	2	19.674
24/01/2016	3	20.889
24/01/2016	4	20.507
24/01/2016	5	20.722
24/01/2016	6	21.008
24/01/2016	7	21.724
24/01/2016	8	22.226
24/01/2016	9	22.034
24/01/2016	10	22.681
24/01/2016	11	23.833
24/01/2016	12	23.376
24/01/2016	13	23.328
24/01/2016	14	22.896
24/01/2016	15	23.208
24/01/2016	16	23.713
24/01/2016	17	23.689
24/01/2016	18	23.593
24/01/2016	19	23.641
24/01/2016	20	22.25
24/01/2016	21	22.513
24/01/2016	22	21.366
24/01/2016	23	20.746
25/01/2016	0	18.343
25/01/2016	1	17.677
25/01/2016	2	17.249
25/01/2016	3	16.796
25/01/2016	4	16.558
25/01/2016	5	16.487
25/01/2016	6	17.082
25/01/2016	7	18.033
25/01/2016	8	19.056
25/01/2016	9	23.617
25/01/2016	10	25.525
25/01/2016	11	27.161
25/01/2016	12	25.793
25/01/2016	13	25.598
