date	hour	Air
27/09/2015	23	6.737
28/09/2015	0	5.591
28/09/2015	1	3.722
28/09/2015	2	2.477
28/09/2015	3	1.724
28/09/2015	4	1.859
28/09/2015	5	0.467
28/09/2015	6	1.18
28/09/2015	7	2.182
28/09/2015	8	7.142
28/09/2015	9	10.761
28/09/2015	10	12.292
28/09/2015	11	12.678
28/09/2015	12	12.92
28/09/2015	13	12.243
28/09/2015	14	12.558
28/09/2015	15	12.871
28/09/2015	16	12.558
28/09/2015	17	11.589
28/09/2015	18	10.026
28/09/2015	19	9.829
28/09/2015	20	9.879
28/09/2015	21	9.46
28/09/2015	22	9.114
28/09/2015	23	8.916
29/09/2015	0	8.593
29/09/2015	1	8.568
29/09/2015	2	8.668
29/09/2015	3	8.419
29/09/2015	4	8.245
29/09/2015	5	8.444
29/09/2015	6	8.668
29/09/2015	7	8.916
29/09/2015	8	10.198
29/09/2015	9	11.734
29/09/2015	10	13.377
29/09/2015	11	14.314
29/09/2015	12	14.098
29/09/2015	13	14.122
29/09/2015	14	14.577
29/09/2015	15	13.81
29/09/2015	16	13.449
29/09/2015	17	12.606
29/09/2015	18	11.321
29/09/2015	19	10.173
29/09/2015	20	10.051
29/09/2015	21	9.952
29/09/2015	22	9.78
29/09/2015	23	9.731
30/09/2015	0	9.682
30/09/2015	1	9.46
30/09/2015	2	9.213
30/09/2015	3	9.015
30/09/2015	4	8.792
30/09/2015	5	8.792
30/09/2015	6	8.543
30/09/2015	7	9.657
30/09/2015	8	11.443
30/09/2015	9	12.316
30/09/2015	10	13.233
30/09/2015	11	14.816
30/09/2015	12	15.151
30/09/2015	13	15.652
30/09/2015	14	15.414
30/09/2015	15	15.509
30/09/2015	16	13.449
30/09/2015	17	12.534
30/09/2015	18	11.589
30/09/2015	19	10.541
30/09/2015	20	10.956
30/09/2015	21	11.078
30/09/2015	22	10.541
30/09/2015	23	9.928
1/10/2015	0	9.485
1/10/2015	1	9.583
1/10/2015	2	10.149
1/10/2015	3	10.051
1/10/2015	4	9.213
1/10/2015	5	8.767
1/10/2015	6	10.124
1/10/2015	7	12.122
1/10/2015	8	12.751
1/10/2015	9	14.673
1/10/2015	10	16.654
1/10/2015	11	18.937
1/10/2015	12	20.484
1/10/2015	13	20.865
1/10/2015	14	21.413
1/10/2015	15	20.15
1/10/2015	16	19.508
1/10/2015	17	18.485
1/10/2015	18	16.439
1/10/2015	19	14.577
1/10/2015	20	13.882
1/10/2015	21	12.219
1/10/2015	22	10.565
1/10/2015	23	10.198
2/10/2015	0	8.245
2/10/2015	1	6.204
2/10/2015	2	5.616
2/10/2015	3	4.662
2/10/2015	4	4.532
2/10/2015	5	6.509
2/10/2015	6	7.041
2/10/2015	7	10.345
2/10/2015	8	11.589
2/10/2015	9	12.654
2/10/2015	10	15.199
2/10/2015	11	17.368
2/10/2015	12	18.771
2/10/2015	13	19.27
2/10/2015	14	20.126
2/10/2015	15	19.532
2/10/2015	16	18.533
2/10/2015	17	16.963
2/10/2015	18	15.629
2/10/2015	19	14.29
2/10/2015	20	12.992
2/10/2015	21	11.467
2/10/2015	22	11.005
2/10/2015	23	10.663
3/10/2015	0	10.296
3/10/2015	1	9.731
3/10/2015	2	9.336
3/10/2015	3	8.618
3/10/2015	4	8.717
3/10/2015	5	7.519
3/10/2015	6	5.821
3/10/2015	7	8.693
3/10/2015	8	10.98
3/10/2015	9	12.823
3/10/2015	10	13.69
3/10/2015	11	13.666
3/10/2015	12	14.29
3/10/2015	13	15.055
3/10/2015	14	14.96
3/10/2015	15	14.745
3/10/2015	16	14.433
3/10/2015	17	14.29
3/10/2015	18	13.786
3/10/2015	19	12.509
3/10/2015	20	11.856
3/10/2015	21	11.589
3/10/2015	22	9.583
3/10/2015	23	15.031
4/10/2015	0	15.055
4/10/2015	1	13.57
4/10/2015	2	14.29
4/10/2015	3	13.305
4/10/2015	4	12.195
4/10/2015	5	12.823
4/10/2015	6	12.34
4/10/2015	7	12.316
4/10/2015	8	15.103
4/10/2015	9	16.606
4/10/2015	10	19.127
4/10/2015	11	22.92
4/10/2015	12	21.772
4/10/2015	13	22.082
4/10/2015	14	22.298
4/10/2015	15	22.058
4/10/2015	16	19.08
4/10/2015	17	18.985
4/10/2015	18	17.938
4/10/2015	19	18.366
4/10/2015	20	17.463
4/10/2015	21	15.461
4/10/2015	22	13.112
4/10/2015	23	13.185
5/10/2015	0	12.219
5/10/2015	1	10.81
5/10/2015	2	8.543
5/10/2015	3	9.262
5/10/2015	4	9.706
5/10/2015	5	9.089
5/10/2015	6	8.891
5/10/2015	7	9.089
5/10/2015	8	10.296
5/10/2015	9	11.005
5/10/2015	10	12.098
5/10/2015	11	12.34
5/10/2015	12	12.34
5/10/2015	13	13.016
5/10/2015	14	14.601
5/10/2015	15	13.834
5/10/2015	16	12.389
5/10/2015	17	10.296
5/10/2015	18	9.608
5/10/2015	19	9.114
5/10/2015	20	9.04
5/10/2015	21	9.336
5/10/2015	22	9.213
5/10/2015	23	9.015
6/10/2015	0	9.41
6/10/2015	1	8.668
6/10/2015	2	9.879
6/10/2015	3	7.745
6/10/2015	4	8.99
6/10/2015	5	8.916
6/10/2015	6	6
6/10/2015	7	10.345
6/10/2015	8	16.392
6/10/2015	9	18.2
6/10/2015	10	20.746
6/10/2015	11	23.93
6/10/2015	12	24.171
6/10/2015	13	24.871
6/10/2015	14	25.598
6/10/2015	15	25.55
6/10/2015	16	25.137
6/10/2015	17	23.593
6/10/2015	18	21.461
6/10/2015	19	19.603
6/10/2015	20	19.436
6/10/2015	21	15.7
6/10/2015	22	14.768
6/10/2015	23	16.82
7/10/2015	0	17.177
7/10/2015	1	20.079
7/10/2015	2	21.509
7/10/2015	3	20.484
7/10/2015	4	17.915
7/10/2015	5	18.913
7/10/2015	6	19.698
7/10/2015	7	18.438
7/10/2015	8	20.079
7/10/2015	9	23.833
7/10/2015	10	25.89
7/10/2015	11	25.186
7/10/2015	12	25.113
7/10/2015	13	25.186
7/10/2015	14	24.726
7/10/2015	15	23.785
7/10/2015	16	24.847
7/10/2015	17	21.652
7/10/2015	18	19.722
7/10/2015	19	18.176
7/10/2015	20	19.341
7/10/2015	21	17.653
7/10/2015	22	16.106
7/10/2015	23	14.912
8/10/2015	0	13.473
8/10/2015	1	10.98
8/10/2015	2	10.443
8/10/2015	3	8.866
8/10/2015	4	8.543
8/10/2015	5	7.72
8/10/2015	6	6.509
8/10/2015	7	8.07
8/10/2015	8	10.075
8/10/2015	9	10.81
8/10/2015	10	13.233
8/10/2015	11	13.112
8/10/2015	12	13.04
8/10/2015	13	12.703
8/10/2015	14	11.88
8/10/2015	15	10.858
8/10/2015	16	10.124
8/10/2015	17	10.516
8/10/2015	18	9.682
8/10/2015	19	8.543
8/10/2015	20	7.167
8/10/2015	21	5.924
8/10/2015	22	7.066
8/10/2015	23	5.024
9/10/2015	0	4.037
9/10/2015	1	2.744
9/10/2015	2	3.116
9/10/2015	3	4.584
9/10/2015	4	5.024
9/10/2015	5	4.194
9/10/2015	6	3.801
9/10/2015	7	5.949
9/10/2015	8	9.361
9/10/2015	9	12.074
9/10/2015	10	14.002
9/10/2015	11	14.96
9/10/2015	12	15.223
9/10/2015	13	15.605
9/10/2015	14	15.438
9/10/2015	15	14.721
9/10/2015	16	14.026
9/10/2015	17	13.161
9/10/2015	18	11.88
9/10/2015	19	11.078
9/10/2015	20	11.346
9/10/2015	21	11.078
9/10/2015	22	10.81
9/10/2015	23	10.271
10/10/2015	0	9.805
10/10/2015	1	9.657
10/10/2015	2	8.618
10/10/2015	3	8.841
10/10/2015	4	7.645
10/10/2015	5	6.788
10/10/2015	6	4.61
10/10/2015	7	7.544
10/10/2015	8	10.638
10/10/2015	9	13.618
10/10/2015	10	14.146
10/10/2015	11	15.294
10/10/2015	12	16.368
10/10/2015	13	16.725
10/10/2015	14	15.247
10/10/2015	15	13.906
10/10/2015	16	13.594
10/10/2015	17	12.847
10/10/2015	18	11.783
10/10/2015	19	11.005
10/10/2015	20	10.98
10/10/2015	21	10.785
10/10/2015	22	10.59
10/10/2015	23	10.516
11/10/2015	0	9.805
11/10/2015	1	9.46
11/10/2015	2	9.114
11/10/2015	3	6.788
11/10/2015	4	7.142
11/10/2015	5	6.026
11/10/2015	6	8.295
11/10/2015	7	11.053
11/10/2015	8	14.433
11/10/2015	9	17.415
11/10/2015	10	19.127
11/10/2015	11	20.984
11/10/2015	12	21.652
11/10/2015	13	21.748
11/10/2015	14	20.222
11/10/2015	15	20.269
11/10/2015	16	20.174
11/10/2015	17	18.889
11/10/2015	18	17.915
11/10/2015	19	15.819
11/10/2015	20	15.772
11/10/2015	21	13.257
11/10/2015	22	13.594
11/10/2015	23	11.589
12/10/2015	0	9.213
12/10/2015	1	8.145
12/10/2015	2	8.891
12/10/2015	3	6.712
12/10/2015	4	11.492
12/10/2015	5	11.151
12/10/2015	6	12.437
12/10/2015	7	15.843
12/10/2015	8	18.152
12/10/2015	9	20.817
12/10/2015	10	23.04
12/10/2015	11	20.484
12/10/2015	12	20.65
12/10/2015	13	20.674
12/10/2015	14	22.202
12/10/2015	15	21.843
12/10/2015	16	20.77
12/10/2015	17	20.079
12/10/2015	18	19.746
12/10/2015	19	19.175
12/10/2015	20	16.773
12/10/2015	21	17.011
12/10/2015	22	17.891
12/10/2015	23	16.963
13/10/2015	0	15.724
13/10/2015	1	9.336
13/10/2015	2	8.817
13/10/2015	3	8.568
13/10/2015	4	7.116
13/10/2015	5	8.841
13/10/2015	6	9.262
13/10/2015	7	10.467
13/10/2015	8	11.2
13/10/2015	9	8.717
13/10/2015	10	9.879
13/10/2015	11	12.098
13/10/2015	12	13.112
13/10/2015	13	14.098
13/10/2015	14	13.401
13/10/2015	15	14.409
13/10/2015	16	14.026
13/10/2015	17	13.257
13/10/2015	18	11.127
13/10/2015	19	10.638
13/10/2015	20	10.32
13/10/2015	21	10.026
13/10/2015	22	9.731
13/10/2015	23	9.435
14/10/2015	0	9.312
14/10/2015	1	8.17
14/10/2015	2	7.945
14/10/2015	3	7.87
14/10/2015	4	7.795
14/10/2015	5	7.343
14/10/2015	6	6.56
14/10/2015	7	8.369
14/10/2015	8	10.785
14/10/2015	9	11.783
14/10/2015	10	12.558
14/10/2015	11	13.377
14/10/2015	12	13.425
14/10/2015	13	13.281
14/10/2015	14	13.618
14/10/2015	15	14.625
14/10/2015	16	15.103
14/10/2015	17	12.896
14/10/2015	18	11.807
14/10/2015	19	10.858
14/10/2015	20	10.932
14/10/2015	21	8.568
14/10/2015	22	7.795
14/10/2015	23	8.469
15/10/2015	0	6.357
15/10/2015	1	5.898
15/10/2015	2	6.839
15/10/2015	3	5.437
15/10/2015	4	6.102
15/10/2015	5	6.458
15/10/2015	6	6.763
15/10/2015	7	10.001
15/10/2015	8	11.321
15/10/2015	9	12.992
15/10/2015	10	14.577
15/10/2015	11	14.745
15/10/2015	12	15.151
15/10/2015	13	14.529
15/10/2015	14	14.529
15/10/2015	15	15.031
15/10/2015	16	14.17
15/10/2015	17	13.064
15/10/2015	18	11.832
15/10/2015	19	11.273
15/10/2015	20	11.151
15/10/2015	21	11.175
15/10/2015	22	10.858
15/10/2015	23	10.761
16/10/2015	0	10.858
16/10/2015	1	10.858
16/10/2015	2	10.59
16/10/2015	3	10.345
16/10/2015	4	10.051
16/10/2015	5	8.965
16/10/2015	6	8.767
16/10/2015	7	9.854
16/10/2015	8	12.847
16/10/2015	9	17.582
16/10/2015	10	19.651
16/10/2015	11	22.345
16/10/2015	12	24.219
16/10/2015	13	24.895
16/10/2015	14	24.75
16/10/2015	15	24.315
16/10/2015	16	23.136
16/10/2015	17	21.175
16/10/2015	18	19.246
16/10/2015	19	18.105
16/10/2015	20	17.582
16/10/2015	21	17.272
16/10/2015	22	16.106
16/10/2015	23	17.249
17/10/2015	0	17.748
17/10/2015	1	17.819
17/10/2015	2	18.366
17/10/2015	3	18.438
17/10/2015	4	17.51
17/10/2015	5	17.439
17/10/2015	6	16.177
17/10/2015	7	20.031
17/10/2015	8	13.57
17/10/2015	9	10.565
17/10/2015	10	10.222
17/10/2015	11	9.879
17/10/2015	12	9.558
17/10/2015	13	10.565
17/10/2015	14	10.394
17/10/2015	15	10.418
17/10/2015	16	11.929
17/10/2015	17	10.858
17/10/2015	18	11.492
17/10/2015	19	9.682
17/10/2015	20	9.336
17/10/2015	21	9.188
17/10/2015	22	9.064
17/10/2015	23	9.139
18/10/2015	0	9.534
18/10/2015	1	10.001
18/10/2015	2	10.075
18/10/2015	3	10.247
18/10/2015	4	10.907
18/10/2015	5	11.443
18/10/2015	6	13.425
18/10/2015	7	13.185
18/10/2015	8	14.912
18/10/2015	9	19.436
18/10/2015	10	21.7
18/10/2015	11	21.223
18/10/2015	12	21.39
18/10/2015	13	21.246
18/10/2015	14	21.772
18/10/2015	15	21.939
18/10/2015	16	21.342
18/10/2015	17	19.341
18/10/2015	18	17.486
18/10/2015	19	15.175
18/10/2015	20	13.714
18/10/2015	21	12.992
18/10/2015	22	10.296
18/10/2015	23	6.99
19/10/2015	0	7.494
19/10/2015	1	8.618
19/10/2015	2	8.866
19/10/2015	3	7.745
19/10/2015	4	6.839
19/10/2015	5	6
19/10/2015	6	6.535
19/10/2015	7	8.245
19/10/2015	8	10.834
19/10/2015	9	12.437
19/10/2015	10	13.954
19/10/2015	11	15.533
19/10/2015	12	15.676
19/10/2015	13	14.912
19/10/2015	14	15.079
19/10/2015	15	15.127
19/10/2015	16	16.129
19/10/2015	17	12.582
19/10/2015	18	11.005
19/10/2015	19	9.139
19/10/2015	20	9.386
19/10/2015	21	9.188
19/10/2015	22	8.693
19/10/2015	23	8.095
20/10/2015	0	4.973
20/10/2015	1	3.801
20/10/2015	2	3.906
20/10/2015	3	4.115
20/10/2015	4	3.168
20/10/2015	5	3.168
20/10/2015	6	3.591
20/10/2015	7	8.767
20/10/2015	8	10.565
20/10/2015	9	11.565
20/10/2015	10	14.05
20/10/2015	11	15.843
20/10/2015	12	17.653
20/10/2015	13	18.343
20/10/2015	14	19.77
20/10/2015	15	17.724
20/10/2015	16	17.486
20/10/2015	17	16.487
20/10/2015	18	15.796
20/10/2015	19	14.457
20/10/2015	20	12.727
20/10/2015	21	11.492
20/10/2015	22	13.449
20/10/2015	23	11.904
21/10/2015	0	11.637
21/10/2015	1	10.614
21/10/2015	2	11.856
21/10/2015	3	11.662
21/10/2015	4	11.078
21/10/2015	5	11.346
21/10/2015	6	13.81
21/10/2015	7	15.915
21/10/2015	8	18.271
21/10/2015	9	20.246
21/10/2015	10	21.39
21/10/2015	11	21.461
21/10/2015	12	22.992
21/10/2015	13	22.944
21/10/2015	14	20.722
21/10/2015	15	19.912
21/10/2015	16	22.345
21/10/2015	17	21.939
21/10/2015	18	20.865
21/10/2015	19	19.579
21/10/2015	20	18.438
21/10/2015	21	21.867
21/10/2015	22	19.175
21/10/2015	23	20.365
22/10/2015	0	13.04
22/10/2015	1	10.858
22/10/2015	2	10.345
22/10/2015	3	9.114
22/10/2015	4	8.618
22/10/2015	5	9.163
22/10/2015	6	9.361
22/10/2015	7	8.444
22/10/2015	8	8.568
22/10/2015	9	9.238
22/10/2015	10	10.785
22/10/2015	11	12.413
22/10/2015	12	12.992
22/10/2015	13	12.678
22/10/2015	14	13.618
22/10/2015	15	13.257
22/10/2015	16	13.04
22/10/2015	17	12.147
22/10/2015	18	11.419
22/10/2015	19	10.198
22/10/2015	20	10.345
22/10/2015	21	10.394
22/10/2015	22	10.541
22/10/2015	23	10.467
23/10/2015	0	10.369
23/10/2015	1	10.247
23/10/2015	2	10.271
23/10/2015	3	10.198
23/10/2015	4	10.296
23/10/2015	5	10.075
23/10/2015	6	10.1
23/10/2015	7	10.663
23/10/2015	8	11.516
23/10/2015	9	12.63
23/10/2015	10	13.281
23/10/2015	11	13.978
23/10/2015	12	14.29
23/10/2015	13	14.266
23/10/2015	14	13.377
23/10/2015	15	13.185
23/10/2015	16	13.882
23/10/2015	17	13.642
23/10/2015	18	12.92
23/10/2015	19	12.001
23/10/2015	20	10.956
23/10/2015	21	9.632
23/10/2015	22	8.444
23/10/2015	23	8.369
24/10/2015	0	10.051
24/10/2015	1	9.583
24/10/2015	2	9.558
24/10/2015	3	9.509
24/10/2015	4	9.509
24/10/2015	5	8.916
24/10/2015	6	8.792
24/10/2015	7	10.173
24/10/2015	8	11.175
24/10/2015	9	11.54
24/10/2015	10	12.63
24/10/2015	11	13.449
24/10/2015	12	13.906
24/10/2015	13	13.762
24/10/2015	14	14.122
24/10/2015	15	13.906
24/10/2015	16	13.738
24/10/2015	17	13.161
24/10/2015	18	12.558
24/10/2015	19	11.443
24/10/2015	20	11.248
24/10/2015	21	10.761
24/10/2015	22	9.903
24/10/2015	23	9.608
25/10/2015	0	8.742
25/10/2015	1	7.995
25/10/2015	2	6.585
25/10/2015	3	5.719
25/10/2015	4	5.411
25/10/2015	5	4.61
25/10/2015	6	4.818
25/10/2015	7	8.593
25/10/2015	8	13.666
25/10/2015	9	15.055
25/10/2015	10	13.209
25/10/2015	11	14.002
25/10/2015	12	14.266
25/10/2015	13	14.098
25/10/2015	14	13.112
25/10/2015	15	12.654
25/10/2015	16	11.565
25/10/2015	17	11.053
25/10/2015	18	10.59
25/10/2015	19	10.418
25/10/2015	20	10.345
25/10/2015	21	10.345
25/10/2015	22	9.952
25/10/2015	23	9.78
26/10/2015	0	9.879
26/10/2015	1	9.977
26/10/2015	2	9.78
26/10/2015	3	9.78
26/10/2015	4	9.583
26/10/2015	5	9.657
26/10/2015	6	10.222
26/10/2015	7	12.364
26/10/2015	8	14.122
26/10/2015	9	14.912
26/10/2015	10	16.963
26/10/2015	11	18.961
26/10/2015	12	19.817
26/10/2015	13	21.008
26/10/2015	14	21.772
26/10/2015	15	19.865
26/10/2015	16	17.272
26/10/2015	17	16.344
26/10/2015	18	16.082
26/10/2015	19	14.888
26/10/2015	20	13.834
26/10/2015	21	14.601
26/10/2015	22	13.642
26/10/2015	23	13.786
27/10/2015	0	13.882
27/10/2015	1	13.618
27/10/2015	2	13.425
27/10/2015	3	10.369
27/10/2015	4	9.928
27/10/2015	5	8.668
27/10/2015	6	8.195
27/10/2015	7	8.643
27/10/2015	8	9.509
27/10/2015	9	8.643
27/10/2015	10	9.829
27/10/2015	11	9.829
27/10/2015	12	11.151
27/10/2015	13	11.224
27/10/2015	14	11.127
27/10/2015	15	11.492
27/10/2015	16	11.2
27/10/2015	17	10.516
27/10/2015	18	9.558
27/10/2015	19	9.064
27/10/2015	20	9.435
27/10/2015	21	9.287
27/10/2015	22	9.213
27/10/2015	23	9.015
28/10/2015	0	8.344
28/10/2015	1	8.444
28/10/2015	2	8.369
28/10/2015	3	8.668
28/10/2015	4	9.213
28/10/2015	5	9.287
28/10/2015	6	9.485
28/10/2015	7	10.541
28/10/2015	8	11.589
28/10/2015	9	11.419
28/10/2015	10	11.127
28/10/2015	11	10.614
28/10/2015	12	10.443
28/10/2015	13	11.248
28/10/2015	14	12.34
28/10/2015	15	11.516
28/10/2015	16	12.195
28/10/2015	17	12.461
28/10/2015	18	11.394
28/10/2015	19	11.005
28/10/2015	20	10.59
28/10/2015	21	10.736
28/10/2015	22	10.858
28/10/2015	23	10.712
29/10/2015	0	9.756
29/10/2015	1	8.742
29/10/2015	2	9.238
29/10/2015	3	9.287
29/10/2015	4	9.336
29/10/2015	5	9.509
29/10/2015	6	9.632
29/10/2015	7	9.928
29/10/2015	8	8.767
29/10/2015	9	9.262
29/10/2015	10	9.46
29/10/2015	11	10.907
29/10/2015	12	8.07
29/10/2015	13	8.593
29/10/2015	14	8.295
29/10/2015	15	8.469
29/10/2015	16	9.41
29/10/2015	17	8.469
29/10/2015	18	7.544
29/10/2015	19	7.494
29/10/2015	20	6.889
29/10/2015	21	6.687
29/10/2015	22	6.661
29/10/2015	23	6.509
30/10/2015	0	6.23
30/10/2015	1	6.077
30/10/2015	2	6.077
30/10/2015	3	6.051
30/10/2015	4	5.385
30/10/2015	5	5.179
30/10/2015	6	4.921
30/10/2015	7	7.242
30/10/2015	8	9.312
30/10/2015	9	9.558
30/10/2015	10	11.516
30/10/2015	11	11.492
30/10/2015	12	13.473
30/10/2015	13	14.146
30/10/2015	14	13.04
30/10/2015	15	14.864
30/10/2015	16	13.858
30/10/2015	17	13.714
30/10/2015	18	12.582
30/10/2015	19	10.541
30/10/2015	20	8.295
30/10/2015	21	6.281
30/10/2015	22	6.153
30/10/2015	23	4.792
31/10/2015	0	6.94
31/10/2015	1	5.024
31/10/2015	2	4.454
31/10/2015	3	4.74
31/10/2015	4	4.506
31/10/2015	5	3.643
31/10/2015	6	4.714
31/10/2015	7	8.245
31/10/2015	8	12.171
31/10/2015	9	15.27
31/10/2015	10	16.82
31/10/2015	11	17.272
31/10/2015	12	16.225
31/10/2015	13	15.724
31/10/2015	14	15.438
31/10/2015	15	15.055
31/10/2015	16	14.601
31/10/2015	17	14.026
31/10/2015	18	12.534
31/10/2015	19	10.956
31/10/2015	20	9.583
31/10/2015	21	9.485
31/10/2015	22	8.419
31/10/2015	23	8.543
1/11/2015	0	9.632
1/11/2015	1	8.891
1/11/2015	2	8.767
1/11/2015	3	8.792
1/11/2015	4	8.916
1/11/2015	5	8.891
1/11/2015	6	8.245
1/11/2015	7	11.419
1/11/2015	8	13.185
1/11/2015	9	15.151
1/11/2015	10	15.986
1/11/2015	11	16.296
1/11/2015	12	15.843
1/11/2015	13	16.153
1/11/2015	14	15.676
1/11/2015	15	15.724
1/11/2015	16	15.055
1/11/2015	17	14.745
1/11/2015	18	13.834
1/11/2015	19	12.413
1/11/2015	20	11.613
1/11/2015	21	11.54
1/11/2015	22	11.321
1/11/2015	23	11.54
2/11/2015	0	11.662
2/11/2015	1	11.662
2/11/2015	2	11.394
2/11/2015	3	10.785
2/11/2015	4	7.594
2/11/2015	5	5.693
2/11/2015	6	7.67
2/11/2015	7	12.122
2/11/2015	8	14.17
2/11/2015	9	15.27
2/11/2015	10	18.675
2/11/2015	11	20.96
2/11/2015	12	23.521
2/11/2015	13	23.857
2/11/2015	14	23.304
2/11/2015	15	21.795
2/11/2015	16	21.772
2/11/2015	17	22.705
2/11/2015	18	21.413
2/11/2015	19	18.081
2/11/2015	20	15.39
2/11/2015	21	14.936
2/11/2015	22	14.385
2/11/2015	23	13.834
3/11/2015	0	13.762
3/11/2015	1	14.026
3/11/2015	2	13.81
3/11/2015	3	13.666
3/11/2015	4	12.847
3/11/2015	5	13.594
3/11/2015	6	14.816
3/11/2015	7	16.534
3/11/2015	8	16.534
3/11/2015	9	16.129
3/11/2015	10	16.773
3/11/2015	11	18.985
3/11/2015	12	19.413
3/11/2015	13	17.439
3/11/2015	14	13.618
3/11/2015	15	11.127
3/11/2015	16	9.854
3/11/2015	17	8.792
3/11/2015	18	8.195
3/11/2015	19	7.469
3/11/2015	20	7.066
3/11/2015	21	7.368
3/11/2015	22	7.494
3/11/2015	23	6.737
4/11/2015	0	6.914
4/11/2015	1	6.94
4/11/2015	2	6.763
4/11/2015	3	6.839
4/11/2015	4	6.813
4/11/2015	5	6.813
4/11/2015	6	6.763
4/11/2015	7	6.357
4/11/2015	8	6.813
4/11/2015	9	6.484
4/11/2015	10	8.444
4/11/2015	11	9.238
4/11/2015	12	9.583
4/11/2015	13	9.706
4/11/2015	14	10.369
4/11/2015	15	10.565
4/11/2015	16	11.005
4/11/2015	17	10.271
4/11/2015	18	9.903
4/11/2015	19	7.895
4/11/2015	20	5.076
4/11/2015	21	3.248
4/11/2015	22	2.423
4/11/2015	23	2.477
5/11/2015	0	0.797
5/11/2015	1	0.522
5/11/2015	2	0.135
5/11/2015	3	-0.171
5/11/2015	4	-0.116
5/11/2015	5	-0.06
5/11/2015	6	2.637
5/11/2015	7	6.281
5/11/2015	8	9.509
5/11/2015	9	11.273
5/11/2015	10	12.316
5/11/2015	11	13.762
5/11/2015	12	14.481
5/11/2015	13	15.342
5/11/2015	14	15.39
5/11/2015	15	14.649
5/11/2015	16	13.642
5/11/2015	17	12.847
5/11/2015	18	11.516
5/11/2015	19	9.854
5/11/2015	20	8.817
5/11/2015	21	8.145
5/11/2015	22	7.217
5/11/2015	23	6.965
6/11/2015	0	5.488
6/11/2015	1	7.091
6/11/2015	2	7.569
6/11/2015	3	7.469
6/11/2015	4	8.245
6/11/2015	5	8.618
6/11/2015	6	8.344
6/11/2015	7	9.805
6/11/2015	8	12.364
6/11/2015	9	13.257
6/11/2015	10	15.008
6/11/2015	11	15.366
6/11/2015	12	16.034
6/11/2015	13	13.858
6/11/2015	14	15.986
6/11/2015	15	15.557
6/11/2015	16	13.858
6/11/2015	17	13.04
6/11/2015	18	12.219
6/11/2015	19	11.516
6/11/2015	20	10.932
6/11/2015	21	10.761
6/11/2015	22	10.785
6/11/2015	23	10.858
7/11/2015	0	10.81
7/11/2015	1	10.81
7/11/2015	2	10.712
7/11/2015	3	10.418
7/11/2015	4	9.829
7/11/2015	5	8.767
7/11/2015	6	8.195
7/11/2015	7	13.185
7/11/2015	8	15.031
7/11/2015	9	16.749
7/11/2015	10	17.32
7/11/2015	11	16.368
7/11/2015	12	15.438
7/11/2015	13	15.461
7/11/2015	14	15.008
7/11/2015	15	15.008
7/11/2015	16	14.864
7/11/2015	17	12.823
7/11/2015	18	12.074
7/11/2015	19	11.929
7/11/2015	20	11.565
7/11/2015	21	11.297
7/11/2015	22	11.175
7/11/2015	23	10.932
8/11/2015	0	10.1
8/11/2015	1	10.124
8/11/2015	2	9.928
8/11/2015	3	10.907
8/11/2015	4	10.516
8/11/2015	5	10.418
8/11/2015	6	10.883
8/11/2015	7	11.419
8/11/2015	8	12.606
8/11/2015	9	15.031
8/11/2015	10	17.819
8/11/2015	11	18.319
8/11/2015	12	16.773
8/11/2015	13	18.2
8/11/2015	14	19.746
8/11/2015	15	20.865
8/11/2015	16	19.746
8/11/2015	17	16.058
8/11/2015	18	12.654
8/11/2015	19	12.268
8/11/2015	20	11.734
8/11/2015	21	11.904
8/11/2015	22	11.904
8/11/2015	23	12.268
9/11/2015	0	11.248
9/11/2015	1	9.632
9/11/2015	2	10.785
9/11/2015	3	10.736
9/11/2015	4	10.124
9/11/2015	5	11.053
9/11/2015	6	11.37
9/11/2015	7	12.654
9/11/2015	8	13.954
9/11/2015	9	15.581
9/11/2015	10	15.796
9/11/2015	11	17.296
9/11/2015	12	17.962
9/11/2015	13	17.629
9/11/2015	14	17.082
9/11/2015	15	17.891
9/11/2015	16	17.962
9/11/2015	17	17.843
9/11/2015	18	16.892
9/11/2015	19	13.69
9/11/2015	20	12.122
9/11/2015	21	11.467
9/11/2015	22	11.029
9/11/2015	23	10.443
10/11/2015	0	10.001
10/11/2015	1	10.075
10/11/2015	2	10.418
10/11/2015	3	10.59
10/11/2015	4	10.736
10/11/2015	5	10.932
10/11/2015	6	11.346
10/11/2015	7	11.953
10/11/2015	8	13.377
10/11/2015	9	14.745
10/11/2015	10	16.272
10/11/2015	11	17.867
10/11/2015	12	19.365
10/11/2015	13	20.222
10/11/2015	14	19.841
10/11/2015	15	18.2
10/11/2015	16	19.151
10/11/2015	17	20.889
10/11/2015	18	20.246
10/11/2015	19	18.58
10/11/2015	20	16.963
10/11/2015	21	16.082
10/11/2015	22	14.816
10/11/2015	23	15.103
11/11/2015	0	13.786
11/11/2015	1	13.449
11/11/2015	2	12.871
11/11/2015	3	12.34
11/11/2015	4	12.461
11/11/2015	5	12.413
11/11/2015	6	10.956
11/11/2015	7	9.854
11/11/2015	8	10.443
11/11/2015	9	10.638
11/11/2015	10	9.608
11/11/2015	11	10.858
11/11/2015	12	11.686
11/11/2015	13	11.783
11/11/2015	14	12.292
11/11/2015	15	11.467
11/11/2015	16	11.151
11/11/2015	17	10.59
11/11/2015	18	10.026
