"date" "hour" "Air"
"1603" 2015-09-05 11 13.185
"1604" 2015-09-05 12 14.529
"1605" 2015-09-05 13 16.106
"1606" 2015-09-05 14 14.936
"1607" 2015-09-05 15 13.618
"1608" 2015-09-05 16 12.098
"1609" 2015-09-05 17 12.461
"1610" 2015-09-05 18 7.469
"1611" 2015-09-05 19 7.494
"1612" 2015-09-05 20 5.668
"1613" 2015-09-05 21 5.796
"1614" 2015-09-05 22 5.154
"1615" 2015-09-05 23 4.636
"1616" 2015-09-06 0 4.688
"1617" 2015-09-06 1 4.298
"1618" 2015-09-06 2 3.906
"1619" 2015-09-06 3 4.063
"1620" 2015-09-06 4 2.45
"1621" 2015-09-06 5 2.744
"1622" 2015-09-06 6 1.805
"1623" 2015-09-06 7 1.235
"1624" 2015-09-06 8 3.354
"1625" 2015-09-06 9 5.924
"1626" 2015-09-06 10 7.92
"1627" 2015-09-06 11 9.41
"1628" 2015-09-06 12 9.78
"1629" 2015-09-06 13 9.386
"1630" 2015-09-06 14 9.731
"1631" 2015-09-06 15 9.608
"1632" 2015-09-06 16 8.618
"1633" 2015-09-06 17 8.519
"1634" 2015-09-06 18 7.066
"1635" 2015-09-06 19 7.015
"1636" 2015-09-06 20 7.041
"1637" 2015-09-06 21 6.585
"1638" 2015-09-06 22 7.041
"1639" 2015-09-06 23 6.357
"1640" 2015-09-07 0 6.281
"1641" 2015-09-07 1 6.56
"1642" 2015-09-07 2 6.331
"1643" 2015-09-07 3 6.102
"1644" 2015-09-07 4 6.23
"1645" 2015-09-07 5 6.484
"1646" 2015-09-07 6 6.458
"1647" 2015-09-07 7 5.616
"1648" 2015-09-07 8 6.204
"1649" 2015-09-07 9 7.268
"1650" 2015-09-07 10 8.742
"1651" 2015-09-07 11 9.756
"1652" 2015-09-07 12 8.841
"1653" 2015-09-07 13 10.149
"1654" 2015-09-07 14 10.173
"1655" 2015-09-07 15 9.706
"1656" 2015-09-07 16 8.965
"1657" 2015-09-07 17 8.469
"1658" 2015-09-07 18 6.153
"1659" 2015-09-07 19 4.011
"1660" 2015-09-07 20 3.274
"1661" 2015-09-07 21 2.983
"1662" 2015-09-07 22 2.903
"1663" 2015-09-07 23 2.823
"1664" 2015-09-08 0 1.643
"1665" 2015-09-08 1 0.852
"1666" 2015-09-08 2 0.88
"1667" 2015-09-08 3 1.017
"1668" 2015-09-08 4 0.329
"1669" 2015-09-08 5 -0.732
"1670" 2015-09-08 6 -1.128
"1671" 2015-09-08 7 -1.47
"1672" 2015-09-08 8 2.101
"1673" 2015-09-08 9 5.308
"1674" 2015-09-08 10 9.114
"1675" 2015-09-08 11 9.928
"1676" 2015-09-08 12 10.369
"1677" 2015-09-08 13 10.687
"1678" 2015-09-08 14 11.37
"1679" 2015-09-08 15 10.956
"1680" 2015-09-08 16 10.638
"1681" 2015-09-08 17 8.941
"1682" 2015-09-08 18 7.569
"1683" 2015-09-08 19 6.788
"1684" 2015-09-08 20 6.281
"1685" 2015-09-08 21 6.077
"1686" 2015-09-08 22 6.255
"1687" 2015-09-08 23 6.128
"1688" 2015-09-09 0 3.722
"1689" 2015-09-09 1 1.832
"1690" 2015-09-09 2 0.632
"1691" 2015-09-09 3 0.135
"1692" 2015-09-09 4 -0.845
"1693" 2015-09-09 5 0.715
"1694" 2015-09-09 6 0.301
"1695" 2015-09-09 7 -0.591
"1696" 2015-09-09 8 1.453
"1697" 2015-09-09 9 4.506
"1698" 2015-09-09 10 8.344
"1699" 2015-09-09 11 9.509
"1700" 2015-09-09 12 11.102
"1701" 2015-09-09 13 12.63
"1702" 2015-09-09 14 12.413
"1703" 2015-09-09 15 12.582
"1704" 2015-09-09 16 10.98
"1705" 2015-09-09 17 10.222
"1706" 2015-09-09 18 8.668
"1707" 2015-09-09 19 8.693
"1708" 2015-09-09 20 8.891
"1709" 2015-09-09 21 8.519
"1710" 2015-09-09 22 9.435
"1711" 2015-09-09 23 8.916
"1712" 2015-09-10 0 8.02
"1713" 2015-09-10 1 8.369
"1714" 2015-09-10 2 10.541
"1715" 2015-09-10 3 10.222
"1716" 2015-09-10 4 10.565
"1717" 2015-09-10 5 10.834
"1718" 2015-09-10 6 10.932
"1719" 2015-09-10 7 10.467
"1720" 2015-09-10 8 11.2
"1721" 2015-09-10 9 12.001
"1722" 2015-09-10 10 13.329
"1723" 2015-09-10 11 14.96
"1724" 2015-09-10 12 16.153
"1725" 2015-09-10 13 17.51
"1726" 2015-09-10 14 18.985
"1727" 2015-09-10 15 19.579
"1728" 2015-09-10 16 7.92
"1729" 2015-09-10 17 7.268
"1730" 2015-09-10 18 6.763
"1731" 2015-09-10 19 6.889
"1732" 2015-09-10 20 7.745
"1733" 2015-09-10 21 7.77
"1734" 2015-09-10 22 5.796
"1735" 2015-09-10 23 4.48
"1736" 2015-09-11 0 5.872
"1737" 2015-09-11 1 5.949
"1738" 2015-09-11 2 4.61
"1739" 2015-09-11 3 5.205
"1740" 2015-09-11 4 2.047
"1741" 2015-09-11 5 2.584
"1742" 2015-09-11 6 1.805
"1743" 2015-09-11 7 1.67
"1744" 2015-09-11 8 4.844
"1745" 2015-09-11 9 7.67
"1746" 2015-09-11 10 10.124
"1747" 2015-09-11 11 10.32
"1748" 2015-09-11 12 11.151
"1749" 2015-09-11 13 12.05
"1750" 2015-09-11 14 11.807
"1751" 2015-09-11 15 11.613
"1752" 2015-09-11 16 11.346
"1753" 2015-09-11 17 10.492
"1754" 2015-09-11 18 8.99
"1755" 2015-09-11 19 8.668
"1756" 2015-09-11 20 7.619
"1757" 2015-09-11 21 7.066
"1758" 2015-09-11 22 6.889
"1759" 2015-09-11 23 6.56
"1760" 2015-09-12 0 6.56
"1761" 2015-09-12 1 6.458
"1762" 2015-09-12 2 6.585
"1763" 2015-09-12 3 4.324
"1764" 2015-09-12 4 3.168
"1765" 2015-09-12 5 3.591
"1766" 2015-09-12 6 3.063
"1767" 2015-09-12 7 2.557
"1768" 2015-09-12 8 4.246
"1769" 2015-09-12 9 7.091
"1770" 2015-09-12 10 8.693
"1771" 2015-09-12 11 9.509
"1772" 2015-09-12 12 9.977
"1773" 2015-09-12 13 10.687
"1774" 2015-09-12 14 11.297
"1775" 2015-09-12 15 11.856
"1776" 2015-09-12 16 10.932
"1777" 2015-09-12 17 10.124
"1778" 2015-09-12 18 7.745
"1779" 2015-09-12 19 6.965
"1780" 2015-09-12 20 6.763
"1781" 2015-09-12 21 7.015
"1782" 2015-09-12 22 6.94
"1783" 2015-09-12 23 6.737
"1784" 2015-09-13 0 6.433
"1785" 2015-09-13 1 5.437
"1786" 2015-09-13 2 5.693
"1787" 2015-09-13 3 5.076
"1788" 2015-09-13 4 4.037
"1789" 2015-09-13 5 3.88
"1790" 2015-09-13 6 3.433
"1791" 2015-09-13 7 3.327
"1792" 2015-09-13 8 6.179
"1793" 2015-09-13 9 10.247
"1794" 2015-09-13 10 12.509
"1795" 2015-09-13 11 12.847
"1796" 2015-09-13 12 12.485
"1797" 2015-09-13 13 11.686
"1798" 2015-09-13 14 10.81
"1799" 2015-09-13 15 10.541
"1800" 2015-09-13 16 10.345
"1801" 2015-09-13 17 9.657
"1802" 2015-09-13 18 9.139
"1803" 2015-09-13 19 8.419
"1804" 2015-09-13 20 8.344
"1805" 2015-09-13 21 8.095
"1806" 2015-09-13 22 7.72
"1807" 2015-09-13 23 7.619
"1808" 2015-09-14 0 7.393
"1809" 2015-09-14 1 7.167
"1810" 2015-09-14 2 7.066
"1811" 2015-09-14 3 6.535
"1812" 2015-09-14 4 5.898
"1813" 2015-09-14 5 4.558
"1814" 2015-09-14 6 5.076
"1815" 2015-09-14 7 5.154
"1816" 2015-09-14 8 6.839
"1817" 2015-09-14 9 7.82
"1818" 2015-09-14 10 8.916
"1819" 2015-09-14 11 10.247
"1820" 2015-09-14 12 10.81
"1821" 2015-09-14 13 11.029
"1822" 2015-09-14 14 11.37
"1823" 2015-09-14 15 10.883
"1824" 2015-09-14 16 10.32
"1825" 2015-09-14 17 9.262
"1826" 2015-09-14 18 7.87
"1827" 2015-09-14 19 7.619
"1828" 2015-09-14 20 7.594
"1829" 2015-09-14 21 7.519
"1830" 2015-09-14 22 7.695
"1831" 2015-09-14 23 7.67
"1832" 2015-09-15 0 8.07
"1833" 2015-09-15 1 8.195
"1834" 2015-09-15 2 8.02
"1835" 2015-09-15 3 8.045
"1836" 2015-09-15 4 8.469
"1837" 2015-09-15 5 8.643
"1838" 2015-09-15 6 7.268
"1839" 2015-09-15 7 8.568
"1840" 2015-09-15 8 11.078
"1841" 2015-09-15 9 12.896
"1842" 2015-09-15 10 15.39
"1843" 2015-09-15 11 18.319
"1844" 2015-09-15 12 18.794
"1845" 2015-09-15 13 19.651
"1846" 2015-09-15 14 21.628
"1847" 2015-09-15 15 21.294
"1848" 2015-09-15 16 20.031
"1849" 2015-09-15 17 19.008
"1850" 2015-09-15 18 17.058
"1851" 2015-09-15 19 15.127
"1852" 2015-09-15 20 13.329
"1853" 2015-09-15 21 13.858
"1854" 2015-09-15 22 10.907
"1855" 2015-09-15 23 11.71
"1856" 2015-09-16 0 9.139
"1857" 2015-09-16 1 11.856
"1858" 2015-09-16 2 12.05
"1859" 2015-09-16 3 12.871
"1860" 2015-09-16 4 12.847
"1861" 2015-09-16 5 11.783
"1862" 2015-09-16 6 8.941
"1863" 2015-09-16 7 11.127
"1864" 2015-09-16 8 13.906
"1865" 2015-09-16 9 13.762
"1866" 2015-09-16 10 16.725
"1867" 2015-09-16 11 18.747
"1868" 2015-09-16 12 20.246
"1869" 2015-09-16 13 21.056
"1870" 2015-09-16 14 21.485
"1871" 2015-09-16 15 21.342
"1872" 2015-09-16 16 20.103
"1873" 2015-09-16 17 18.628
"1874" 2015-09-16 18 16.368
"1875" 2015-09-16 19 14.481
"1876" 2015-09-16 20 12.606
"1877" 2015-09-16 21 13.088
"1878" 2015-09-16 22 12.074
"1879" 2015-09-16 23 11.053
"1880" 2015-09-17 0 9.756
"1881" 2015-09-17 1 10.785
"1882" 2015-09-17 2 10.907
"1883" 2015-09-17 3 11.565
"1884" 2015-09-17 4 9.706
"1885" 2015-09-17 5 10.81
"1886" 2015-09-17 6 11.686
"1887" 2015-09-17 7 11.516
"1888" 2015-09-17 8 12.534
"1889" 2015-09-17 9 13.305
"1890" 2015-09-17 10 14.505
"1891" 2015-09-17 11 15.318
"1892" 2015-09-17 12 16.272
"1893" 2015-09-17 13 17.415
"1894" 2015-09-17 14 17.938
"1895" 2015-09-17 15 17.653
"1896" 2015-09-17 16 20.126
"1897" 2015-09-17 17 18.842
"1898" 2015-09-17 18 17.391
"1899" 2015-09-17 19 16.773
"1900" 2015-09-17 20 16.249
"1901" 2015-09-17 21 16.749
"1902" 2015-09-17 22 13.762
"1903" 2015-09-17 23 13.642
"1904" 2015-09-18 0 15.055
"1905" 2015-09-18 1 14.002
"1906" 2015-09-18 2 11.832
"1907" 2015-09-18 3 11.759
"1908" 2015-09-18 4 11.248
"1909" 2015-09-18 5 12.074
"1910" 2015-09-18 6 9.731
"1911" 2015-09-18 7 8.593
"1912" 2015-09-18 8 12.654
"1913" 2015-09-18 9 13.016
"1914" 2015-09-18 10 11.394
"1915" 2015-09-18 11 11.273
"1916" 2015-09-18 12 12.195
"1917" 2015-09-18 13 12.219
"1918" 2015-09-18 14 13.329
"1919" 2015-09-18 15 16.915
"1920" 2015-09-18 16 14.553
"1921" 2015-09-18 17 12.775
"1922" 2015-09-18 18 10.907
"1923" 2015-09-18 19 10.222
"1924" 2015-09-18 20 8.27
"1925" 2015-09-18 21 8.145
"1926" 2015-09-18 22 7.87
"1927" 2015-09-18 23 7.619
"1928" 2015-09-19 0 7.217
"1929" 2015-09-19 1 6.839
"1930" 2015-09-19 2 6.99
"1931" 2015-09-19 3 6.56
"1932" 2015-09-19 4 6.281
"1933" 2015-09-19 5 6.306
"1934" 2015-09-19 6 6.153
"1935" 2015-09-19 7 5.77
"1936" 2015-09-19 8 6.306
"1937" 2015-09-19 9 5.821
"1938" 2015-09-19 10 6.712
"1939" 2015-09-19 11 7.67
"1940" 2015-09-19 12 8.295
"1941" 2015-09-19 13 8.792
"1942" 2015-09-19 14 9.262
"1943" 2015-09-19 15 8.767
"1944" 2015-09-19 16 8.095
"1945" 2015-09-19 17 7.444
"1946" 2015-09-19 18 7.091
"1947" 2015-09-19 19 6.128
"1948" 2015-09-19 20 5.975
"1949" 2015-09-19 21 5.642
"1950" 2015-09-19 22 5.821
"1951" 2015-09-19 23 5.745
"1952" 2015-09-20 0 5.437
"1953" 2015-09-20 1 5.076
"1954" 2015-09-20 2 5.05
"1955" 2015-09-20 3 5.076
"1956" 2015-09-20 4 5.282
"1957" 2015-09-20 5 5.334
"1958" 2015-09-20 6 5.282
"1959" 2015-09-20 7 5.282
"1960" 2015-09-20 8 5.282
"1961" 2015-09-20 9 5.975
"1962" 2015-09-20 10 7.041
"1963" 2015-09-20 11 7.569
"1964" 2015-09-20 12 7.569
"1965" 2015-09-20 13 8.841
"1966" 2015-09-20 14 8.27
"1967" 2015-09-20 15 7.494
"1968" 2015-09-20 16 7.393
"1969" 2015-09-20 17 6.813
"1970" 2015-09-20 18 5.693
"1971" 2015-09-20 19 4.792
"1972" 2015-09-20 20 5.205
"1973" 2015-09-20 21 4.999
"1974" 2015-09-20 22 5.05
"1975" 2015-09-20 23 4.636
"1976" 2015-09-21 0 4.662
"1977" 2015-09-21 1 4.869
"1978" 2015-09-21 2 4.74
"1979" 2015-09-21 3 4.324
"1980" 2015-09-21 4 4.115
"1981" 2015-09-21 5 3.932
"1982" 2015-09-21 6 3.827
"1983" 2015-09-21 7 4.063
"1984" 2015-09-21 8 5.102
"1985" 2015-09-21 9 6.281
"1986" 2015-09-21 10 7.167
"1987" 2015-09-21 11 7.87
"1988" 2015-09-21 12 7.67
"1989" 2015-09-21 13 9.287
"1990" 2015-09-21 14 8.444
"1991" 2015-09-21 15 8.295
"1992" 2015-09-21 16 8.494
"1993" 2015-09-21 17 7.419
"1994" 2015-09-21 18 6.23
"1995" 2015-09-21 19 4.895
"1996" 2015-09-21 20 3.538
"1997" 2015-09-21 21 1.994
"1998" 2015-09-21 22 2.557
"1999" 2015-09-21 23 3.089
"2000" 2015-09-22 0 2.021
"2001" 2015-09-22 1 0.522
"2002" 2015-09-22 2 1.099
"2003" 2015-09-22 3 0.934
"2004" 2015-09-22 4 0.715
"2005" 2015-09-22 5 1.044
"2006" 2015-09-22 6 1.832
"2007" 2015-09-22 7 2.664
"2008" 2015-09-22 8 4.037
"2009" 2015-09-22 9 6.535
"2010" 2015-09-22 10 8.319
"2011" 2015-09-22 11 8.965
"2012" 2015-09-22 12 9.706
"2013" 2015-09-22 13 9.731
"2014" 2015-09-22 14 9.386
"2015" 2015-09-22 15 9.558
"2016" 2015-09-22 16 8.866
"2017" 2015-09-22 17 8.27
"2018" 2015-09-22 18 8.045
"2019" 2015-09-22 19 8.045
"2020" 2015-09-22 20 8.145
"2021" 2015-09-22 21 8.195
"2022" 2015-09-22 22 8.02
"2023" 2015-09-22 23 7.92
"2024" 2015-09-23 0 7.845
"2025" 2015-09-23 1 7.895
"2026" 2015-09-23 2 7.945
"2027" 2015-09-23 3 7.945
"2028" 2015-09-23 4 8.02
"2029" 2015-09-23 5 8.17
"2030" 2015-09-23 6 8.369
"2031" 2015-09-23 7 8.668
"2032" 2015-09-23 8 9.188
"2033" 2015-09-23 9 9.928
"2034" 2015-09-23 10 12.074
"2035" 2015-09-23 11 11.662
"2036" 2015-09-23 12 12.195
"2037" 2015-09-23 13 11.467
"2038" 2015-09-23 14 11.151
"2039" 2015-09-23 15 11.224
"2040" 2015-09-23 16 11.589
"2041" 2015-09-23 17 11.102
"2042" 2015-09-23 18 10.858
"2043" 2015-09-23 19 10.541
"2044" 2015-09-23 20 9.756
"2045" 2015-09-23 21 9.188
"2046" 2015-09-23 22 8.593
"2047" 2015-09-23 23 8.643
"2048" 2015-09-24 0 8.817
"2049" 2015-09-24 1 8.866
"2050" 2015-09-24 2 8.841
"2051" 2015-09-24 3 8.543
"2052" 2015-09-24 4 8.295
"2053" 2015-09-24 5 8.245
"2054" 2015-09-24 6 7.619
"2055" 2015-09-24 7 6.94
"2056" 2015-09-24 8 8.916
"2057" 2015-09-24 9 10.369
"2058" 2015-09-24 10 10.638
"2059" 2015-09-24 11 10.001
"2060" 2015-09-24 12 10.075
"2061" 2015-09-24 13 10.124
"2062" 2015-09-24 14 10.296
"2063" 2015-09-24 15 10.907
"2064" 2015-09-24 16 9.977
"2065" 2015-09-24 17 9.682
"2066" 2015-09-24 18 10.369
"2067" 2015-09-24 19 7.945
"2068" 2015-09-24 20 6.331
"2069" 2015-09-24 21 7.895
"2070" 2015-09-24 22 7.569
"2071" 2015-09-24 23 7.67
"2072" 2015-09-25 0 6.763
"2073" 2015-09-25 1 6.839
"2074" 2015-09-25 2 4.532
"2075" 2015-09-25 3 3.168
"2076" 2015-09-25 4 2.637
"2077" 2015-09-25 5 3.036
"2078" 2015-09-25 6 1.94
"2079" 2015-09-25 7 2.209
"2080" 2015-09-25 8 3.985
"2081" 2015-09-25 9 7.419
"2082" 2015-09-25 10 9.064
"2083" 2015-09-25 11 10.1
"2084" 2015-09-25 12 10.712
"2085" 2015-09-25 13 10.736
"2086" 2015-09-25 14 11.686
"2087" 2015-09-25 15 11.734
"2088" 2015-09-25 16 11.54
"2089" 2015-09-25 17 10.492
"2090" 2015-09-25 18 9.114
"2091" 2015-09-25 19 9.04
"2092" 2015-09-25 20 8.866
"2093" 2015-09-25 21 8.095
"2094" 2015-09-25 22 7.544
"2095" 2015-09-25 23 6.94
"2096" 2015-09-26 0 7.142
"2097" 2015-09-26 1 6.864
"2098" 2015-09-26 2 7.116
"2099" 2015-09-26 3 6.94
"2100" 2015-09-26 4 6.535
"2101" 2015-09-26 5 6.458
"2102" 2015-09-26 6 6.204
"2103" 2015-09-26 7 6.128
"2104" 2015-09-26 8 7.745
"2105" 2015-09-26 9 7.318
"2106" 2015-09-26 10 9.534
"2107" 2015-09-26 11 9.805
"2108" 2015-09-26 12 10.687
"2109" 2015-09-26 13 10.761
"2110" 2015-09-26 14 10.565
"2111" 2015-09-26 15 11.224
"2112" 2015-09-26 16 10.198
"2113" 2015-09-26 17 8.742
"2114" 2015-09-26 18 8.693
"2115" 2015-09-26 19 7.519
"2116" 2015-09-26 20 7.041
"2117" 2015-09-26 21 6.99
"2118" 2015-09-26 22 6.99
"2119" 2015-09-26 23 6.914
"2120" 2015-09-27 0 6.56
"2121" 2015-09-27 1 6.026
"2122" 2015-09-27 2 5.488
"2123" 2015-09-27 3 4.921
"2124" 2015-09-27 4 4.999
"2125" 2015-09-27 5 4.48
"2126" 2015-09-27 6 4.011
"2127" 2015-09-27 7 5.847
"2128" 2015-09-27 8 7.845
"2129" 2015-09-27 9 8.866
"2130" 2015-09-27 10 10.247
"2131" 2015-09-27 11 10.761
"2132" 2015-09-27 12 11.37
"2133" 2015-09-27 13 10.98
"2134" 2015-09-27 14 11.078
"2135" 2015-09-27 15 11.053
"2136" 2015-09-27 16 10.932
"2137" 2015-09-27 17 10.026
"2138" 2015-09-27 18 9.188
"2139" 2015-09-27 19 8.543
"2140" 2015-09-27 20 8.369
"2141" 2015-09-27 21 8.394
"2142" 2015-09-27 22 8.095
"2143" 2015-09-27 23 6.737
"2144" 2015-09-28 0 5.591
"2145" 2015-09-28 1 3.722
"2146" 2015-09-28 2 2.477
"2147" 2015-09-28 3 1.724
"2148" 2015-09-28 4 1.859
"2149" 2015-09-28 5 0.467
"2150" 2015-09-28 6 1.18
"2151" 2015-09-28 7 2.182
"2152" 2015-09-28 8 7.142
"2153" 2015-09-28 9 10.761
"2154" 2015-09-28 10 12.292
"2155" 2015-09-28 11 12.678
"2156" 2015-09-28 12 12.92
"2157" 2015-09-28 13 12.243
"2158" 2015-09-28 14 12.558
"2159" 2015-09-28 15 12.871
"2160" 2015-09-28 16 12.558
"2161" 2015-09-28 17 11.589
"2162" 2015-09-28 18 10.026
"2163" 2015-09-28 19 9.829
"2164" 2015-09-28 20 9.879
"2165" 2015-09-28 21 9.46
"2166" 2015-09-28 22 9.114
"2167" 2015-09-28 23 8.916
"2168" 2015-09-29 0 8.593
"2169" 2015-09-29 1 8.568
"2170" 2015-09-29 2 8.668
"2171" 2015-09-29 3 8.419
"2172" 2015-09-29 4 8.245
"2173" 2015-09-29 5 8.444
"2174" 2015-09-29 6 8.668
"2175" 2015-09-29 7 8.916
"2176" 2015-09-29 8 10.198
"2177" 2015-09-29 9 11.734
"2178" 2015-09-29 10 13.377
"2179" 2015-09-29 11 14.314
"2180" 2015-09-29 12 14.098
"2181" 2015-09-29 13 14.122
"2182" 2015-09-29 14 14.577
"2183" 2015-09-29 15 13.81
"2184" 2015-09-29 16 13.449
"2185" 2015-09-29 17 12.606
"2186" 2015-09-29 18 11.321
"2187" 2015-09-29 19 10.173
"2188" 2015-09-29 20 10.051
"2189" 2015-09-29 21 9.952
"2190" 2015-09-29 22 9.78
"2191" 2015-09-29 23 9.731
"2192" 2015-09-30 0 9.682
"2193" 2015-09-30 1 9.46
"2194" 2015-09-30 2 9.213
"2195" 2015-09-30 3 9.015
"2196" 2015-09-30 4 8.792
"2197" 2015-09-30 5 8.792
"2198" 2015-09-30 6 8.543
"2199" 2015-09-30 7 9.657
"2200" 2015-09-30 8 11.443
"2201" 2015-09-30 9 12.316
"2202" 2015-09-30 10 13.233
"2203" 2015-09-30 11 14.816
"2204" 2015-09-30 12 15.151
"2205" 2015-09-30 13 15.652
"2206" 2015-09-30 14 15.414
"2207" 2015-09-30 15 15.509
"2208" 2015-09-30 16 13.449
"2209" 2015-09-30 17 12.534
"2210" 2015-09-30 18 11.589
"2211" 2015-09-30 19 10.541
"2212" 2015-09-30 20 10.956
"2213" 2015-09-30 21 11.078
"2214" 2015-09-30 22 10.541
"2215" 2015-09-30 23 9.928
"2216" 2015-10-01 0 9.485
"2217" 2015-10-01 1 9.583
"2218" 2015-10-01 2 10.149
"2219" 2015-10-01 3 10.051
"2220" 2015-10-01 4 9.213
"2221" 2015-10-01 5 8.767
"2222" 2015-10-01 6 10.124
"2223" 2015-10-01 7 12.122
"2224" 2015-10-01 8 12.751
"2225" 2015-10-01 9 14.673
"2226" 2015-10-01 10 16.654
"2227" 2015-10-01 11 18.937
"2228" 2015-10-01 12 20.484
"2229" 2015-10-01 13 20.865
"2230" 2015-10-01 14 21.413
"2231" 2015-10-01 15 20.15
"2232" 2015-10-01 16 19.508
"2233" 2015-10-01 17 18.485
"2234" 2015-10-01 18 16.439
"2235" 2015-10-01 19 14.577
"2236" 2015-10-01 20 13.882
"2237" 2015-10-01 21 12.219
"2238" 2015-10-01 22 10.565
"2239" 2015-10-01 23 10.198
"2240" 2015-10-02 0 8.245
"2241" 2015-10-02 1 6.204
"2242" 2015-10-02 2 5.616
"2243" 2015-10-02 3 4.662
"2244" 2015-10-02 4 4.532
"2245" 2015-10-02 5 6.509
"2246" 2015-10-02 6 7.041
"2247" 2015-10-02 7 10.345
"2248" 2015-10-02 8 11.589
"2249" 2015-10-02 9 12.654
"2250" 2015-10-02 10 15.199
"2251" 2015-10-02 11 17.368
"2252" 2015-10-02 12 18.771
"2253" 2015-10-02 13 19.27
"2254" 2015-10-02 14 20.126
"2255" 2015-10-02 15 19.532
"2256" 2015-10-02 16 18.533
"2257" 2015-10-02 17 16.963
"2258" 2015-10-02 18 15.629
"2259" 2015-10-02 19 14.29
"2260" 2015-10-02 20 12.992
"2261" 2015-10-02 21 11.467
"2262" 2015-10-02 22 11.005
"2263" 2015-10-02 23 10.663
"2264" 2015-10-03 0 10.296
"2265" 2015-10-03 1 9.731
"2266" 2015-10-03 2 9.336
"2267" 2015-10-03 3 8.618
"2268" 2015-10-03 4 8.717
"2269" 2015-10-03 5 7.519
"2270" 2015-10-03 6 5.821
"2271" 2015-10-03 7 8.693
"2272" 2015-10-03 8 10.98
"2273" 2015-10-03 9 12.823
"2274" 2015-10-03 10 13.69
"2275" 2015-10-03 11 13.666
"2276" 2015-10-03 12 14.29
"2277" 2015-10-03 13 15.055
"2278" 2015-10-03 14 14.96
"2279" 2015-10-03 15 14.745
"2280" 2015-10-03 16 14.433
"2281" 2015-10-03 17 14.29
"2282" 2015-10-03 18 13.786
"2283" 2015-10-03 19 12.509
"2284" 2015-10-03 20 11.856
"2285" 2015-10-03 21 11.589
"2286" 2015-10-03 22 9.583
"2287" 2015-10-03 23 15.031
"2288" 2015-10-04 0 15.055
"2289" 2015-10-04 1 13.57
"2290" 2015-10-04 2 14.29
"2291" 2015-10-04 3 13.305
"2292" 2015-10-04 4 12.195
"2293" 2015-10-04 5 12.823
"2294" 2015-10-04 6 12.34
"2295" 2015-10-04 7 12.316
"2296" 2015-10-04 8 15.103
"2297" 2015-10-04 9 16.606
"2298" 2015-10-04 10 19.127
"2299" 2015-10-04 11 22.92
"2300" 2015-10-04 12 21.772
"2301" 2015-10-04 13 22.082
"2302" 2015-10-04 14 22.298
"2303" 2015-10-04 15 22.058
"2304" 2015-10-04 16 19.08
"2305" 2015-10-04 17 18.985
"2306" 2015-10-04 18 17.938
"2307" 2015-10-04 19 18.366
"2308" 2015-10-04 20 17.463
"2309" 2015-10-04 21 15.461
"2310" 2015-10-04 22 13.112
"2311" 2015-10-04 23 13.185
"2312" 2015-10-05 0 12.219
"2313" 2015-10-05 1 10.81
"2314" 2015-10-05 2 8.543
"2315" 2015-10-05 3 9.262
"2316" 2015-10-05 4 9.706
"2317" 2015-10-05 5 9.089
"2318" 2015-10-05 6 8.891
"2319" 2015-10-05 7 9.089
"2320" 2015-10-05 8 10.296
"2321" 2015-10-05 9 11.005
"2322" 2015-10-05 10 12.098
"2323" 2015-10-05 11 12.34
"2324" 2015-10-05 12 12.34
"2325" 2015-10-05 13 13.016
"2326" 2015-10-05 14 14.601
"2327" 2015-10-05 15 13.834
"2328" 2015-10-05 16 12.389
"2329" 2015-10-05 17 10.296
"2330" 2015-10-05 18 9.608
"2331" 2015-10-05 19 9.114
"2332" 2015-10-05 20 9.04
"2333" 2015-10-05 21 9.336
"2334" 2015-10-05 22 9.213
"2335" 2015-10-05 23 9.015
"2336" 2015-10-06 0 9.41
"2337" 2015-10-06 1 8.668
"2338" 2015-10-06 2 9.879
"2339" 2015-10-06 3 7.745
"2340" 2015-10-06 4 8.99
"2341" 2015-10-06 5 8.916
"2342" 2015-10-06 6 6
"2343" 2015-10-06 7 10.345
"2344" 2015-10-06 8 16.392
"2345" 2015-10-06 9 18.2
"2346" 2015-10-06 10 20.746
"2347" 2015-10-06 11 23.93
"2348" 2015-10-06 12 24.171
"2349" 2015-10-06 13 24.871
"2350" 2015-10-06 14 25.598
"2351" 2015-10-06 15 25.55
"2352" 2015-10-06 16 25.137
"2353" 2015-10-06 17 23.593
"2354" 2015-10-06 18 21.461
"2355" 2015-10-06 19 19.603
"2356" 2015-10-06 20 19.436
"2357" 2015-10-06 21 15.7
"2358" 2015-10-06 22 14.768
"2359" 2015-10-06 23 16.82
"2360" 2015-10-07 0 17.177
"2361" 2015-10-07 1 20.079
"2362" 2015-10-07 2 21.509
"2363" 2015-10-07 3 20.484
"2364" 2015-10-07 4 17.915
"2365" 2015-10-07 5 18.913
"2366" 2015-10-07 6 19.698
"2367" 2015-10-07 7 18.438
"2368" 2015-10-07 8 20.079
"2369" 2015-10-07 9 23.833
"2370" 2015-10-07 10 25.89
"2371" 2015-10-07 11 25.186
"2372" 2015-10-07 12 25.113
"2373" 2015-10-07 13 25.186
"2374" 2015-10-07 14 24.726
"2375" 2015-10-07 15 23.785
"2376" 2015-10-07 16 24.847
"2377" 2015-10-07 17 21.652
"2378" 2015-10-07 18 19.722
