"SowingDate" "ReadingDate" "Plot" "FinalPop" "SowTreat" "Cultivar" "Block" "DAS" "Sub1" "Sub2" "Sub3" "PlantPop" "PercFinalEmerg" "TT.x" "TT.y" "TT_to_emerg"
"204" 2015-06-24 2015-08-01 "12" 366.67 "S1" "Leura" "2" 38 2 3 3 266.666666666667 72.7266115762584 228.79 5.66 223.13
"205" 2015-06-24 2015-08-01 "3" 166.67 "S1" "Denmark" "1" 38 1 1 0 66.6666666666667 39.9992000159997 228.79 5.66 223.13
"206" 2015-06-24 2015-08-01 "5" 200 "S1" "Narrikup" "1" 38 2 3 2 233.333333333333 116.666666666667 228.79 5.66 223.13
"207" 2015-06-24 2015-08-14 "9" 200 "S1" "Denmark" "2" 51 1 1 2 133.333333333333 66.6666666666667 313.12 5.66 307.46
"208" 2015-06-24 2015-08-14 "12" 366.67 "S1" "Leura" "2" 51 2 2 4 266.666666666667 72.7266115762584 313.12 5.66 307.46
"209" 2015-06-24 2015-09-02 "18" 333.33 "S1" "Leura" "3" 70 3 5 2 333.333333333333 100.00100001 446.97 5.66 441.31
"210" 2015-06-24 2015-09-02 "1" 233.33 "S1" "Antas" "1" 70 1 3 3 233.333333333333 100.001428591837 446.97 5.66 441.31
"211" 2015-06-24 2015-08-10 "11" 266.67 "S1" "Narrikup" "2" 47 2 2 2 200 74.9990625117186 286.66 5.66 281
"212" 2015-06-24 2015-08-01 "9" 200 "S1" "Denmark" "2" 38 0 1 1 66.6666666666667 33.3333333333333 228.79 5.66 223.13
"213" 2015-06-24 2015-08-14 "7" 133.33 "S1" "Antas" "2" 51 2 2 2 200 150.003750093752 313.12 5.66 307.46
"214" 2015-06-24 2015-08-01 "7" 133.33 "S1" "Antas" "2" 38 1 2 1 133.333333333333 100.002500062502 228.79 5.66 223.13
"215" 2015-06-24 2015-08-01 "14" 333.33 "S1" "Antas" "3" 38 3 2 2 233.333333333333 70.0007000070001 228.79 5.66 223.13
"216" 2015-06-24 2015-08-01 "17" 366.67 "S1" "Denmark" "3" 38 2 3 1 200 54.5449586821938 228.79 5.66 223.13
"217" 2015-06-24 2015-08-01 "13" 533.33 "S1" "Woogenellup" "3" 38 2 1 3 200 37.5002343764649 228.79 5.66 223.13
"218" 2015-06-24 2015-08-01 "6" 233.33 "S1" "Woogenellup" "1" 38 1 2 1 133.333333333333 57.1436734810497 228.79 5.66 223.13
"219" 2015-06-24 2015-08-14 "1" 233.33 "S1" "Antas" "1" 51 3 4 3 333.333333333333 142.859183702624 313.12 5.66 307.46
"220" 2015-06-24 2015-08-01 "15" 66.67 "S1" "Monti" "3" 38 1 2 2 166.666666666667 249.987500624969 228.79 5.66 223.13
"221" 2015-06-24 2015-09-02 "8" 266.67 "S1" "Woogenellup" "2" 70 2 3 3 266.666666666667 99.9987500156248 446.97 5.66 441.31
"222" 2015-06-24 2015-08-06 "1" 233.33 "S1" "Antas" "1" 43 3 2 2 233.333333333333 100.001428591837 268.28 5.66 262.62
"223" 2015-06-24 2015-08-14 "18" 333.33 "S1" "Leura" "3" 51 2 4 2 266.666666666667 80.0008000080001 313.12 5.66 307.46
"224" 2015-06-24 2015-08-06 "9" 200 "S1" "Denmark" "2" 43 1 0 2 100 50 268.28 5.66 262.62
"225" 2015-06-24 2015-08-28 "15" 66.67 "S1" "Monti" "3" 65 2 0 0 66.6666666666667 99.9950002499875 407.79 5.66 402.13
"226" 2015-06-24 2015-09-02 "16" 266.67 "S1" "Narrikup" "3" 70 3 3 2 266.666666666667 99.9987500156248 446.97 5.66 441.31
"227" 2015-06-24 2015-08-06 "12" 366.67 "S1" "Leura" "2" 43 2 1 3 200 54.5449586821938 268.28 5.66 262.62
"228" 2015-06-24 2015-08-06 "5" 200 "S1" "Narrikup" "1" 43 1 1 2 133.333333333333 66.6666666666667 268.28 5.66 262.62
"229" 2015-06-24 2015-08-06 "2" 200 "S1" "Monti" "1" 43 3 2 2 233.333333333333 116.666666666667 268.28 5.66 262.62
"230" 2015-06-24 2015-08-06 "3" 166.67 "S1" "Denmark" "1" 43 0 1 1 66.6666666666667 39.9992000159997 268.28 5.66 262.62
"231" 2015-06-24 2015-08-21 "13" 533.33 "S1" "Woogenellup" "3" 58 6 5 5 533.333333333333 100.000625003906 366.92 5.66 361.26
"232" 2015-06-24 2015-08-14 "8" 266.67 "S1" "Woogenellup" "2" 51 1 2 3 200 74.9990625117186 313.12 5.66 307.46
"233" 2015-06-24 2015-08-01 "1" 233.33 "S1" "Antas" "1" 38 2 2 2 200 85.7155102215746 228.79 5.66 223.13
"234" 2015-06-24 2015-09-02 "13" 533.33 "S1" "Woogenellup" "3" 70 6 5 5 533.333333333333 100.000625003906 446.97 5.66 441.31
"235" 2015-06-24 2015-08-10 "15" 66.67 "S1" "Monti" "3" 47 1 2 2 166.666666666667 249.987500624969 286.66 5.66 281
"236" 2015-06-24 2015-08-06 "18" 333.33 "S1" "Leura" "3" 43 2 3 3 266.666666666667 80.0008000080001 268.28 5.66 262.62
"237" 2015-06-24 2015-09-02 "15" 66.67 "S1" "Monti" "3" 70 2 0 0 66.6666666666667 99.9950002499875 446.97 5.66 441.31
"238" 2015-06-24 2015-09-02 "4" 233.33 "S1" "Leura" "1" 70 2 2 3 233.333333333333 100.001428591837 446.97 5.66 441.31
"239" 2015-06-24 2015-08-14 "3" 166.67 "S1" "Denmark" "1" 51 1 1 1 100 59.9988000239995 313.12 5.66 307.46
"240" 2015-06-24 2015-08-21 "12" 366.67 "S1" "Leura" "2" 58 3 4 4 366.666666666667 99.9990909173553 366.92 5.66 361.26
"241" 2015-06-24 2015-08-06 "10" 233.33 "S1" "Monti" "2" 43 1 1 1 100 42.8577551107873 268.28 5.66 262.62
"242" 2015-06-24 2015-08-21 "9" 200 "S1" "Denmark" "2" 58 1 1 4 200 100 366.92 5.66 361.26
"243" 2015-06-24 2015-08-06 "17" 366.67 "S1" "Denmark" "3" 43 2 2 2 200 54.5449586821938 268.28 5.66 262.62
"244" 2015-06-24 2015-08-10 "4" 233.33 "S1" "Leura" "1" 47 2 2 1 166.666666666667 71.4295918513122 286.66 5.66 281
"245" 2015-06-24 2015-08-06 "16" 266.67 "S1" "Narrikup" "3" 43 2 2 1 166.666666666667 62.4992187597655 268.28 5.66 262.62
"246" 2015-06-24 2015-08-14 "17" 366.67 "S1" "Denmark" "3" 51 2 3 3 266.666666666667 72.7266115762584 313.12 5.66 307.46
"247" 2015-06-24 2015-08-06 "4" 233.33 "S1" "Leura" "1" 43 1 2 1 133.333333333333 57.1436734810497 268.28 5.66 262.62
"248" 2015-06-24 2015-08-14 "6" 233.33 "S1" "Woogenellup" "1" 51 1 3 1 166.666666666667 71.4295918513122 313.12 5.66 307.46
"249" 2015-06-24 2015-08-14 "13" 533.33 "S1" "Woogenellup" "3" 51 2 2 3 233.333333333333 43.750273439209 313.12 5.66 307.46
"250" 2015-06-24 2015-08-06 "11" 266.67 "S1" "Narrikup" "2" 43 2 2 1 166.666666666667 62.4992187597655 268.28 5.66 262.62
"251" 2015-06-24 2015-08-28 "4" 233.33 "S1" "Leura" "1" 65 2 2 3 233.333333333333 100.001428591837 407.79 5.66 402.13
"252" 2015-06-24 2015-08-06 "6" 233.33 "S1" "Woogenellup" "1" 43 1 1 1 100 42.8577551107873 268.28 5.66 262.62
"253" 2015-06-24 2015-08-21 "8" 266.67 "S1" "Woogenellup" "2" 58 2 3 3 266.666666666667 99.9987500156248 366.92 5.66 361.26
"254" 2015-06-24 2015-08-06 "8" 266.67 "S1" "Woogenellup" "2" 43 1 1 2 133.333333333333 49.9993750078124 268.28 5.66 262.62
"255" 2015-06-24 2015-09-02 "2" 200 "S1" "Monti" "1" 70 3 1 2 200 100 446.97 5.66 441.31
"256" 2015-06-24 2015-08-06 "14" 333.33 "S1" "Antas" "3" 43 2 2 2 200 60.0006000060001 268.28 5.66 262.62
"257" 2015-06-24 2015-08-06 "15" 66.67 "S1" "Monti" "3" 43 1 2 2 166.666666666667 249.987500624969 268.28 5.66 262.62
"258" 2015-06-24 2015-08-10 "1" 233.33 "S1" "Antas" "1" 47 3 3 3 300 128.573265332362 286.66 5.66 281
"259" 2015-06-24 2015-08-06 "13" 533.33 "S1" "Woogenellup" "3" 43 2 2 2 200 37.5002343764649 268.28 5.66 262.62
"260" 2015-06-24 2015-08-21 "18" 333.33 "S1" "Leura" "3" 58 3 5 2 333.333333333333 100.00100001 366.92 5.66 361.26
"261" 2015-06-24 2015-08-28 "3" 166.67 "S1" "Denmark" "1" 65 2 2 1 166.666666666667 99.9980000399992 407.79 5.66 402.13
"262" 2015-06-24 2015-08-21 "11" 266.67 "S1" "Narrikup" "2" 58 3 3 2 266.666666666667 99.9987500156248 366.92 5.66 361.26
"263" 2015-06-24 2015-08-28 "2" 200 "S1" "Monti" "1" 65 3 1 2 200 100 407.79 5.66 402.13
"264" 2015-06-24 2015-09-02 "5" 200 "S1" "Narrikup" "1" 70 1 2 3 200 100 446.97 5.66 441.31
"265" 2015-06-24 2015-08-21 "1" 233.33 "S1" "Antas" "1" 58 1 3 3 233.333333333333 100.001428591837 366.92 5.66 361.26
"266" 2015-06-24 2015-09-02 "3" 166.67 "S1" "Denmark" "1" 70 2 2 1 166.666666666667 99.9980000399992 446.97 5.66 441.31
"267" 2015-06-24 2015-09-02 "12" 366.67 "S1" "Leura" "2" 70 3 4 4 366.666666666667 99.9990909173553 446.97 5.66 441.31
"268" 2015-06-24 2015-09-02 "14" 333.33 "S1" "Antas" "3" 70 2 5 3 333.333333333333 100.00100001 446.97 5.66 441.31
"269" 2015-06-24 2015-08-21 "14" 333.33 "S1" "Antas" "3" 58 2 5 3 333.333333333333 100.00100001 366.92 5.66 361.26
"270" 2015-06-24 2015-08-28 "12" 366.67 "S1" "Leura" "2" 65 3 4 4 366.666666666667 99.9990909173553 407.79 5.66 402.13
"271" 2015-06-24 2015-08-21 "5" 200 "S1" "Narrikup" "1" 58 1 2 3 200 100 366.92 5.66 361.26
"272" 2015-06-24 2015-08-21 "4" 233.33 "S1" "Leura" "1" 58 2 2 3 233.333333333333 100.001428591837 366.92 5.66 361.26
"273" 2015-06-24 2015-09-02 "17" 366.67 "S1" "Denmark" "3" 70 5 3 3 366.666666666667 99.9990909173553 446.97 5.66 441.31
"274" 2015-06-24 2015-08-21 "3" 166.67 "S1" "Denmark" "1" 58 2 2 1 166.666666666667 99.9980000399992 366.92 5.66 361.26
"275" 2015-06-24 2015-08-21 "17" 366.67 "S1" "Denmark" "3" 58 5 3 3 366.666666666667 99.9990909173553 366.92 5.66 361.26
"276" 2015-06-24 2015-08-28 "9" 200 "S1" "Denmark" "2" 65 1 1 4 200 100 407.79 5.66 402.13
"277" 2015-06-24 2015-08-28 "13" 533.33 "S1" "Woogenellup" "3" 65 6 5 5 533.333333333333 100.000625003906 407.79 5.66 402.13
"278" 2015-06-24 2015-08-28 "16" 266.67 "S1" "Narrikup" "3" 65 3 3 2 266.666666666667 99.9987500156248 407.79 5.66 402.13
"279" 2015-06-24 2015-08-28 "6" 233.33 "S1" "Woogenellup" "1" 65 2 3 2 233.333333333333 100.001428591837 407.79 5.66 402.13
"280" 2015-06-24 2015-08-14 "2" 200 "S1" "Monti" "1" 51 4 2 2 266.666666666667 133.333333333333 313.12 5.66 307.46
"281" 2015-06-24 2015-08-10 "9" 200 "S1" "Denmark" "2" 47 1 1 2 133.333333333333 66.6666666666667 286.66 5.66 281
"282" 2015-06-24 2015-08-14 "15" 66.67 "S1" "Monti" "3" 51 2 3 3 266.666666666667 399.98000099995 313.12 5.66 307.46
"283" 2015-06-24 2015-08-21 "2" 200 "S1" "Monti" "1" 58 3 1 2 200 100 366.92 5.66 361.26
"284" 2015-06-24 2015-08-28 "14" 333.33 "S1" "Antas" "3" 65 2 5 3 333.333333333333 100.00100001 407.79 5.66 402.13
"285" 2015-06-24 2015-08-28 "8" 266.67 "S1" "Woogenellup" "2" 65 2 3 3 266.666666666667 99.9987500156248 407.79 5.66 402.13
"286" 2015-06-24 2015-08-14 "11" 266.67 "S1" "Narrikup" "2" 51 2 1 2 166.666666666667 62.4992187597655 313.12 5.66 307.46
"287" 2015-06-24 2015-09-02 "6" 233.33 "S1" "Woogenellup" "1" 70 2 3 2 233.333333333333 100.001428591837 446.97 5.66 441.31
"288" 2015-06-24 2015-08-21 "6" 233.33 "S1" "Woogenellup" "1" 58 2 3 2 233.333333333333 100.001428591837 366.92 5.66 361.26
"289" 2015-07-28 2015-07-28 "32" 2066.67 "S2" "Antas" "3" 0 0 0 0 0 0 204.92 204.92 0
"290" 2015-07-28 2015-08-03 "36" 1533.33 "S2" "Narrikup" "3" 6 0 0 0 0 0 247.31 204.92 42.39
"291" 2015-07-28 2015-07-28 "19" 2100 "S2" "Narrikup" "1" 0 0 0 0 0 0 204.92 204.92 0
"292" 2015-07-28 2015-07-28 "35" 1800 "S2" "Leura" "3" 0 0 0 0 0 0 204.92 204.92 0
"293" 2015-07-28 2015-08-03 "32" 2066.67 "S2" "Antas" "3" 6 0 0 0 0 0 247.31 204.92 42.39
"294" 2015-07-28 2015-07-28 "33" 966.67 "S2" "Monti" "3" 0 0 0 0 0 0 204.92 204.92 0
"295" 2015-07-28 2015-08-03 "28" 1166.67 "S2" "Narrikup" "2" 6 0 0 0 0 0 247.31 204.92 42.39
"296" 2015-07-28 2015-07-30 "24" 1533.33 "S2" "Antas" "1" 2 0 0 0 0 0 216.25 204.92 11.33
"297" 2015-07-28 2015-08-01 "23" 1700 "S2" "Denmark" "1" 4 0 0 0 0 0 228.79 204.92 23.87
"298" 2015-07-28 2015-08-03 "24" 1533.33 "S2" "Antas" "1" 6 0 0 0 0 0 247.31 204.92 42.39
"299" 2015-07-28 2015-08-07 "27" 1366.67 "S2" "Denmark" "2" 10 3 3 3 300 21.9511659727659 275.24 204.92 70.32
"300" 2015-07-28 2015-07-28 "20" 1866.67 "S2" "Monti" "1" 0 0 0 0 0 0 204.92 204.92 0
"301" 2015-07-28 2015-07-30 "31" 1666.67 "S2" "Denmark" "3" 2 0 0 0 0 0 216.25 204.92 11.33
"302" 2015-07-28 2015-08-03 "26" 1600 "S2" "Woogenellup" "2" 6 0 0 0 0 0 247.31 204.92 42.39
"303" 2015-07-28 2015-08-03 "35" 1800 "S2" "Leura" "3" 6 0 0 0 0 0 247.31 204.92 42.39
"304" 2015-07-28 2015-08-03 "31" 1666.67 "S2" "Denmark" "3" 6 0 0 0 0 0 247.31 204.92 42.39
"305" 2015-07-28 2015-08-07 "30" 1566.67 "S2" "Monti" "2" 10 3 3 3 300 19.1488954278821 275.24 204.92 70.32
"306" 2015-07-28 2015-08-03 "23" 1700 "S2" "Denmark" "1" 6 0 0 0 0 0 247.31 204.92 42.39
"307" 2015-07-28 2015-07-28 "22" 1866.67 "S2" "Leura" "1" 0 0 0 0 0 0 204.92 204.92 0
"308" 2015-07-28 2015-08-03 "20" 1866.67 "S2" "Monti" "1" 6 0 0 0 0 0 247.31 204.92 42.39
"309" 2015-07-28 2015-08-07 "34" 1200 "S2" "Woogenellup" "3" 10 7 6 7 666.666666666667 55.5555555555556 275.24 204.92 70.32
"310" 2015-07-28 2015-07-30 "26" 1600 "S2" "Woogenellup" "2" 2 0 0 0 0 0 216.25 204.92 11.33
"311" 2015-07-28 2015-08-01 "36" 1533.33 "S2" "Narrikup" "3" 4 0 0 0 0 0 228.79 204.92 23.87
"312" 2015-07-28 2015-07-28 "29" 1866.67 "S2" "Antas" "2" 0 0 0 0 0 0 204.92 204.92 0
"313" 2015-07-28 2015-07-30 "33" 966.67 "S2" "Monti" "3" 2 0 0 0 0 0 216.25 204.92 11.33
"314" 2015-07-28 2015-07-28 "23" 1700 "S2" "Denmark" "1" 0 0 0 0 0 0 204.92 204.92 0
"315" 2015-07-28 2015-08-03 "22" 1866.67 "S2" "Leura" "1" 6 0 1 0 33.3333333333333 1.78571109694447 247.31 204.92 42.39
"316" 2015-07-28 2015-07-28 "36" 1533.33 "S2" "Narrikup" "3" 0 0 0 0 0 0 204.92 204.92 0
"317" 2015-07-28 2015-08-07 "26" 1600 "S2" "Woogenellup" "2" 10 4 5 6 500 31.25 275.24 204.92 70.32
"318" 2015-07-28 2015-08-03 "21" 2066.67 "S2" "Woogenellup" "1" 6 1 0 0 33.3333333333333 1.61290062435383 247.31 204.92 42.39
"319" 2015-07-28 2015-07-30 "21" 2066.67 "S2" "Woogenellup" "1" 2 0 0 0 0 0 216.25 204.92 11.33
"320" 2015-07-28 2015-07-30 "36" 1533.33 "S2" "Narrikup" "3" 2 0 0 0 0 0 216.25 204.92 11.33
"321" 2015-07-28 2015-08-01 "34" 1200 "S2" "Woogenellup" "3" 4 0 0 0 0 0 228.79 204.92 23.87
"322" 2015-07-28 2015-08-10 "20" 1866.67 "S2" "Monti" "1" 13 7 8 5 666.666666666667 35.7142219388894 286.66 204.92 81.74
"323" 2015-07-28 2015-07-30 "22" 1866.67 "S2" "Leura" "1" 2 0 0 0 0 0 216.25 204.92 11.33
"324" 2015-07-28 2015-07-28 "27" 1366.67 "S2" "Denmark" "2" 0 0 0 0 0 0 204.92 204.92 0
"325" 2015-07-28 2015-07-28 "28" 1166.67 "S2" "Narrikup" "2" 0 0 0 0 0 0 204.92 204.92 0
"326" 2015-07-28 2015-07-28 "30" 1566.67 "S2" "Monti" "2" 0 0 0 0 0 0 204.92 204.92 0
"327" 2015-07-28 2015-08-07 "33" 966.67 "S2" "Monti" "3" 10 2 2 3 233.333333333333 24.1378478005248 275.24 204.92 70.32
"328" 2015-07-28 2015-08-03 "33" 966.67 "S2" "Monti" "3" 6 0 0 0 0 0 247.31 204.92 42.39
"329" 2015-07-28 2015-08-07 "36" 1533.33 "S2" "Narrikup" "3" 10 2 4 3 300 19.5652599244781 275.24 204.92 70.32
"330" 2015-07-28 2015-08-03 "25" 1700 "S2" "Leura" "2" 6 0 0 0 0 0 247.31 204.92 42.39
"331" 2015-07-28 2015-08-10 "34" 1200 "S2" "Woogenellup" "3" 13 10 9 11 1000 83.3333333333333 286.66 204.92 81.74
"332" 2015-07-28 2015-08-10 "28" 1166.67 "S2" "Narrikup" "2" 13 6 6 5 566.666666666667 48.5712897963149 286.66 204.92 81.74
"333" 2015-07-28 2015-08-07 "32" 2066.67 "S2" "Antas" "3" 10 5 5 4 466.666666666667 22.5806087409536 275.24 204.92 70.32
"334" 2015-07-28 2015-08-07 "20" 1866.67 "S2" "Monti" "1" 10 3 4 4 366.666666666667 19.6428220663892 275.24 204.92 70.32
"335" 2015-07-28 2015-08-01 "29" 1866.67 "S2" "Antas" "2" 4 0 0 0 0 0 228.79 204.92 23.87
"336" 2015-07-28 2015-08-03 "30" 1566.67 "S2" "Monti" "2" 6 0 0 0 0 0 247.31 204.92 42.39
"337" 2015-07-28 2015-08-07 "25" 1700 "S2" "Leura" "2" 10 5 3 3 366.666666666667 21.5686274509804 275.24 204.92 70.32
"338" 2015-07-28 2015-08-10 "30" 1566.67 "S2" "Monti" "2" 13 5 5 6 533.333333333333 34.0424807606792 286.66 204.92 81.74
"339" 2015-07-28 2015-08-10 "24" 1533.33 "S2" "Antas" "1" 13 6 6 8 666.666666666667 43.4783553877291 286.66 204.92 81.74
"340" 2015-07-28 2015-07-28 "24" 1533.33 "S2" "Antas" "1" 0 0 0 0 0 0 204.92 204.92 0
"341" 2015-07-28 2015-08-10 "29" 1866.67 "S2" "Antas" "2" 13 12 11 11 1133.33333333333 60.714177296112 286.66 204.92 81.74
"342" 2015-07-28 2015-08-07 "24" 1533.33 "S2" "Antas" "1" 10 4 4 4 400 26.0870132326375 275.24 204.92 70.32
"343" 2015-07-28 2015-08-10 "21" 2066.67 "S2" "Woogenellup" "1" 13 9 10 11 1000 48.3870187306149 286.66 204.92 81.74
"344" 2015-07-28 2015-08-01 "30" 1566.67 "S2" "Monti" "2" 4 0 0 0 0 0 228.79 204.92 23.87
"345" 2015-07-28 2015-07-30 "20" 1866.67 "S2" "Monti" "1" 2 0 0 0 0 0 216.25 204.92 11.33
"346" 2015-07-28 2015-07-28 "26" 1600 "S2" "Woogenellup" "2" 0 0 0 0 0 0 204.92 204.92 0
"347" 2015-07-28 2015-08-01 "28" 1166.67 "S2" "Narrikup" "2" 4 0 0 0 0 0 228.79 204.92 23.87
"348" 2015-07-28 2015-07-30 "27" 1366.67 "S2" "Denmark" "2" 2 0 0 0 0 0 216.25 204.92 11.33
"349" 2015-07-28 2015-08-01 "22" 1866.67 "S2" "Leura" "1" 4 0 0 0 0 0 228.79 204.92 23.87
"350" 2015-07-28 2015-08-01 "26" 1600 "S2" "Woogenellup" "2" 4 0 0 0 0 0 228.79 204.92 23.87
"351" 2015-07-28 2015-08-03 "34" 1200 "S2" "Woogenellup" "3" 6 0 1 0 33.3333333333333 2.77777777777778 247.31 204.92 42.39
"352" 2015-07-28 2015-08-03 "27" 1366.67 "S2" "Denmark" "2" 6 0 0 0 0 0 247.31 204.92 42.39
"353" 2015-07-28 2015-08-03 "29" 1866.67 "S2" "Antas" "2" 6 0 0 0 0 0 247.31 204.92 42.39
"354" 2015-07-28 2015-08-01 "19" 2100 "S2" "Narrikup" "1" 4 0 0 0 0 0 228.79 204.92 23.87
"355" 2015-07-28 2015-08-10 "36" 1533.33 "S2" "Narrikup" "3" 13 5 5 5 500 32.6087665407968 286.66 204.92 81.74
"356" 2015-07-28 2015-08-03 "19" 2100 "S2" "Narrikup" "1" 6 0 1 0 33.3333333333333 1.58730158730159 247.31 204.92 42.39
"357" 2015-07-28 2015-08-01 "27" 1366.67 "S2" "Denmark" "2" 4 0 0 0 0 0 228.79 204.92 23.87
"358" 2015-07-28 2015-08-15 "24" 1533.33 "S2" "Antas" "1" 18 8 8 11 900 58.6957797734343 323.64 204.92 118.72
"359" 2015-07-28 2015-08-15 "36" 1533.33 "S2" "Narrikup" "3" 18 7 7 7 700 45.6522731571156 323.64 204.92 118.72
"360" 2015-07-28 2015-08-01 "25" 1700 "S2" "Leura" "2" 4 0 0 0 0 0 228.79 204.92 23.87
"361" 2015-07-28 2015-08-20 "20" 1866.67 "S2" "Monti" "1" 23 10 11 15 1200 64.2855994900009 361.47 204.92 156.55
"362" 2015-07-28 2015-08-20 "35" 1800 "S2" "Leura" "3" 23 11 15 19 1500 83.3333333333333 361.47 204.92 156.55
"363" 2015-07-28 2015-08-20 "32" 2066.67 "S2" "Antas" "3" 23 11 18 15 1466.66666666667 70.9676274715686 361.47 204.92 156.55
"364" 2015-07-28 2015-07-30 "35" 1800 "S2" "Leura" "3" 2 0 0 0 0 0 216.25 204.92 11.33
"365" 2015-07-28 2015-08-15 "21" 2066.67 "S2" "Woogenellup" "1" 18 13 14 15 1400 67.7418262228609 323.64 204.92 118.72
"366" 2015-07-28 2015-08-15 "28" 1166.67 "S2" "Narrikup" "2" 18 8 8 7 766.666666666667 65.7140979597201 323.64 204.92 118.72
"367" 2015-07-28 2015-08-15 "35" 1800 "S2" "Leura" "3" 18 11 13 11 1166.66666666667 64.8148148148148 323.64 204.92 118.72
"368" 2015-07-28 2015-08-15 "34" 1200 "S2" "Woogenellup" "3" 18 15 14 15 1466.66666666667 122.222222222222 323.64 204.92 118.72
"369" 2015-07-28 2015-08-15 "33" 966.67 "S2" "Monti" "3" 18 6 6 6 600 62.0687514870638 323.64 204.92 118.72
"370" 2015-07-28 2015-08-15 "23" 1700 "S2" "Denmark" "1" 18 10 11 9 1000 58.8235294117647 323.64 204.92 118.72
"371" 2015-07-28 2015-08-20 "25" 1700 "S2" "Leura" "2" 23 10 9 14 1100 64.7058823529412 361.47 204.92 156.55
"372" 2015-07-28 2015-08-20 "21" 2066.67 "S2" "Woogenellup" "1" 23 13 14 15 1400 67.7418262228609 361.47 204.92 156.55
"373" 2015-07-28 2015-08-15 "25" 1700 "S2" "Leura" "2" 18 9 8 10 900 52.9411764705882 323.64 204.92 118.72
"374" 2015-07-28 2015-08-20 "27" 1366.67 "S2" "Denmark" "2" 23 10 9 8 900 65.8534979182977 361.47 204.92 156.55
"375" 2015-07-28 2015-08-20 "26" 1600 "S2" "Woogenellup" "2" 23 10 11 15 1200 75 361.47 204.92 156.55
"376" 2015-07-28 2015-08-20 "24" 1533.33 "S2" "Antas" "1" 23 15 8 13 1200 78.2610396979124 361.47 204.92 156.55
"377" 2015-07-28 2015-08-20 "34" 1200 "S2" "Woogenellup" "3" 23 14 14 15 1433.33333333333 119.444444444444 361.47 204.92 156.55
"378" 2015-07-28 2015-08-07 "21" 2066.67 "S2" "Woogenellup" "1" 10 6 3 7 533.333333333333 25.8064099896613 275.24 204.92 70.32
"379" 2015-07-28 2015-08-07 "35" 1800 "S2" "Leura" "3" 10 5 6 5 533.333333333333 29.6296296296296 275.24 204.92 70.32
"380" 2015-07-28 2015-08-07 "29" 1866.67 "S2" "Antas" "2" 10 6 7 8 700 37.4999330358339 275.24 204.92 70.32
"381" 2015-07-28 2015-08-20 "31" 1666.67 "S2" "Denmark" "3" 23 9 7 8 800 47.999904000192 361.47 204.92 156.55
"382" 2015-07-28 2015-08-20 "28" 1166.67 "S2" "Narrikup" "2" 23 8 8 13 966.666666666667 82.8569061231254 361.47 204.92 156.55
"383" 2015-07-28 2015-08-10 "27" 1366.67 "S2" "Denmark" "2" 13 6 4 5 500 36.5852766212765 286.66 204.92 81.74
"384" 2015-07-28 2015-08-01 "35" 1800 "S2" "Leura" "3" 4 0 0 0 0 0 228.79 204.92 23.87
"385" 2015-07-28 2015-08-15 "20" 1866.67 "S2" "Monti" "1" 18 9 11 7 900 48.2141996175007 323.64 204.92 118.72
"386" 2015-07-28 2015-08-01 "20" 1866.67 "S2" "Monti" "1" 4 0 0 0 0 0 228.79 204.92 23.87
"387" 2015-07-28 2015-07-28 "21" 2066.67 "S2" "Woogenellup" "1" 0 0 0 0 0 0 204.92 204.92 0
"388" 2015-07-28 2015-08-15 "27" 1366.67 "S2" "Denmark" "2" 18 9 6 7 733.333333333333 53.6584057112056 323.64 204.92 118.72
"389" 2015-07-28 2015-08-15 "26" 1600 "S2" "Woogenellup" "2" 18 8 12 12 1066.66666666667 66.6666666666667 323.64 204.92 118.72
"390" 2015-07-28 2015-08-15 "29" 1866.67 "S2" "Antas" "2" 18 15 17 16 1600 85.7141326533345 323.64 204.92 118.72
"391" 2015-07-28 2015-08-15 "32" 2066.67 "S2" "Antas" "3" 18 10 13 12 1166.66666666667 56.4515218523841 323.64 204.92 118.72
"392" 2015-07-28 2015-08-07 "19" 2100 "S2" "Narrikup" "1" 10 4 4 5 433.333333333333 20.6349206349206 275.24 204.92 70.32
"393" 2015-07-28 2015-08-01 "31" 1666.67 "S2" "Denmark" "3" 4 0 0 0 0 0 228.79 204.92 23.87
"394" 2015-07-28 2015-08-07 "22" 1866.67 "S2" "Leura" "1" 10 7 5 7 633.333333333333 33.9285108419449 275.24 204.92 70.32
"395" 2015-07-28 2015-08-07 "23" 1700 "S2" "Denmark" "1" 10 5 4 5 466.666666666667 27.4509803921569 275.24 204.92 70.32
"396" 2015-07-28 2015-08-01 "24" 1533.33 "S2" "Antas" "1" 4 0 0 0 0 0 228.79 204.92 23.87
"397" 2015-07-28 2015-08-26 "20" 1866.67 "S2" "Monti" "1" 29 12 14 11 1233.33333333333 66.0713105869454 396.57 204.92 191.65
"398" 2015-07-28 2015-08-26 "34" 1200 "S2" "Woogenellup" "3" 29 19 27 11 1900 158.333333333333 396.57 204.92 191.65
"399" 2015-07-28 2015-08-26 "25" 1700 "S2" "Leura" "2" 29 12 11 12 1166.66666666667 68.6274509803921 396.57 204.92 191.65
"400" 2015-07-28 2015-08-26 "33" 966.67 "S2" "Monti" "3" 29 7 6 6 633.333333333333 65.5170154585674 396.57 204.92 191.65
