AuthorYear 	YearExperiment	Treatcultivar	SowingDate	StartFlowering	DaysToFlower 	Ttsow	Ttflow	Tttoflower	PhotopAtSowing	PhotopAtTtTarget	PhotopAverage	TtFlowerAdjusted
DoddEtAl_1995	1991	Enfield	1/05/1991	23/08/1991	114.2	12344.8	13458.4	1113.6	11.5	11.0	10.5	1056.1
DoddEtAl_1995	1991	GreenRange	1/05/1991	30/08/1991	121.1	12344.8	13539.3	1194.5	11.5	11.0	10.6	1137.0
DoddEtAl_1995	1991	Karridale	1/05/1991	11/09/1991	132.9	12344.8	13665.9	1321.1	11.5	11.0	10.6	1263.6
DoddEtAl_1995	1991	MtBarker	1/05/1991	21/09/1991	142.5	12344.8	13787.2	1442.3	11.5	11.0	10.7	1384.8
DoddEtAl_1995	1991	Meteora	1/05/1991	7/10/1991	159.1	12344.8	13968.5	1623.7	11.5	11.0	10.8	1566.2
DoddEtAl_1995	1991	Tallarook	1/05/1991	22/10/1991	173.6	12344.8	14153.2	1808.4	11.5	11.0	11.0	1750.9
ChapmanAndWilliams_1990	1982	SeatonPark	24/04/1982	3/09/1982	132.0	1804.1	3153.9	1349.7	11.7	10.6	10.3	1462.4
ChapmanAndWilliams_1990	1982	Trikkala	24/04/1982	5/09/1982	134.0	1804.1	3185.1	1381.0	11.7	10.6	10.3	1493.7
ChapmanAndWilliams_1990	1982	Howard	24/04/1982	7/09/1982	136.0	1804.1	3214.6	1410.4	11.7	10.6	10.3	1523.1
ChapmanAndWilliams_1990	1982	Woogenellup	24/04/1982	16/09/1982	145.0	1804.1	3357.8	1553.6	11.7	10.6	10.4	1666.3
ChapmanAndWilliams_1990	1982	Clare	24/04/1982	22/09/1982	151.0	1804.1	3439.8	1635.7	11.7	10.6	10.4	1748.4
ChapmanAndWilliams_1990	1982	Larisa	24/04/1982	4/10/1982	163.0	1804.1	3618.9	1814.7	11.7	10.6	10.5	1927.4
ChapmanAndWilliams_1990	1982	Nangeela	24/04/1982	4/10/1982	163.0	1804.1	3618.9	1814.7	11.7	10.6	10.5	1927.4
ChapmanAndWilliams_1990	1982	MtBarker	24/04/1982	7/10/1982	166.0	1804.1	3672.3	1868.2	11.7	10.6	10.6	1980.9
ChapmanAndWilliams_1990	1982	Tallarook	24/04/1982	16/10/1982	175.0	1804.1	3814.3	2010.2	11.7	10.6	10.7	2122.9
SheathAndRichardson_1983	1979	Dwalganup	5/05/1979	13/09/1979	131.0	2417.4	3782.5	1365.1	11.4	10.9	10.6	1250.1
