"LocationYear" "StartFlowering" "SowingDate" "AuthorYear" "YearExperiment" "Location" "Country" "Treatcultivar" "PercentFlower" "DaysToFlower" "Pp" "VerSumSow" "VernSumFlower" "VerntoFlower"
"1" "Adelaide1978" "1978-06-08" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Nungarin" 50 87 13.33 0.510352500000001 17.101265 16.5909125
"2" "Adelaide1978" "1978-06-13" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Northam" 50 92 13.33 0.510352500000001 19.83720375 19.32685125
"3" "Adelaide1978" "1978-06-21" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Dwalganup" 50 100 13.33 0.510352500000001 24.42162625 23.91127375
"4" "Adelaide1978" "1978-07-20" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Yarloop" 50 129 13.33 0.510352500000001 40.04308 39.5327275
"5" "Adelaide1978" "1978-07-21" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Trikkala" 50 130 13.33 0.510352500000001 41.04308 40.5327275
"6" "Adelaide1978" "1978-07-21" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Geraldton" 50 130 13.33 0.510352500000001 41.04308 40.5327275
"7" "Adelaide1978" "1978-07-23" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Dinninup" 50 132 13.33 0.510352500000001 42.615955 42.1056025
"8" "Adelaide1978" "1978-07-23" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Uniwager" 50 132 13.33 0.510352500000001 42.615955 42.1056025
"9" "Adelaide1978" "1978-07-25" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Daliak" 50 134 13.33 0.510352500000001 44.35256375 43.84221125
"10" "Adelaide1978" "1978-07-31" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "SeatonPark" 50 140 13.33 0.510352500000001 48.09254 47.5821875
"11" "Adelaide1978" "1978-08-09" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "BacchusM" 50 149 13.33 0.510352500000001 53.04625625 52.53590375
"12" "Adelaide1978" "1978-08-15" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Woogenellup" 50 155 13.33 0.510352500000001 56.212675 55.7023225
"13" "Adelaide1978" "1978-08-22" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Clare" 50 162 13.33 0.510352500000001 58.2730425 57.76269
"14" "Adelaide1978" "1978-09-01" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Howard" 50 172 13.33 0.510352500000001 63.1060325 62.59568
"15" "Adelaide1978" "1978-09-16" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "MtBarker" 50 187 13.33 0.510352500000001 71.30067375 70.79032125
"16" "Adelaide1978" "1978-09-20" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Larisa" 50 191 13.33 0.510352500000001 73.7419925 73.23164
"17" "Adelaide1978" "1978-09-27" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Nangeela" 50 198 13.33 0.510352500000001 76.70661125 76.19625875
"18" "Adelaide1978" "1978-10-12" "1978-03-13" "CocksAndPhillips1979" 1978 "Adelaide" "AU" "Tallarook" 50 213 13.33 0.510352500000001 82.80727875 82.29692625
"19" "Ballantrae1982" "1982-09-03" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "SeatonPark" 1 132 11.67 38.413044875 110.9206176875 72.5075728125
"20" "Ballantrae1982" "1982-09-05" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Trikkala" 1 134 11.67 38.413044875 111.2953864375 72.8823415625
"21" "Ballantrae1982" "1982-09-07" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Howard" 1 136 11.67 38.413044875 111.3835414375 72.9704965625
"22" "Ballantrae1982" "1982-09-16" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Woogenellup" 1 145 11.67 38.413044875 111.9364701875 73.5234253125
"23" "Ballantrae1982" "1982-09-22" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Clare" 1 151 11.67 38.413044875 113.2272739375 74.8142290625
"24" "Ballantrae1982" "1982-10-04" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Larisa" 1 163 11.67 38.413044875 114.5795051875 76.1664603125
"25" "Ballantrae1982" "1982-10-04" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Nangeela" 1 163 11.67 38.413044875 114.5795051875 76.1664603125
"26" "Ballantrae1982" "1982-10-07" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "MtBarker" 1 166 11.67 38.413044875 114.5946501875 76.1816053125
"27" "Ballantrae1982" "1982-10-16" "1982-04-24" "ChapmanAndWilliams_1990" 1982 "Ballantrae" "NZ" "Tallarook" 1 175 11.67 38.413044875 115.3286126875 76.9155678125
"28" "Carvossa1981" "1981-09-08" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Trikkala" 1 130 11.29 26.0189075 121.550218625 95.531311125
"29" "Carvossa1981" "1981-09-22" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Woogenellup" 1 144 11.29 26.0189075 128.0979405 102.079033
"30" "Carvossa1981" "1981-09-22" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Clare" 1 144 11.29 26.0189075 128.0979405 102.079033
"31" "Carvossa1981" "1981-09-22" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Howard" 1 144 11.29 26.0189075 128.0979405 102.079033
"32" "Carvossa1981" "1981-09-22" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Nangeela" 1 144 11.29 26.0189075 128.0979405 102.079033
"33" "Carvossa1981" "1981-09-22" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "SeatonPark" 1 144 11.29 26.0189075 128.0979405 102.079033
"34" "Carvossa1981" "1981-09-22" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "MtBarker" 1 144 11.29 26.0189075 128.0979405 102.079033
"35" "Carvossa1981" "1981-09-27" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Tallarook" 1 149 11.29 26.0189075 130.7092555 104.690348
"36" "Carvossa1981" "1981-10-08" "1981-05-01" "Honglund_1990" 1981 "Carvossa" "NZ" "Larisa" 1 160 11.29 26.0189075 136.28753425 110.26862675
"37" "Christchurch1993" "1993-09-08" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "15077" 1 129 11.22 34.52440625 126.6928275 92.16842125
"38" "Christchurch1993" "1993-09-14" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "Dalkeith" 1 135 11.22 34.52440625 130.275365 95.75095875
"39" "Christchurch1993" "1993-09-21" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "015258b" 1 142 11.22 34.52440625 135.678519375 101.154113125
"40" "Christchurch1993" "1993-09-24" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "DalkelthWithMaru" 1 145 11.22 34.52440625 137.527538125 103.003131875
"41" "Christchurch1993" "1993-09-28" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "015258C" 1 149 11.22 34.52440625 141.239065625 106.714659375
"42" "Christchurch1993" "1993-10-01" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "12683" 1 152 11.22 34.52440625 142.775491875 108.251085625
"43" "Christchurch1993" "1993-10-04" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "Enfield" 1 155 11.22 34.52440625 143.865626875 109.341220625
"44" "Christchurch1993" "1993-10-05" "1993-05-02" "SmethamETAl1994" 1993 "Christchurch" "NZ" "142118" 1 156 11.22 34.52440625 144.133386875 109.608980625
