"LocationYear" "Date" "Tx" "Tm" "Pp" "TTday" "TTday_s" "diff"
"4600" "Adelaide1978" 1978-02-03 24.2 13 14.64 17.5794 18.6 105.805658896208
"4601" "Adelaide1978" 1978-02-04 27.2 11 14.61 17.109065 19.1 111.636725911089
"4602" "Adelaide1978" 1978-02-05 30.7 12.9 14.58 18.159135 21.8 120.049771093172
"4603" "Adelaide1978" 1978-02-06 30.8 15 14.55 18.831985 22.9 121.60162616952
"4604" "Adelaide1978" 1978-02-07 24.4 14.7 14.52 18.3134525 19.55 106.752126612937
"4605" "Adelaide1978" 1978-02-08 24.1 11.2 14.48 16.75105 17.65 105.366529262345
"4606" "Adelaide1978" 1978-02-09 29.6 9.4 14.45 16.706365 19.5 116.721979916038
"4607" "Adelaide1978" 1978-02-10 25.2 14 14.42 18.11244 19.6 108.21291885577
"4608" "Adelaide1978" 1978-02-11 28.7 12.3 14.39 17.77893 20.5 115.305026792951
"4609" "Adelaide1978" 1978-02-12 35 13 14.36 17.43875 24 137.624543043509
"4610" "Adelaide1978" 1978-02-13 27.1 16.4 14.32 19.1697525 21.75 113.459993810562
"4611" "Adelaide1978" 1978-02-14 37.3 16.6 14.29 17.64415 26.95 152.741843613889
"4612" "Adelaide1978" 1978-02-15 29.4 18.8 14.26 19.91147 24.1 121.035764812944
"4613" "Adelaide1978" 1978-02-16 32.5 15.6 14.22 18.756745 24.05 128.220541463884
"4614" "Adelaide1978" 1978-02-17 37 17.7 14.19 17.94835 27.35 152.381695253324
"4615" "Adelaide1978" 1978-02-18 35 20.2 14.15 18.71034 27.6 147.512017419245
"4616" "Adelaide1978" 1978-02-19 28.8 20.7 14.12 20 24.75 123.75
"4617" "Adelaide1978" 1978-02-20 28.4 14 14.09 18.43028 21.2 115.028095069635
"4618" "Adelaide1978" 1978-02-21 27.6 14.2 14.05 18.430955 20.9 113.396185927425
"4619" "Adelaide1978" 1978-02-22 36.5 15.5 14.02 17.687 26 147.000621925708
"4620" "Adelaide1978" 1978-02-23 22.6 20.4 13.98 20 21.5 107.5
"4621" "Adelaide1978" 1978-02-24 22 16.4 13.95 18.7272 19.2 102.524669998718
"4622" "Adelaide1978" 1978-02-25 27.8 17.5 13.91 19.5628225 22.65 115.780838884573
"4623" "Adelaide1978" 1978-02-26 26.1 17 13.87 19.3170325 21.55 111.559578315148
"4624" "Adelaide1978" 1978-02-27 23 13.8 13.84 17.7304 18.4 103.776564544511
"4625" "Adelaide1978" 1978-02-28 27.6 12.7 13.8 17.8299425 20.15 113.012142355479
"4626" "Adelaide1978" 1978-03-01 33 13.9 13.77 18.128555 23.45 129.353939130835
"4627" "Adelaide1978" 1978-03-02 32.9 16.5 13.73 18.93177 24.7 130.468519319641
"4628" "Adelaide1978" 1978-03-03 32.3 15.7 13.7 18.82593 24 127.483741839049
"4629" "Adelaide1978" 1978-03-04 35.5 16.6 13.66 18.21205 26.05 143.037164953973
"4630" "Adelaide1978" 1978-03-05 34.9 18.6 13.62 18.7491175 26.75 142.673381827171
"4631" "Adelaide1978" 1978-03-06 32.2 17 13.59 19.19286 24.6 128.172664209503
"4632" "Adelaide1978" 1978-03-07 32.3 18 13.55 19.3886775 25.15 129.714881275425
"4633" "Adelaide1978" 1978-03-08 27.8 18.8 13.51 19.87955 23.3 117.205872366326
"4634" "Adelaide1978" 1978-03-09 27.2 15.9 13.48 19.0113975 21.55 113.353055713027
"4635" "Adelaide1978" 1978-03-10 21.9 17 13.44 18.98005 19.45 102.47602087455
"4636" "Adelaide1978" 1978-03-11 21.4 10.7 13.41 15.9399475 16.05 100.690419463427
"4637" "Adelaide1978" 1978-03-12 25.9 12.7 13.37 17.66109 19.3 109.279778314928
"4638" "Adelaide1978" 1978-03-13 30 12.4 13.33 17.94812 21.2 118.118220738439
"4639" "Adelaide1978" 1978-03-14 25.7 13.7 13.3 18.0419 19.7 109.190273751656
"4640" "Adelaide1978" 1978-03-15 25.6 12.2 13.26 17.430955 18.9 108.427794116846
"4641" "Adelaide1978" 1978-03-16 30.2 17.4 13.22 19.60536 23.8 121.395373510101
"4642" "Adelaide1978" 1978-03-17 30.7 19 13.19 19.9006975 24.85 124.869995134593
"4643" "Adelaide1978" 1978-03-18 33.3 21.1 13.15 19.24501 27.2 141.335338355241
"4644" "Adelaide1978" 1978-03-19 33.9 17 13.11 18.79305 25.45 135.422403494909
"4645" "Adelaide1978" 1978-03-20 33 21.3 13.08 19.337735 27.15 140.399069487714
"4646" "Adelaide1978" 1978-03-21 28 17.5 13.04 19.5725375 22.75 116.234290009663
"4647" "Adelaide1978" 1978-03-22 29 14.6 13.01 18.67448 21.8 116.736851574984
"4648" "Adelaide1978" 1978-03-23 29.8 13.7 12.97 18.4195575 21.75 118.081012532467
"4649" "Adelaide1978" 1978-03-24 30.5 12.4 12.93 17.9805325 21.45 119.295688267297
"4650" "Adelaide1978" 1978-03-25 30.5 13.1 12.9 18.238705 21.8 119.526029945657
"4651" "Adelaide1978" 1978-03-26 30.5 13.1 12.86 18.238705 21.8 119.526029945657
"4652" "Adelaide1978" 1978-03-27 26.3 9 12.83 16.14385 17.65 109.329558934207
"4653" "Adelaide1978" 1978-03-28 20.9 9 12.79 14.985655 14.95 99.7620724619645
"4654" "Adelaide1978" 1978-03-29 20.8 12.6 12.76 16.683885 16.7 100.096590212651
"4655" "Adelaide1978" 1978-03-30 24 8.8 12.72 15.6524 16.4 104.776264342848
"4656" "Adelaide1978" 1978-03-31 27.7 12.6 12.68 17.7998075 20.15 113.203471442037
"4657" "Adelaide1978" 1978-04-01 29.7 15.4 12.65 18.9696225 22.55 118.87426858389
"4658" "Adelaide1978" 1978-04-02 32.3 15.7 12.61 18.82593 24 127.483741839049
"4659" "Adelaide1978" 1978-04-03 26.4 10.5 12.58 16.8292675 18.45 109.630439946361
"4660" "Adelaide1978" 1978-04-04 35.1 15.3 12.54 18.069875 25.2 139.45862934857
"4661" "Adelaide1978" 1978-04-05 20.3 15.7 12.51 18.01977 18 99.8902871679272
"4662" "Adelaide1978" 1978-04-06 20.4 7.2 12.48 13.91434 13.8 99.1782578260988
"4663" "Adelaide1978" 1978-04-07 21.3 6.2 12.44 13.7636175 13.75 99.9010616213361
"4664" "Adelaide1978" 1978-04-08 21.2 9.7 12.41 15.4078875 15.45 100.273317805572
"4665" "Adelaide1978" 1978-04-09 19.7 11 12.37 15.436565 15.35 99.4392210961441
"4666" "Adelaide1978" 1978-04-10 23.1 10.5 12.34 16.2612 16.8 103.313408604531
"4667" "Adelaide1978" 1978-04-11 29.6 11.7 12.3 17.6279175 20.65 117.143729541507
"4668" "Adelaide1978" 1978-04-12 31 17.6 12.27 19.57583 24.3 124.132667682545
"4669" "Adelaide1978" 1978-04-13 24.5 15.5 12.24 18.643925 20 107.27354889059
"4670" "Adelaide1978" 1978-04-14 28.4 16.5 12.2 19.2655425 22.45 116.529290571496
"4671" "Adelaide1978" 1978-04-15 23.8 15.2 12.17 18.454195 19.5 105.667031263081
"4672" "Adelaide1978" 1978-04-16 24.8 13 12.14 17.672035 18.9 106.948633816083
"4673" "Adelaide1978" 1978-04-17 24.1 13.4 12.11 17.74215 18.75 105.680540408011
"4674" "Adelaide1978" 1978-04-18 20.4 13 12.07 16.74213 16.7 99.7483593784064
"4675" "Adelaide1978" 1978-04-19 21.3 15 12.04 17.9662775 18.15 101.022596361433
"4676" "Adelaide1978" 1978-04-20 19 7.3 12.01 13.266415 13.15 99.1224833536415
"4677" "Adelaide1978" 1978-04-21 21.8 8.5 11.98 14.9982525 15.15 101.011767870957
"4678" "Adelaide1978" 1978-04-22 22.3 9.5 11.95 15.61204 15.9 101.844473880415
"4679" "Adelaide1978" 1978-04-23 23.7 12.2 11.92 17.13175 17.95 104.776219592277
"4680" "Adelaide1978" 1978-04-24 23.6 9 11.89 15.6727 16.3 104.002501164445
"4681" "Adelaide1978" 1978-04-25 27.4 13 11.85 17.93028 20.2 112.658586480523
"4682" "Adelaide1978" 1978-04-26 28.7 17.6 11.82 19.621445 23.15 117.983155674824
"4683" "Adelaide1978" 1978-04-27 20 13.8 11.79 16.96169 16.9 99.6362980339813
"4684" "Adelaide1978" 1978-04-28 22.3 6.5 11.77 14.179315 14.4 101.55638689175
"4685" "Adelaide1978" 1978-04-29 21 6 11.74 13.56175 13.5 99.5446752815824
"4686" "Adelaide1978" 1978-04-30 20.9 13.4 11.71 17.0931875 17.15 100.332369255295
"4687" "Adelaide1978" 1978-05-01 22 16 11.68 18.547 19 102.442443521863
"4688" "Adelaide1978" 1978-05-02 23.5 16.6 11.65 18.9853425 20.05 105.607786638561
"4689" "Adelaide1978" 1978-05-03 17.8 14.5 11.62 16.182835 16.15 99.7970998283057
"4690" "Adelaide1978" 1978-05-04 18.8 6.7 11.59 12.870395 12.75 99.0645586246576
"4691" "Adelaide1978" 1978-05-05 17.6 5.1 11.57 11.474375 11.35 98.9160629663925
"4692" "Adelaide1978" 1978-05-06 21.6 7 11.54 14.227405 14.3 100.51024765233
"4693" "Adelaide1978" 1978-05-07 15.5 10.6 11.51 13.098755 13.05 99.6277890532345
"4694" "Adelaide1978" 1978-05-08 15.6 6.2 11.49 10.99353 10.9 99.149226863437
"4695" "Adelaide1978" 1978-05-09 14.2 4.5 11.46 9.446515 9.35 98.9783004631867
"4696" "Adelaide1978" 1978-05-10 16 4.4 11.44 10.31542 10.2 98.8810925779076
"4697" "Adelaide1978" 1978-05-11 19.1 8.4 11.41 13.856465 13.75 99.2316582909133
"4698" "Adelaide1978" 1978-05-12 21.6 9.4 11.39 15.373585 15.5 100.822287059264
"4699" "Adelaide1978" 1978-05-13 23.6 10.8 11.36 16.4836 17.2 104.346137979568
"4700" "Adelaide1978" 1978-05-14 17 11.4 11.34 14.25572 14.2 99.6091393489771
"4701" "Adelaide1978" 1978-05-15 16.9 9.5 11.31 13.27363 13.2 99.4452911524579
"4702" "Adelaide1978" 1978-05-16 17.2 10.5 11.29 13.916665 13.85 99.5209700025114
"4703" "Adelaide1978" 1978-05-17 18.1 8.1 11.27 13.1995 13.1 99.2461835675594
"4704" "Adelaide1978" 1978-05-18 20.5 9.2 11.25 14.928185 14.85 99.4762591701537
"4705" "Adelaide1978" 1978-05-19 14.6 10.7 11.23 12.688805 12.65 99.6941792391009
"4706" "Adelaide1978" 1978-05-20 16.6 7.9 11.2 12.336565 12.25 99.2983054845494
"4707" "Adelaide1978" 1978-05-21 14.6 10.7 11.18 12.688805 12.65 99.6941792391009
"4708" "Adelaide1978" 1978-05-22 13.5 5.2 11.16 9.432585 9.35 99.1244711815478
"4709" "Adelaide1978" 1978-05-23 16.4 4 11.14 10.32338 10.2 98.8048487995211
"4710" "Adelaide1978" 1978-05-24 19.1 9.1 11.13 14.1995 14.1 99.2992711010951
"4711" "Adelaide1978" 1978-05-25 18.6 12.1 11.11 15.414675 15.35 99.5804322828733
"4712" "Adelaide1978" 1978-05-26 18.1 12.1 11.09 15.1597 15.1 99.6061927346847
"4713" "Adelaide1978" 1978-05-27 18.4 14.5 11.07 16.488805 16.45 99.7646585061804
"4714" "Adelaide1978" 1978-05-28 13.8 10.5 11.06 12.182835 12.15 99.7304814519773
"4715" "Adelaide1978" 1978-05-29 13.2 2.6 11.04 8.00547 7.9 98.6825258229685
"4716" "Adelaide1978" 1978-05-30 14.1 4.5 11.02 9.39552 9.3 98.9833452539082
"4717" "Adelaide1978" 1978-05-31 19.1 8.1 11.01 13.70945 13.6 99.2016455802384
"4718" "Adelaide1978" 1978-06-01 17.2 10.6 10.99 13.96567 13.9 99.5297755138135
"4719" "Adelaide1978" 1978-06-02 16 8 10.98 12.0796 12 99.341037782708
"4720" "Adelaide1978" 1978-06-03 14.8 7.8 10.97 11.36965 11.3 99.3874041857049
"4721" "Adelaide1978" 1978-06-04 11.1 5 10.96 8.110695 8.05 99.2516670889486
"4722" "Adelaide1978" 1978-06-05 13.5 4.8 10.94 9.236565 9.15 99.0628009438574
"4723" "Adelaide1978" 1978-06-06 11.9 4.4 10.93 8.224625 8.15 99.0926637992614
"4724" "Adelaide1978" 1978-06-07 14.1 7.5 10.92 10.86567 10.8 99.3956194141733
"4725" "Adelaide1978" 1978-06-08 13.7 5.6 10.91 9.730595 9.65 99.1717361579636
"4726" "Adelaide1978" 1978-06-09 13.1 5.8 10.9 9.522635 9.45 99.2372384324297
"4727" "Adelaide1978" 1978-06-10 12.8 6.4 10.89 9.66368 9.6 99.341037782708
"4728" "Adelaide1978" 1978-06-11 13.7 8.4 10.88 11.102735 11.05 99.5250269415599
"4729" "Adelaide1978" 1978-06-12 15.4 7 10.88 11.28358 11.2 99.259277640607
"4730" "Adelaide1978" 1978-06-13 16.6 6 10.87 11.40547 11.3 99.0752682704001
"4731" "Adelaide1978" 1978-06-14 15.4 8.4 10.86 11.96965 11.9 99.4181116406913
"4732" "Adelaide1978" 1978-06-15 13 7.7 10.86 10.402735 10.35 99.4930660061993
"4733" "Adelaide1978" 1978-06-16 12.5 4.2 10.85 8.432585 8.35 99.0206443219962
"4734" "Adelaide1978" 1978-06-17 12.2 5.3 10.85 8.818655 8.75 99.2214799195569
"4735" "Adelaide1978" 1978-06-18 16 7.3 10.85 11.736565 11.65 99.2624332587942
"4736" "Adelaide1978" 1978-06-19 13.5 7.4 10.84 10.510695 10.45 99.4225405646344
"4737" "Adelaide1978" 1978-06-20 15.1 3.1 10.84 9.2194 9.1 98.7049048745037
"4738" "Adelaide1978" 1978-06-21 14.3 7.2 10.84 10.820645 10.75 99.3471276435
"4739" "Adelaide1978" 1978-06-22 15.1 10 10.84 12.600745 12.55 99.597285716043
"4740" "Adelaide1978" 1978-06-23 11.1 9 10.84 10.070895 10.05 99.792520922917
"4741" "Adelaide1978" 1978-06-24 13.8 9 10.84 11.44776 11.4 99.5828004779974
"4742" "Adelaide1978" 1978-06-25 13.9 9.9 10.84 11.9398 11.9 99.6666610831002
"4743" "Adelaide1978" 1978-06-26 14.3 8.5 10.84 11.45771 11.4 99.4963216908091
"4744" "Adelaide1978" 1978-06-27 15.1 7.5 10.85 11.37562 11.3 99.3352450240075
"4745" "Adelaide1978" 1978-06-28 16 5.8 10.85 11.00149 10.9 99.0774885947267
"4746" "Adelaide1978" 1978-06-29 10.7 8.5 10.85 9.62189 9.6 99.7724979188081
"4747" "Adelaide1978" 1978-06-30 13.9 6.4 10.86 10.224625 10.15 99.2701443818233
"4748" "Adelaide1978" 1978-07-01 13 8.5 10.86 10.794775 10.75 99.5852159957016
"4749" "Adelaide1978" 1978-07-02 13.7 6 10.87 9.926615 9.85 99.2281860432786
"4750" "Adelaide1978" 1978-07-03 13 2.1 10.88 7.658455 7.55 98.5838527483677
"4751" "Adelaide1978" 1978-07-04 13.4 4 10.88 8.79353 8.7 98.936377086335
"4752" "Adelaide1978" 1978-07-05 13 6.9 10.89 10.010695 9.95 99.3936984395189
"4753" "Adelaide1978" 1978-07-06 13.1 8.5 10.9 10.84577 10.8 99.5779921573111
"4754" "Adelaide1978" 1978-07-07 14.3 8.4 10.91 11.408705 11.35 99.4854367783197
"4755" "Adelaide1978" 1978-07-08 14.2 9 10.92 11.65174 11.6 99.555946150532
"4756" "Adelaide1978" 1978-07-09 12.2 6 10.93 9.16169 9.1 99.3266526154017
"4757" "Adelaide1978" 1978-07-10 12.4 4.5 10.94 8.528605 8.45 99.0783369613202
"4758" "Adelaide1978" 1978-07-11 12.2 4.5 10.95 8.426615 8.35 99.0907974317089
"4759" "Adelaide1978" 1978-07-12 13.9 6.4 10.97 10.224625 10.15 99.2701443818233
"4760" "Adelaide1978" 1978-07-13 16.5 6.5 10.98 11.5995 11.5 99.1422044053623
"4761" "Adelaide1978" 1978-07-14 18.1 9.3 10.99 13.78756 13.7 99.364934767283
"4762" "Adelaide1978" 1978-07-15 17.5 12 11.01 14.804725 14.75 99.6303544983105
"4763" "Adelaide1978" 1978-07-16 15.6 10.2 11.02 12.95373 12.9 99.5852159957016
"4764" "Adelaide1978" 1978-07-17 14.6 8.9 11.04 11.806715 11.75 99.519637765458
"4765" "Adelaide1978" 1978-07-18 15.2 5.5 11.05 10.446515 10.35 99.0761033703584
"4766" "Adelaide1978" 1978-07-19 11.8 6.7 11.07 9.300745 9.25 99.4543985454929
"4767" "Adelaide1978" 1978-07-20 10.3 7.6 11.09 8.976865 8.95 99.7007307116683
"4768" "Adelaide1978" 1978-07-21 8.4 4 11.11 6.24378 6.2 99.2988221878413
"4769" "Adelaide1978" 1978-07-22 12.3 3.5 11.12 7.98756 7.9 98.9037954018499
"4770" "Adelaide1978" 1978-07-23 12 0.4 11.14 6.31542 6.2 98.1724097526372
"4771" "Adelaide1978" 1978-07-24 12.1 2.5 11.16 7.39552 7.3 98.708407251958
"4772" "Adelaide1978" 1978-07-25 10.9 2.4 11.18 6.734575 6.65 98.7441672265882
"4773" "Adelaide1978" 1978-07-26 14.1 4.2 11.2 9.248505 9.15 98.9349089393367
"4774" "Adelaide1978" 1978-07-27 14.4 4.1 11.22 9.352485 9.25 98.9041949813338
"4775" "Adelaide1978" 1978-07-28 14.4 2.7 11.24 8.666415 8.55 98.6567109929539
"4776" "Adelaide1978" 1978-07-29 13.9 4 11.27 9.048505 8.95 98.9113671263927
"4777" "Adelaide1978" 1978-07-30 14.1 5.5 11.29 9.88557 9.8 99.1343948806189
"4778" "Adelaide1978" 1978-07-31 13.1 5.4 11.31 9.326615 9.25 99.1785336909479
"4779" "Adelaide1978" 1978-08-01 12.6 2.3 11.33 7.552485 7.45 98.6430294134977
"4780" "Adelaide1978" 1978-08-02 15.9 5.5 11.36 10.80348 10.7 99.0421604890276
"4781" "Adelaide1978" 1978-08-03 17.8 6 11.38 12.01741 11.9 99.0230007963446
"4782" "Adelaide1978" 1978-08-04 17.8 9.1 11.41 13.536565 13.45 99.360509848695
"4783" "Adelaide1978" 1978-08-05 17.8 9.1 11.43 13.536565 13.45 99.360509848695
"4784" "Adelaide1978" 1978-08-06 16.4 7 11.46 11.79353 11.7 99.2069380414516
"4785" "Adelaide1978" 1978-08-07 11.7 4.5 11.48 8.17164 8.1 99.1233093968897
"4786" "Adelaide1978" 1978-08-08 12.5 6.2 11.51 9.412685 9.35 99.3340369936952
"4787" "Adelaide1978" 1978-08-09 13.8 1.3 11.54 7.674375 7.55 98.3793468523495
"4788" "Adelaide1978" 1978-08-10 14.6 4.5 11.56 9.650495 9.55 98.95865445244
"4789" "Adelaide1978" 1978-08-11 14.7 4.5 11.59 9.70149 9.6 98.9538720340896
"4790" "Adelaide1978" 1978-08-12 12.6 7.5 11.62 10.100745 10.05 99.497611314809
"4791" "Adelaide1978" 1978-08-13 16.1 7 11.65 11.640545 11.55 99.222158412686
"4792" "Adelaide1978" 1978-08-14 17.5 5.6 11.67 11.668405 11.55 98.9852511975716
"4793" "Adelaide1978" 1978-08-15 18.9 5.5 11.7 12.33333 12.2 98.9189456537691
"4794" "Adelaide1978" 1978-08-16 19.6 10.6 11.73 15.18955 15.1 99.4104499474968
"4795" "Adelaide1978" 1978-08-17 16.5 4.7 11.76 10.71741 10.6 98.9044927832377
"4796" "Adelaide1978" 1978-08-18 15.6 6 11.79 10.89552 10.8 99.1233093968897
"4797" "Adelaide1978" 1978-08-19 15.2 7.7 11.82 11.524625 11.45 99.3524735078148
"4798" "Adelaide1978" 1978-08-20 16 12 11.85 14.0398 14 99.7165201783501
"4799" "Adelaide1978" 1978-08-21 15.6 9 11.88 12.36567 12.3 99.4689329409567
"4800" "Adelaide1978" 1978-08-22 20.7 10.1 11.91 15.44447 15.4 99.7120652246403
"4801" "Adelaide1978" 1978-08-23 18.7 7.3 11.94 13.11343 13 99.1350089183379
"4802" "Adelaide1978" 1978-08-24 13.6 6.7 11.97 10.218655 10.15 99.328140542958
"4803" "Adelaide1978" 1978-08-25 11.5 6.5 12.01 9.04975 9 99.4502610569353
"4804" "Adelaide1978" 1978-08-26 14.5 7.7 12.04 11.16766 11.1 99.3941434463442
"4805" "Adelaide1978" 1978-08-27 18.6 7.6 12.07 13.20945 13.1 99.1714265166226
"4806" "Adelaide1978" 1978-08-28 18.4 7.4 12.1 13.00945 12.9 99.1586884918271
"4807" "Adelaide1978" 1978-08-29 15.7 9.4 12.13 12.612685 12.55 99.503000352423
"4808" "Adelaide1978" 1978-08-30 16.7 4.5 12.17 10.72139 10.6 98.8677774057282
"4809" "Adelaide1978" 1978-08-31 16.8 3.7 12.2 10.380345 10.25 98.744309558112
"4810" "Adelaide1978" 1978-09-01 18.5 5 12.23 11.884325 11.75 98.8697296649158
"4811" "Adelaide1978" 1978-09-02 14 8.5 12.27 11.304725 11.25 99.5159103826055
"4812" "Adelaide1978" 1978-09-03 14.1 5.2 12.3 9.738555 9.65 99.0906761834789
"4813" "Adelaide1978" 1978-09-04 14.6 10 12.33 12.34577 12.3 99.6292657323116
"4814" "Adelaide1978" 1978-09-05 13.1 7 12.37 10.110695 10.05 99.3996950753633
"4815" "Adelaide1978" 1978-09-06 15.2 6 12.4 10.69154 10.6 99.1438090303174
"4816" "Adelaide1978" 1978-09-07 18.4 4 12.44 11.34328 11.2 98.7368732853284
"4817" "Adelaide1978" 1978-09-08 20.1 6.5 12.47 13.43532 13.3 98.9928040418836
"4818" "Adelaide1978" 1978-09-09 13.6 10 12.51 11.83582 11.8 99.6973593718053
"4819" "Adelaide1978" 1978-09-10 9.1 2.6 12.54 5.914675 5.85 98.9065333260069
"4820" "Adelaide1978" 1978-09-11 10.1 1.9 12.57 6.08159 6 98.6584100539497
"4821" "Adelaide1978" 1978-09-12 12.7 2.3 12.61 7.60348 7.5 98.6390442271171
"4822" "Adelaide1978" 1978-09-13 13.9 3.5 12.65 8.80348 8.7 98.8245557438649
"4823" "Adelaide1978" 1978-09-14 20.5 6.6 12.68 13.660555 13.55 99.1906990601773
"4824" "Adelaide1978" 1978-09-15 15.2 7.8 12.72 11.57363 11.5 99.3638123907538
"4825" "Adelaide1978" 1978-09-16 15.7 9.2 12.75 12.514675 12.45 99.4832067153162
"4826" "Adelaide1978" 1978-09-17 16.6 9 12.79 12.87562 12.8 99.4126884763608
"4827" "Adelaide1978" 1978-09-18 18.8 6.1 12.82 12.576365 12.45 98.9952184116794
"4828" "Adelaide1978" 1978-09-19 9.6 7.1 12.86 8.374875 8.35 99.7029806415021
"4829" "Adelaide1978" 1978-09-20 13 3.5 12.89 8.344525 8.25 98.8672213217649
"4830" "Adelaide1978" 1978-09-21 16.2 7.6 12.93 11.98557 11.9 99.286058151594
"4831" "Adelaide1978" 1978-09-22 17.2 6.3 12.97 11.858455 11.75 99.0854204869016
"4832" "Adelaide1978" 1978-09-23 17 8.5 13 12.834575 12.75 99.341037782708
"4833" "Adelaide1978" 1978-09-24 16.5 6.2 13.04 11.452485 11.35 99.1051287122402
"4834" "Adelaide1978" 1978-09-25 16.2 9.5 13.07 12.916665 12.85 99.4838838043721
"4835" "Adelaide1978" 1978-09-26 16.8 7.2 13.11 12.09552 12 99.2102861224651
"4836" "Adelaide1978" 1978-09-27 15.4 6 13.15 10.79353 10.7 99.1334623612479
"4837" "Adelaide1978" 1978-09-28 20.1 4.2 13.18 12.308205 12.15 98.7146379183642
"4838" "Adelaide1978" 1978-09-29 23.6 4.7 13.22 13.6738325 14.15 103.482326553291
"4839" "Adelaide1978" 1978-09-30 16.6 12.5 13.26 14.590795 14.55 99.7204059134543
"4840" "Adelaide1978" 1978-10-01 14.5 10 13.29 12.294775 12.25 99.635820907662
"4841" "Adelaide1978" 1978-10-02 15.3 3.3 13.33 9.4194 9.3 98.7324033377922
"4842" "Adelaide1978" 1978-10-03 15.9 4.5 13.36 10.31343 10.2 98.9001719117694
"4843" "Adelaide1978" 1978-10-04 16.6 3 13.4 9.93532 9.8 98.6379905227008
"4844" "Adelaide1978" 1978-10-05 18.7 3.8 13.44 11.398255 11.25 98.6993184483063
"4845" "Adelaide1978" 1978-10-06 18.7 5 13.47 11.986315 11.85 98.8627447217931
"4846" "Adelaide1978" 1978-10-07 18.7 5 13.51 11.986315 11.85 98.8627447217931
"4847" "Adelaide1978" 1978-10-08 22.6 5 13.55 13.54468 13.8 101.88502053943
"4848" "Adelaide1978" 1978-10-09 19.2 7.5 13.58 13.466415 13.35 99.1355160226386
"4849" "Adelaide1978" 1978-10-10 24 8 13.62 15.292 16 104.629871828407
"4850" "Adelaide1978" 1978-10-11 15.6 10.3 13.65 13.002735 12.95 99.5944314792234
"4851" "Adelaide1978" 1978-10-12 13.8 1.7 13.69 7.870395 7.75 98.4702800812412
"4852" "Adelaide1978" 1978-10-13 15 2.5 13.73 8.874375 8.75 98.5984928516093
"4853" "Adelaide1978" 1978-10-14 18.4 3 13.76 10.85323 10.7 98.5881622337313
"4854" "Adelaide1978" 1978-10-15 18.6 8.5 13.8 13.650495 13.55 99.2637995911504
"4855" "Adelaide1978" 1978-10-16 17.6 4.9 13.83 11.376365 11.25 98.8892321932357
"4856" "Adelaide1978" 1978-10-17 18.4 4.7 13.87 11.686315 11.55 98.8335501824142
"4857" "Adelaide1978" 1978-10-18 23.1 7.4 13.91 14.8270725 15.25 102.852400566599
"4858" "Adelaide1978" 1978-10-19 24.9 10.9 13.94 16.7555 17.9 106.830592939632
"4859" "Adelaide1978" 1978-10-20 27.7 8.5 13.98 16.15704 18.1 112.025470011834
"4860" "Adelaide1978" 1978-10-21 23 10.2 14.01 16.1086 16.6 103.050544429684
"4861" "Adelaide1978" 1978-10-22 21.5 9.4 14.05 15.3463425 15.45 100.6754541025
"4862" "Adelaide1978" 1978-10-23 19.9 7 14.08 13.578355 13.45 99.0547087625857
"4863" "Adelaide1978" 1978-10-24 22.1 9.5 14.12 15.557555 15.8 101.558374693196
"4864" "Adelaide1978" 1978-10-25 19.4 8 14.15 13.81343 13.7 99.1788426191033
"4865" "Adelaide1978" 1978-10-26 14.8 9 14.18 11.95771 11.9 99.5173825088583
"4866" "Adelaide1978" 1978-10-27 14.8 5.7 14.22 10.340545 10.25 99.1243691700969
"4867" "Adelaide1978" 1978-10-28 21.4 5.7 14.25 13.5520725 13.55 99.9847071361225
"4868" "Adelaide1978" 1978-10-29 24.3 6.3 14.28 14.5785 15.3 104.949068834242
"4869" "Adelaide1978" 1978-10-30 24.4 7.8 14.32 15.2717 16.1 105.423757669415
"4870" "Adelaide1978" 1978-10-31 27.5 9.1 14.35 16.37758 18.3 111.738120039713
"4871" "Adelaide1978" 1978-11-01 30.9 12 14.38 17.8119925 21.45 120.424483673009
"4872" "Adelaide1978" 1978-11-02 27.4 18.2 14.42 19.73354 22.8 115.539330500255
"4873" "Adelaide1978" 1978-11-03 22.1 14.1 14.45 17.7085 18.1 102.210802721857
"4874" "Adelaide1978" 1978-11-04 20.8 10.2 14.48 15.53197 15.5 99.7941664837107
"4875" "Adelaide1978" 1978-11-05 21.4 9.7 14.51 15.4623725 15.55 100.566714454719
"4876" "Adelaide1978" 1978-11-06 21.8 9.8 14.54 15.6191 15.8 101.158197335314
"4877" "Adelaide1978" 1978-11-07 17.9 10 14.57 14.028605 13.95 99.4396805669559
"4878" "Adelaide1978" 1978-11-08 18.8 9 14.6 13.99751 13.9 99.3033761004636
"4879" "Adelaide1978" 1978-11-09 20.8 8 14.63 14.45936 14.4 99.5894700733642
"4880" "Adelaide1978" 1978-11-10 21.2 8.4 14.66 14.78704 14.8 100.087644315563
"4881" "Adelaide1978" 1978-11-11 22.2 8.1 14.69 14.9161925 15.15 101.567474407427
"4882" "Adelaide1978" 1978-11-12 23.2 9.1 14.72 15.64795 16.15 103.208407491077
"4883" "Adelaide1978" 1978-11-13 24.2 9 14.75 15.7774 16.6 105.21378680898
"4884" "Adelaide1978" 1978-11-14 28.6 10.3 14.78 16.9676475 19.45 114.629915549578
